time,hour,dayofweek,month,East,North,West
2018-03-08 16:00:00,16,3,3,151867.28749999998,114050.18666666668,180915.565
2018-03-08 17:00:00,17,3,3,158155.8225,116737.48333333335,187759.1875
2018-03-08 18:00:00,18,3,3,158952.0375,118400.42500000002,196127.5375
2018-03-08 19:00:00,19,3,3,151628.625,115287.21833333332,190343.99
2018-03-08 20:00:00,20,3,3,143381.5025,110587.37166666666,180070.22
2018-03-08 21:00:00,21,3,3,136589.08,103618.24833333332,172028.495
2018-03-08 22:00:00,22,3,3,128015.0175,96106.425,165258.8975
2018-03-08 23:00:00,23,3,3,120943.69499999999,89721.755,155204.3325
2018-03-09 00:00:00,0,4,3,117209.80499999998,87747.80666666667,146628.04
2018-03-09 01:00:00,1,4,3,114677.76500000001,86543.08666666667,141793.15
2018-03-09 02:00:00,2,4,3,114800.71750000001,85666.29166666667,138307.3375
2018-03-09 03:00:00,3,4,3,117522.3275,85895.04333333333,137853.53249999997
2018-03-09 04:00:00,4,4,3,125225.2625,88452.76000000001,143530.995
2018-03-09 05:00:00,5,4,3,140182.59500000003,94552.90666666666,159240.695
2018-03-09 06:00:00,6,4,3,151150.825,104842.30666666667,175470.515
2018-03-09 07:00:00,7,4,3,155834.98,112167.64,186431.3625
2018-03-09 08:00:00,8,4,3,155810.675,114171.39333333331,190443.33500000002
2018-03-09 09:00:00,9,4,3,155911.52999999997,114795.06166666668,189524.9725
2018-03-09 10:00:00,10,4,3,155414.88999999998,114145.55666666667,188241.83
2018-03-09 11:00:00,11,4,3,153738.825,113228.8833333333,184721.1925
2018-03-09 12:00:00,12,4,3,151312.4275,112365.43000000001,181654.155
2018-03-09 13:00:00,13,4,3,148345.71749999997,111044.38666666669,179931.9575
2018-03-09 14:00:00,14,4,3,146714.3075,110037.23000000001,177681.38749999998
2018-03-09 15:00:00,15,4,3,145583.1825,110165.00333333334,176159.5225
2018-03-09 16:00:00,16,4,3,148576.8325,112624.89833333333,177141.04750000002
2018-03-09 17:00:00,17,4,3,155154.08,115476.52333333333,182464.74
2018-03-09 18:00:00,18,4,3,154009.5625,115848.64333333336,188644.6925
