time,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SI,SK,BA,RS
27/01/2015 08:00,0.1608,0.219,0.1111,0.1531,0.3984,0.3421,0.3881,0.2712,0.2563,0.2106,0.1793,0.3401,0.1412,0.0227,0.1234,0.191,0.1405,0.2951,0.2262,0.2466,0.0008,0.3113,0.0999,0.173,0.4743,0.4811,0.419,0.2288,0.239,0.0401,0.183,0.0025,0.0894,0.0227,0.0008
27/01/2015 09:00,0.176,0.1755,0.1243,0.1708,0.4226,0.3095,0.3079,0.2456,0.2628,0.2013,0.1585,0.3193,0.1393,0.0184,0.134,0.1902,0.1497,0.2186,0.2272,0.2204,0.0013,0.2794,0.0467,0.1925,0.4918,0.47,0.4586,0.2147,0.119,0.0451,0.1481,0.0095,0.0774,0.0184,0.0013
27/01/2015 10:00,0.2064,0.163,0.1437,0.2007,0.4657,0.3022,0.2484,0.2278,0.332,0.1937,0.1618,0.3176,0.1307,0.0169,0.143,0.1911,0.1601,0.1949,0.2426,0.1958,0.0025,0.2191,0.0229,0.1788,0.486,0.4578,0.4887,0.21,0.0924,0.0497,0.1306,0.0154,0.0558,0.0169,0.0025
27/01/2015 11:00,0.2112,0.1561,0.1728,0.2023,0.4462,0.3168,0.2311,0.2127,0.3817,0.1972,0.1839,0.3331,0.1225,0.0221,0.1276,0.2493,0.176,0.1755,0.2423,0.166,0.0027,0.1886,0.0109,0.1511,0.4337,0.4407,0.5099,0.2013,0.0798,0.0589,0.1197,0.0173,0.0368,0.0221,0.0027
27/01/2015 12:00,0.2022,0.1564,0.2002,0.2085,0.4139,0.306,0.2203,0.2082,0.4067,0.2157,0.1984,0.3552,0.123,0.0355,0.0982,0.3321,0.1948,0.1531,0.2221,0.14,0.0016,0.2022,0.008,0.1405,0.4327,0.4272,0.5565,0.1963,0.0662,0.0735,0.1178,0.0165,0.0137,0.0355,0.0016
27/01/2015 13:00,0.2543,0.1609,0.2159,0.194,0.3583,0.2923,0.2013,0.2169,0.416,0.2414,0.1992,0.3672,0.1286,0.0579,0.0827,0.3618,0.2157,0.157,0.2151,0.1298,0.0008,0.2024,0.0309,0.1743,0.4649,0.4015,0.6061,0.2018,0.074,0.0889,0.1358,0.0099,0.0079,0.0579,0.0008
27/01/2015 14:00,0.3236,0.1554,0.2218,0.1424,0.3298,0.2885,0.1737,0.2281,0.4194,0.2588,0.1864,0.361,0.1326,0.0862,0.0953,0.3716,0.2233,0.2067,0.2075,0.1364,0.0,0.1825,0.092,0.2707,0.5471,0.3642,0.6192,0.2217,0.0892,0.1186,0.1819,0.0029,0.0052,0.0862,0.0
27/01/2015 15:00,0.4208,0.1707,0.2238,0.1336,0.3224,0.2965,0.1642,0.2397,0.407,0.2637,0.177,0.3621,0.1423,0.1366,0.136,0.3845,0.2158,0.2332,0.2229,0.1395,0.0,0.1769,0.1666,0.308,0.6025,0.299,0.6174,0.2559,0.1126,0.1603,0.2115,0.0045,0.0135,0.1366,0.0
27/01/2015 16:00,0.4773,0.1846,0.2036,0.1619,0.3243,0.2831,0.1817,0.2544,0.372,0.2664,0.1896,0.3728,0.1545,0.1982,0.1918,0.4269,0.2181,0.2073,0.2144,0.1335,0.0,0.1907,0.231,0.3253,0.6245,0.2427,0.6081,0.2696,0.1378,0.184,0.2008,0.01,0.0373,0.1982,0.0
27/01/2015 17:00,0.4888,0.1763,0.1928,0.1709,0.2871,0.2508,0.2036,0.2604,0.3874,0.2602,0.1919,0.3826,0.1602,0.2556,0.2242,0.4805,0.2012,0.165,0.1977,0.1249,0.0,0.1934,0.2075,0.3142,0.6454,0.1931,0.6081,0.2636,0.204,0.193,0.1753,0.0183,0.0784,0.2556,0.0
27/01/2015 18:00,0.471,0.173,0.2016,0.1591,0.2662,0.217,0.1932,0.2675,0.4014,0.2661,0.1903,0.4177,0.1602,0.3014,0.2437,0.5029,0.1812,0.1281,0.1698,0.1194,0.0052,0.1881,0.1151,0.3179,0.705,0.1524,0.6095,0.2432,0.2642,0.1861,0.1626,0.0271,0.1095,0.3014,0.0052
27/01/2015 19:00,0.4475,0.1752,0.2337,0.1351,0.2737,0.1801,0.1641,0.2665,0.4101,0.2688,0.1882,0.4643,0.1553,0.3608,0.2504,0.4781,0.1679,0.1104,0.1603,0.1132,0.023,0.1729,0.0961,0.3272,0.7319,0.136,0.6219,0.2194,0.288,0.1771,0.1641,0.0315,0.1187,0.3608,0.023
27/01/2015 20:00,0.4124,0.167,0.2275,0.105,0.2659,0.1511,0.1552,0.2623,0.4162,0.2752,0.1843,0.522,0.1539,0.3727,0.2364,0.4272,0.1618,0.0967,0.1699,0.1062,0.0478,0.1579,0.0803,0.3148,0.7448,0.1291,0.6126,0.2136,0.3083,0.1784,0.1531,0.0348,0.1135,0.3727,0.0478
27/01/2015 21:00,0.394,0.1732,0.2236,0.0757,0.2428,0.1325,0.1679,0.2618,0.4099,0.2877,0.1777,0.5765,0.1502,0.3691,0.2219,0.4225,0.1696,0.0816,0.1609,0.1013,0.0662,0.1676,0.0771,0.3079,0.7453,0.1279,0.6241,0.2067,0.308,0.1791,0.1463,0.041,0.1105,0.3691,0.0662
27/01/2015 22:00,0.396,0.189,0.237,0.0665,0.227,0.124,0.1908,0.2471,0.4021,0.3185,0.17,0.6048,0.1414,0.3461,0.2277,0.5292,0.174,0.0672,0.1312,0.0951,0.074,0.1998,0.0776,0.3252,0.739,0.1238,0.6319,0.1997,0.2923,0.1813,0.16,0.0489,0.1053,0.3461,0.074
27/01/2015 23:00,0.3959,0.2113,0.2726,0.0555,0.2213,0.125,0.2203,0.2396,0.39,0.361,0.171,0.627,0.1328,0.3389,0.2468,0.614,0.1721,0.0542,0.1241,0.0882,0.0729,0.2325,0.0747,0.353,0.7125,0.1233,0.6472,0.2063,0.2883,0.1979,0.1826,0.0527,0.0868,0.3389,0.0729
28/01/2015 00:00,0.3936,0.2298,0.3173,0.0433,0.2303,0.1324,0.2573,0.2222,0.3706,0.3915,0.1832,0.656,0.1268,0.3389,0.2643,0.6224,0.1834,0.0435,0.1226,0.0823,0.0652,0.2618,0.077,0.4502,0.6723,0.1184,0.68,0.2067,0.2871,0.2056,0.1998,0.0481,0.0628,0.3389,0.0652
28/01/2015 01:00,0.3821,0.2503,0.3664,0.0439,0.2427,0.1449,0.291,0.2194,0.3437,0.4351,0.2049,0.6654,0.1227,0.3417,0.255,0.7012,0.2021,0.0385,0.1263,0.0808,0.0574,0.3014,0.0854,0.5009,0.6054,0.1162,0.6943,0.2074,0.2939,0.223,0.2145,0.0499,0.0575,0.3417,0.0574
28/01/2015 02:00,0.4009,0.27,0.4034,0.0527,0.2568,0.1705,0.3233,0.2422,0.3089,0.497,0.2369,0.6516,0.1169,0.3467,0.2377,0.7888,0.21,0.0362,0.1456,0.0878,0.055,0.3291,0.101,0.4627,0.5756,0.1236,0.704,0.2174,0.2837,0.2292,0.2277,0.0541,0.0755,0.3467,0.055
28/01/2015 03:00,0.4384,0.3023,0.4257,0.0593,0.2519,0.1809,0.353,0.2521,0.267,0.5516,0.2676,0.6552,0.119,0.3701,0.237,0.8584,0.21,0.0389,0.178,0.1078,0.0575,0.363,0.1169,0.4956,0.5269,0.147,0.7314,0.2268,0.2447,0.2316,0.235,0.0541,0.1013,0.3701,0.0575
28/01/2015 04:00,0.4591,0.366,0.4528,0.0664,0.2422,0.2009,0.3926,0.2651,0.2351,0.5906,0.2911,0.6711,0.1237,0.4021,0.248,0.8996,0.2071,0.0483,0.2337,0.1296,0.0605,0.3835,0.1283,0.5475,0.4875,0.1823,0.7244,0.2229,0.2226,0.2363,0.2525,0.0548,0.1105,0.4021,0.0605
28/01/2015 05:00,0.4485,0.4355,0.4591,0.0653,0.2363,0.2393,0.4429,0.2888,0.2172,0.6435,0.3175,0.7021,0.1254,0.4267,0.2482,0.9161,0.1914,0.0577,0.2652,0.1503,0.058,0.4333,0.1401,0.553,0.4248,0.214,0.6935,0.2139,0.2254,0.2373,0.2749,0.0548,0.1079,0.4267,0.058
28/01/2015 06:00,0.4215,0.4823,0.4858,0.0765,0.2302,0.2714,0.4928,0.3157,0.2135,0.6442,0.36,0.7385,0.1273,0.4555,0.2338,0.9298,0.1785,0.0675,0.3371,0.1706,0.0415,0.5133,0.1552,0.5476,0.3543,0.2332,0.6424,0.2085,0.2628,0.2347,0.2946,0.0558,0.0961,0.4555,0.0415
28/01/2015 07:00,0.3099,0.5661,0.5007,0.1028,0.2128,0.3145,0.5656,0.3405,0.21,0.6809,0.3976,0.7735,0.1308,0.4875,0.1856,0.9401,0.1577,0.0767,0.4601,0.1857,0.0135,0.5421,0.1766,0.5486,0.3028,0.2428,0.5676,0.2075,0.2987,0.2337,0.3183,0.042,0.0605,0.4875,0.0135
28/01/2015 08:00,0.2471,0.5781,0.5483,0.119,0.1956,0.344,0.6464,0.3721,0.1797,0.6711,0.4354,0.8003,0.1416,0.5094,0.1516,0.9154,0.1749,0.0788,0.5083,0.1933,0.0004,0.6463,0.1895,0.5024,0.2807,0.2513,0.4697,0.2123,0.2859,0.2481,0.3349,0.0514,0.05,0.5094,0.0004
28/01/2015 09:00,0.2834,0.6698,0.5489,0.1044,0.2328,0.3959,0.6958,0.41,0.1717,0.6969,0.491,0.8257,0.1378,0.521,0.1563,0.8635,0.2134,0.0862,0.5087,0.2259,0.0001,0.7498,0.1864,0.5218,0.2999,0.2552,0.4045,0.2445,0.2376,0.2473,0.3647,0.0782,0.0715,0.521,0.0001
28/01/2015 10:00,0.2763,0.7762,0.5333,0.12,0.2914,0.4818,0.7393,0.4432,0.1695,0.6972,0.5431,0.8424,0.127,0.5001,0.1655,0.8485,0.2444,0.1119,0.5929,0.2868,0.0001,0.8325,0.2529,0.6097,0.3111,0.2578,0.3682,0.2712,0.2358,0.2441,0.3977,0.0688,0.0867,0.5001,0.0001
28/01/2015 11:00,0.205,0.8535,0.5347,0.1877,0.3509,0.5833,0.786,0.4826,0.1809,0.6836,0.5863,0.8715,0.1121,0.4467,0.1396,0.8528,0.2751,0.1445,0.7003,0.3272,0.0001,0.8942,0.2973,0.5907,0.3001,0.2618,0.385,0.2868,0.2326,0.2463,0.4286,0.0454,0.064,0.4467,0.0001
28/01/2015 12:00,0.1488,0.9093,0.542,0.2573,0.3851,0.6464,0.8193,0.5198,0.2139,0.6723,0.6528,0.8889,0.0971,0.3859,0.0937,0.8587,0.3099,0.1867,0.8063,0.3691,0.0004,0.9309,0.2444,0.5304,0.2877,0.2742,0.3677,0.2961,0.2868,0.2532,0.4471,0.0258,0.0431,0.3859,0.0004
28/01/2015 13:00,0.1132,0.9229,0.5341,0.3213,0.4059,0.7055,0.8523,0.5434,0.2504,0.6567,0.7022,0.8806,0.085,0.3147,0.0552,0.8641,0.3368,0.232,0.8842,0.3927,0.0024,0.9314,0.1909,0.428,0.2964,0.3009,0.3291,0.3088,0.3751,0.2409,0.4712,0.0103,0.0267,0.3147,0.0024
28/01/2015 14:00,0.0993,0.92,0.5063,0.3882,0.4734,0.7582,0.8809,0.5449,0.2807,0.6355,0.732,0.855,0.0828,0.2328,0.0342,0.8707,0.3348,0.3051,0.916,0.426,0.0024,0.8861,0.1878,0.3031,0.2955,0.3399,0.2673,0.3533,0.4749,0.2134,0.498,0.0055,0.0297,0.2328,0.0024
28/01/2015 15:00,0.1019,0.8958,0.4795,0.4732,0.5273,0.8006,0.8798,0.5539,0.2849,0.6,0.7318,0.8167,0.1036,0.1995,0.025,0.861,0.3202,0.3648,0.936,0.4652,0.0012,0.8314,0.196,0.227,0.2674,0.3897,0.1724,0.4099,0.4698,0.1952,0.5336,0.0072,0.0421,0.1995,0.0012
28/01/2015 16:00,0.1342,0.8567,0.4356,0.547,0.5709,0.8156,0.778,0.5617,0.2694,0.5815,0.7169,0.77,0.1274,0.1851,0.0319,0.8508,0.3328,0.3826,0.9343,0.4485,0.0003,0.8215,0.2076,0.2969,0.2878,0.4571,0.1359,0.4592,0.3611,0.1705,0.546,0.011,0.0661,0.1851,0.0003
28/01/2015 17:00,0.1937,0.8043,0.3685,0.5954,0.6169,0.8063,0.6891,0.562,0.295,0.5747,0.674,0.7499,0.1586,0.1607,0.0665,0.8474,0.3526,0.3861,0.8757,0.4844,0.0002,0.8238,0.2318,0.4314,0.2848,0.5256,0.1362,0.51,0.3138,0.1432,0.5518,0.0112,0.1094,0.1607,0.0002
28/01/2015 18:00,0.2973,0.7375,0.2832,0.6368,0.6626,0.7975,0.6756,0.5519,0.3144,0.5676,0.6159,0.7542,0.1866,0.1244,0.1563,0.8441,0.3569,0.4094,0.7735,0.5219,0.0001,0.815,0.2599,0.4604,0.2904,0.5777,0.1479,0.5592,0.317,0.1188,0.5638,0.0131,0.1549,0.1244,0.0001
28/01/2015 19:00,0.4785,0.6513,0.2132,0.6878,0.703,0.7871,0.6602,0.5418,0.3206,0.5644,0.5558,0.7382,0.2159,0.0894,0.304,0.839,0.3676,0.4448,0.7485,0.5313,0.0001,0.7956,0.2699,0.446,0.3105,0.6181,0.1559,0.5893,0.317,0.1,0.5644,0.0195,0.2083,0.0894,0.0001
28/01/2015 20:00,0.5835,0.563,0.1696,0.6925,0.7201,0.7599,0.6275,0.5398,0.3227,0.5674,0.4833,0.7031,0.2368,0.0672,0.4037,0.8265,0.3782,0.5116,0.6595,0.5652,0.0004,0.7716,0.2311,0.4152,0.2976,0.6615,0.1544,0.6237,0.303,0.0881,0.5858,0.0197,0.3142,0.0672,0.0004
28/01/2015 21:00,0.572,0.5193,0.1391,0.6983,0.7157,0.7269,0.6177,0.5323,0.3223,0.5695,0.4417,0.685,0.2615,0.0465,0.4395,0.8103,0.3837,0.5119,0.6193,0.5764,0.0007,0.752,0.1599,0.4535,0.2888,0.6791,0.1457,0.659,0.2783,0.0801,0.5779,0.0119,0.3924,0.0465,0.0007
28/01/2015 22:00,0.5623,0.4903,0.1201,0.7119,0.6805,0.6948,0.656,0.5543,0.3284,0.5709,0.4311,0.6882,0.2773,0.0273,0.4435,0.7921,0.3653,0.5217,0.5622,0.596,0.0011,0.7402,0.1274,0.5117,0.2989,0.7098,0.1488,0.6882,0.2638,0.0742,0.5456,0.0105,0.3747,0.0273,0.0011
28/01/2015 23:00,0.5894,0.5012,0.1028,0.6714,0.6238,0.6629,0.6905,0.561,0.3315,0.5624,0.4522,0.7014,0.2937,0.012,0.4407,0.7825,0.3469,0.5685,0.5335,0.6144,0.0016,0.7471,0.1185,0.5612,0.3288,0.7359,0.1434,0.705,0.2546,0.0676,0.5344,0.0174,0.3811,0.012,0.0016
29/01/2015 00:00,0.5791,0.5168,0.0805,0.5694,0.5493,0.6406,0.6933,0.5692,0.3343,0.5439,0.4689,0.7195,0.2921,0.0044,0.457,0.7808,0.3136,0.5876,0.499,0.6221,0.0025,0.7554,0.1014,0.6144,0.3535,0.7527,0.1199,0.6982,0.243,0.061,0.5383,0.0417,0.4004,0.0044,0.0025
29/01/2015 01:00,0.4977,0.5891,0.0582,0.5295,0.5081,0.6136,0.6476,0.5703,0.3365,0.5311,0.4732,0.7326,0.2778,0.0036,0.4333,0.7796,0.3003,0.6382,0.4414,0.629,0.0041,0.7548,0.0651,0.6809,0.3797,0.7621,0.099,0.6861,0.236,0.0557,0.5422,0.0669,0.3811,0.0036,0.0041
29/01/2015 02:00,0.419,0.6083,0.038,0.5766,0.4538,0.5862,0.595,0.5761,0.3388,0.522,0.4708,0.7226,0.263,0.0054,0.4018,0.7804,0.3016,0.661,0.4493,0.6421,0.0041,0.741,0.0718,0.7234,0.4037,0.7625,0.0974,0.6619,0.243,0.0524,0.5417,0.0799,0.3842,0.0054,0.0041
29/01/2015 03:00,0.3839,0.6092,0.0203,0.5341,0.4159,0.5636,0.5627,0.5807,0.3377,0.5092,0.4585,0.6877,0.2482,0.0109,0.4151,0.7864,0.2983,0.7177,0.4435,0.6655,0.0021,0.7208,0.1007,0.767,0.441,0.7547,0.1103,0.6356,0.2408,0.0541,0.5466,0.0865,0.3614,0.0109,0.0021
29/01/2015 04:00,0.3278,0.6167,0.0078,0.5116,0.4106,0.5565,0.5567,0.6023,0.3382,0.5092,0.4604,0.6367,0.2358,0.016,0.4006,0.7956,0.2855,0.6838,0.4431,0.6939,0.0014,0.7114,0.0825,0.7763,0.423,0.746,0.1421,0.6361,0.2315,0.0622,0.5548,0.0806,0.3304,0.016,0.0014
29/01/2015 05:00,0.2977,0.613,0.0018,0.4911,0.4025,0.5419,0.5308,0.6278,0.3525,0.5247,0.4585,0.584,0.2319,0.0211,0.3695,0.7958,0.2721,0.6591,0.4514,0.7001,0.0025,0.6945,0.0696,0.7549,0.4066,0.7352,0.1906,0.6266,0.2379,0.0675,0.5869,0.0761,0.2917,0.0211,0.0025
29/01/2015 06:00,0.2476,0.648,0.0008,0.4598,0.4269,0.5485,0.5112,0.6507,0.3824,0.5317,0.4621,0.5375,0.2187,0.0281,0.3456,0.7845,0.2662,0.6219,0.5446,0.6764,0.0013,0.666,0.0657,0.7055,0.4041,0.7284,0.2098,0.6024,0.2676,0.06,0.5992,0.0681,0.2587,0.0281,0.0013
29/01/2015 07:00,0.2195,0.646,0.0127,0.4269,0.3998,0.5517,0.4792,0.676,0.4314,0.5407,0.474,0.4913,0.2113,0.0314,0.351,0.7759,0.2417,0.5695,0.5832,0.6485,0.0001,0.6158,0.0526,0.6363,0.3811,0.7199,0.2357,0.5625,0.3106,0.0822,0.6206,0.0587,0.2084,0.0314,0.0001
29/01/2015 08:00,0.2104,0.6008,0.0493,0.4696,0.3648,0.567,0.4362,0.6997,0.4367,0.5584,0.4712,0.4545,0.2085,0.0333,0.3633,0.7679,0.2501,0.5129,0.6125,0.6176,0.0002,0.5936,0.0453,0.5289,0.3717,0.7281,0.2217,0.5544,0.2983,0.1425,0.6405,0.0417,0.1653,0.0333,0.0002
29/01/2015 09:00,0.1683,0.562,0.082,0.5088,0.4486,0.6047,0.4134,0.7066,0.5283,0.5814,0.4797,0.4346,0.1956,0.0378,0.319,0.7666,0.2676,0.4878,0.6081,0.5796,0.0007,0.5795,0.03,0.4541,0.3834,0.7143,0.2226,0.5771,0.367,0.1764,0.6592,0.0527,0.116,0.0378,0.0007
29/01/2015 10:00,0.1279,0.5918,0.0976,0.5257,0.4964,0.6307,0.3986,0.6805,0.6433,0.6035,0.5036,0.4342,0.1803,0.044,0.2447,0.7642,0.3007,0.456,0.6215,0.591,0.0007,0.5992,0.0338,0.3838,0.4007,0.7037,0.2292,0.5851,0.4981,0.1913,0.6799,0.1204,0.088,0.044,0.0007
29/01/2015 11:00,0.0978,0.608,0.1014,0.568,0.5168,0.6345,0.3783,0.6648,0.712,0.6089,0.5291,0.4282,0.1685,0.0563,0.1719,0.7845,0.3455,0.4464,0.5917,0.5967,0.0003,0.6055,0.037,0.3311,0.3936,0.692,0.225,0.5742,0.5511,0.1947,0.6945,0.1689,0.0724,0.0563,0.0003
29/01/2015 12:00,0.0815,0.5937,0.1083,0.5891,0.5085,0.6035,0.3444,0.6219,0.769,0.6178,0.5447,0.409,0.1555,0.0673,0.1262,0.8122,0.3946,0.4396,0.5446,0.5698,0.0003,0.5765,0.0654,0.2819,0.3988,0.6832,0.237,0.5492,0.588,0.1899,0.6991,0.1316,0.0641,0.0673,0.0003
29/01/2015 13:00,0.089,0.5034,0.1096,0.611,0.472,0.5431,0.3059,0.5906,0.8119,0.6237,0.5497,0.3907,0.1396,0.0786,0.1164,0.8118,0.437,0.4763,0.4817,0.541,0.0021,0.5071,0.0931,0.2431,0.4133,0.6773,0.2527,0.5245,0.6229,0.169,0.6948,0.0857,0.0781,0.0786,0.0021
29/01/2015 14:00,0.153,0.4219,0.1211,0.6271,0.4628,0.4745,0.2728,0.5631,0.8402,0.6273,0.5494,0.3725,0.1205,0.1274,0.1466,0.7888,0.436,0.5057,0.4786,0.5413,0.0108,0.4224,0.119,0.232,0.4183,0.67,0.2696,0.5298,0.6643,0.1883,0.6662,0.0616,0.1153,0.1274,0.0108
29/01/2015 15:00,0.2681,0.4119,0.1766,0.6452,0.4972,0.4104,0.2511,0.534,0.8477,0.6438,0.571,0.3457,0.1088,0.1834,0.2126,0.7865,0.4237,0.486,0.61,0.4885,0.0316,0.342,0.1375,0.2117,0.4163,0.6622,0.2858,0.5447,0.7018,0.2707,0.649,0.063,0.1604,0.1834,0.0316
29/01/2015 16:00,0.3284,0.4143,0.2163,0.6875,0.5259,0.3539,0.2261,0.5134,0.8444,0.6543,0.5968,0.3279,0.0973,0.2186,0.253,0.8307,0.4457,0.4851,0.7098,0.4659,0.0415,0.2854,0.1351,0.1955,0.4273,0.6594,0.2847,0.5262,0.7655,0.3425,0.6312,0.058,0.1923,0.2186,0.0415
29/01/2015 17:00,0.3151,0.4031,0.2382,0.7182,0.5154,0.3266,0.21,0.468,0.8459,0.6464,0.6267,0.313,0.0887,0.2497,0.2451,0.8591,0.4605,0.4672,0.713,0.4611,0.0367,0.2189,0.1282,0.1945,0.4448,0.6637,0.3041,0.5263,0.8072,0.3744,0.6063,0.0514,0.2081,0.2497,0.0367
29/01/2015 18:00,0.2976,0.409,0.2537,0.7426,0.4692,0.3102,0.1994,0.4533,0.8506,0.6393,0.653,0.2886,0.0786,0.2926,0.2483,0.8493,0.4813,0.4578,0.6795,0.4798,0.029,0.1615,0.1347,0.2115,0.4537,0.6665,0.3218,0.5049,0.8242,0.3886,0.5882,0.0618,0.2073,0.2926,0.029
29/01/2015 19:00,0.3152,0.413,0.2736,0.7702,0.4932,0.3034,0.1868,0.4469,0.8549,0.6198,0.6534,0.2756,0.0677,0.3359,0.2768,0.8119,0.5198,0.4473,0.6106,0.5006,0.0274,0.1275,0.1604,0.2298,0.4545,0.6644,0.3385,0.5052,0.8336,0.388,0.5853,0.0655,0.2207,0.3359,0.0274
29/01/2015 20:00,0.3734,0.3963,0.3094,0.7902,0.5031,0.2792,0.1826,0.4326,0.8539,0.5888,0.6446,0.2735,0.0642,0.3464,0.3311,0.7735,0.5358,0.4253,0.5001,0.4923,0.0212,0.1145,0.1627,0.24,0.4591,0.6566,0.3579,0.4918,0.8561,0.3833,0.5717,0.0554,0.2631,0.3464,0.0212
29/01/2015 21:00,0.3989,0.3892,0.3289,0.8028,0.5297,0.2526,0.1715,0.4152,0.8487,0.5815,0.6423,0.2725,0.0648,0.3151,0.3816,0.8067,0.5527,0.4179,0.4945,0.4444,0.0185,0.1195,0.1527,0.2691,0.4732,0.6452,0.3823,0.4666,0.8636,0.3696,0.5381,0.0465,0.2973,0.3151,0.0185
29/01/2015 22:00,0.4425,0.3485,0.3132,0.782,0.5626,0.2263,0.1567,0.4117,0.8432,0.5166,0.6269,0.2795,0.0732,0.2892,0.4112,0.8435,0.5805,0.4353,0.5042,0.4258,0.0203,0.1297,0.1516,0.3091,0.4905,0.6382,0.3955,0.4507,0.8579,0.3513,0.5061,0.0477,0.3519,0.2892,0.0203
29/01/2015 23:00,0.5125,0.362,0.2716,0.7177,0.5812,0.2048,0.1399,0.4004,0.8351,0.49,0.6104,0.2998,0.0839,0.2872,0.4634,0.8493,0.6198,0.4574,0.5038,0.4379,0.0282,0.1443,0.1309,0.3512,0.5135,0.6345,0.4016,0.4436,0.8397,0.3478,0.4553,0.045,0.4179,0.2872,0.0282
30/01/2015 00:00,0.5757,0.3739,0.2392,0.64,0.5944,0.187,0.1276,0.3925,0.8331,0.4671,0.5923,0.3247,0.0917,0.3118,0.5316,0.8348,0.6687,0.4902,0.5174,0.4257,0.0242,0.1435,0.1076,0.385,0.5419,0.64,0.4065,0.4284,0.8283,0.3584,0.394,0.0484,0.5198,0.3118,0.0242
30/01/2015 01:00,0.6208,0.3535,0.2072,0.6303,0.596,0.1592,0.112,0.3989,0.8342,0.4932,0.5725,0.3541,0.1132,0.3669,0.5836,0.8121,0.7263,0.4991,0.507,0.4491,0.0316,0.1354,0.1283,0.3874,0.5613,0.6443,0.4015,0.4201,0.8217,0.3599,0.3672,0.0501,0.5546,0.3669,0.0316
30/01/2015 02:00,0.6581,0.3237,0.1889,0.6609,0.6016,0.1402,0.0926,0.4011,0.8267,0.4805,0.5539,0.3875,0.1584,0.4493,0.6472,0.8004,0.7735,0.4571,0.5141,0.4839,0.0312,0.1221,0.1185,0.3784,0.5795,0.6472,0.3988,0.4179,0.8268,0.3291,0.3188,0.0493,0.6599,0.4493,0.0312
30/01/2015 03:00,0.6472,0.2923,0.1808,0.6453,0.6163,0.1449,0.0765,0.4008,0.8266,0.4631,0.5465,0.4228,0.1965,0.5192,0.6544,0.7735,0.7994,0.4371,0.5158,0.4662,0.0549,0.106,0.1066,0.3968,0.5813,0.6523,0.3964,0.4059,0.8221,0.3083,0.2836,0.0666,0.7426,0.5192,0.0549
30/01/2015 04:00,0.6285,0.2642,0.2234,0.6188,0.6246,0.1568,0.0597,0.4092,0.8279,0.4579,0.5277,0.4508,0.238,0.5921,0.6629,0.7231,0.8127,0.4061,0.5089,0.4489,0.0772,0.0919,0.0841,0.411,0.5863,0.6587,0.4018,0.419,0.8128,0.3073,0.2741,0.0717,0.7704,0.5921,0.0772
30/01/2015 05:00,0.6009,0.2179,0.2948,0.6339,0.5902,0.1639,0.0438,0.3959,0.8211,0.4517,0.5175,0.4499,0.2833,0.6652,0.6678,0.6705,0.8287,0.4057,0.5178,0.4487,0.0894,0.0795,0.0807,0.4494,0.5926,0.659,0.4122,0.4365,0.8311,0.3236,0.256,0.0601,0.7587,0.6652,0.0894
30/01/2015 06:00,0.5406,0.1876,0.3783,0.5454,0.553,0.1691,0.0358,0.3895,0.8061,0.4262,0.5048,0.4463,0.3233,0.6984,0.6264,0.6144,0.8559,0.4058,0.3777,0.4501,0.1218,0.0715,0.0769,0.4823,0.6006,0.6574,0.4434,0.4532,0.8718,0.37,0.2458,0.0422,0.6965,0.6984,0.1218
30/01/2015 07:00,0.4223,0.1504,0.4971,0.53,0.5493,0.16,0.0363,0.3777,0.7859,0.4084,0.5049,0.4434,0.3805,0.6976,0.5299,0.5671,0.8715,0.4079,0.2464,0.4283,0.1989,0.065,0.0849,0.5022,0.6261,0.6498,0.4702,0.485,0.8927,0.4523,0.2298,0.0229,0.608,0.6976,0.1989
30/01/2015 08:00,0.2828,0.1083,0.6242,0.5107,0.548,0.1346,0.0354,0.3614,0.7744,0.3986,0.5147,0.436,0.5488,0.6983,0.4671,0.5321,0.8717,0.4713,0.2801,0.4633,0.3139,0.0541,0.0668,0.5311,0.6534,0.6398,0.5084,0.4807,0.8816,0.5468,0.2044,0.0134,0.461,0.6983,0.3139
30/01/2015 09:00,0.1426,0.0754,0.7246,0.5625,0.552,0.1345,0.0389,0.3284,0.7886,0.3865,0.5394,0.4328,0.7042,0.6649,0.4275,0.4732,0.8934,0.5433,0.2869,0.452,0.3676,0.0443,0.0705,0.5491,0.6666,0.6313,0.5578,0.474,0.8612,0.7009,0.1733,0.011,0.2895,0.6649,0.3676
30/01/2015 10:00,0.0706,0.0563,0.7894,0.6491,0.5081,0.1493,0.0499,0.3113,0.8103,0.3553,0.5563,0.4376,0.7954,0.6101,0.3659,0.4603,0.9107,0.5302,0.3207,0.4268,0.4306,0.049,0.0481,0.5804,0.6767,0.6193,0.5948,0.435,0.8843,0.7713,0.1583,0.0231,0.1145,0.6101,0.4306
30/01/2015 11:00,0.1021,0.0463,0.8192,0.6812,0.445,0.1491,0.0573,0.2981,0.8256,0.3322,0.5506,0.4544,0.8381,0.5878,0.2969,0.4672,0.9123,0.5415,0.2514,0.4122,0.4931,0.0556,0.0438,0.6268,0.6637,0.6067,0.6318,0.3851,0.9108,0.7864,0.1289,0.0263,0.0133,0.5878,0.4931
