time,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SI,SK,BA,RS
01/01/2015 00:00,0.0899,0.1346,0.7241,0.1864,0.1482,0.1566,0.4236,0.1942,0.3538,0.4544,0.1257,0.6827,0.8469,0.4549,0.1387,0.5698,0.6364,0.3873,0.0411,0.3234,0.1854,0.298,0.0511,0.3982,0.6222,0.3292,0.6414,0.298,0.3523,0.2485,0.4379,0.1583,0.0079,0.4549,0.1854
01/01/2015 01:00,0.1073,0.1372,0.7046,0.1351,0.1484,0.1659,0.4317,0.193,0.3434,0.4584,0.1234,0.6759,0.8446,0.4476,0.1308,0.5881,0.6489,0.4015,0.0352,0.344,0.2104,0.282,0.0609,0.4096,0.5848,0.3533,0.6157,0.3126,0.4129,0.2343,0.4416,0.1445,0.0021,0.4476,0.2104
01/01/2015 02:00,0.1261,0.1514,0.6857,0.0966,0.1497,0.1746,0.442,0.1944,0.3182,0.4347,0.124,0.6666,0.843,0.4375,0.1031,0.6096,0.6525,0.4123,0.0287,0.3791,0.2194,0.2904,0.0638,0.5008,0.5286,0.359,0.5853,0.3347,0.4341,0.2108,0.4501,0.1322,0.0,0.4375,0.2194
01/01/2015 03:00,0.1247,0.1673,0.6459,0.0753,0.1504,0.1745,0.4623,0.2062,0.2894,0.4086,0.1302,0.6562,0.8434,0.4518,0.0854,0.6187,0.6429,0.4193,0.0239,0.3979,0.2465,0.3099,0.0641,0.5784,0.4568,0.3632,0.5847,0.3396,0.4157,0.1841,0.444,0.1154,0.0,0.4518,0.2465
01/01/2015 04:00,0.137,0.1865,0.6193,0.0626,0.155,0.1826,0.5003,0.2228,0.2679,0.3834,0.1398,0.6532,0.8496,0.4774,0.0787,0.6232,0.6209,0.437,0.022,0.4189,0.2762,0.314,0.0719,0.6626,0.4228,0.4056,0.6169,0.3402,0.3845,0.1598,0.4429,0.1024,0.0,0.4774,0.2762
01/01/2015 05:00,0.1546,0.1814,0.5985,0.0548,0.1509,0.1869,0.5322,0.2418,0.2557,0.3694,0.1366,0.6397,0.8558,0.5008,0.0712,0.681,0.5985,0.4883,0.0302,0.4185,0.2806,0.3326,0.0747,0.7105,0.3893,0.4453,0.6276,0.3356,0.3664,0.1442,0.4519,0.0962,0.0,0.5008,0.2806
01/01/2015 06:00,0.1701,0.1843,0.5569,0.0528,0.1419,0.1999,0.5897,0.2659,0.2482,0.3617,0.129,0.5977,0.8531,0.5148,0.0677,0.7517,0.5768,0.5178,0.0478,0.4401,0.2806,0.3631,0.0885,0.6714,0.3968,0.5319,0.6772,0.3507,0.3657,0.129,0.4753,0.0881,0.0001,0.5148,0.2806
01/01/2015 07:00,0.1667,0.2054,0.5235,0.0524,0.1208,0.212,0.6466,0.2998,0.2376,0.3526,0.1356,0.5906,0.8603,0.5081,0.0667,0.8418,0.5148,0.5537,0.0718,0.473,0.3154,0.3822,0.1151,0.6026,0.3753,0.588,0.7227,0.3521,0.3816,0.0971,0.4952,0.0702,0.0008,0.5081,0.3154
01/01/2015 08:00,0.1293,0.2824,0.4715,0.0379,0.1061,0.2281,0.6436,0.3491,0.2101,0.3254,0.1526,0.6058,0.8745,0.479,0.0643,0.9241,0.4888,0.5392,0.0944,0.4939,0.2695,0.4266,0.1375,0.5626,0.4284,0.5835,0.7656,0.3594,0.3694,0.0781,0.5094,0.0435,0.0005,0.479,0.2695
01/01/2015 09:00,0.1259,0.286,0.4418,0.0129,0.1049,0.2452,0.6246,0.3911,0.1344,0.3075,0.1412,0.6658,0.8896,0.4872,0.059,0.9574,0.5406,0.5899,0.0722,0.5218,0.2025,0.4044,0.1686,0.5405,0.4496,0.5662,0.7636,0.3784,0.1983,0.0855,0.5233,0.0337,0.0016,0.4872,0.2025
01/01/2015 10:00,0.1581,0.2653,0.4463,0.0052,0.1321,0.2272,0.6109,0.4448,0.0949,0.2998,0.1261,0.7377,0.8951,0.4336,0.0637,0.9565,0.5139,0.6768,0.0675,0.5771,0.1611,0.3986,0.1728,0.5417,0.5819,0.5482,0.7786,0.3936,0.0697,0.0995,0.5358,0.0331,0.0035,0.4336,0.1611
01/01/2015 11:00,0.1596,0.2856,0.4685,0.0029,0.1623,0.2265,0.6259,0.5074,0.0964,0.2952,0.1378,0.7768,0.8902,0.3914,0.0655,0.9469,0.484,0.7005,0.1215,0.6057,0.1467,0.4455,0.1678,0.4697,0.6631,0.5511,0.7764,0.3919,0.0317,0.1214,0.5499,0.0256,0.0049,0.3914,0.1467
01/01/2015 12:00,0.164,0.331,0.4825,0.0019,0.1565,0.2384,0.6429,0.5202,0.0988,0.2833,0.1654,0.8017,0.8719,0.3378,0.0586,0.922,0.4715,0.67,0.1463,0.5536,0.1474,0.4762,0.1596,0.4392,0.7946,0.5451,0.7472,0.3734,0.0245,0.1442,0.5551,0.0174,0.0131,0.3378,0.1474
01/01/2015 13:00,0.2129,0.3871,0.4683,0.006,0.1547,0.2719,0.6479,0.5199,0.1004,0.2759,0.1735,0.8278,0.8403,0.2839,0.0646,0.881,0.465,0.6317,0.1474,0.5286,0.1489,0.5098,0.143,0.4239,0.8443,0.5102,0.7096,0.3786,0.0203,0.1775,0.5709,0.0113,0.031,0.2839,0.1489
01/01/2015 14:00,0.2738,0.4411,0.4238,0.0129,0.1772,0.3264,0.6648,0.5148,0.0968,0.2774,0.1895,0.8307,0.7902,0.2728,0.0896,0.8383,0.4381,0.6123,0.1648,0.5566,0.1561,0.5474,0.1174,0.443,0.8566,0.4678,0.6822,0.3927,0.0169,0.2432,0.5759,0.0076,0.0432,0.2728,0.1561
01/01/2015 15:00,0.2795,0.5095,0.3842,0.0707,0.2174,0.3656,0.7006,0.5231,0.1003,0.2716,0.2322,0.8227,0.7754,0.3018,0.1019,0.8053,0.4301,0.6613,0.2469,0.6089,0.228,0.5863,0.1276,0.4632,0.8302,0.4041,0.6781,0.3994,0.0193,0.2995,0.5707,0.0123,0.0509,0.3018,0.228
01/01/2015 16:00,0.2544,0.5524,0.3716,0.1298,0.2186,0.3828,0.7467,0.5479,0.1183,0.2687,0.2828,0.8016,0.7803,0.3351,0.0774,0.7886,0.4418,0.7092,0.3258,0.673,0.2623,0.6229,0.1524,0.5641,0.7974,0.3732,0.6812,0.391,0.0341,0.3235,0.571,0.0203,0.0704,0.3351,0.2623
01/01/2015 17:00,0.2624,0.5789,0.3857,0.0486,0.2013,0.4049,0.7798,0.5735,0.1359,0.2723,0.3255,0.7893,0.7755,0.36,0.0646,0.7792,0.4322,0.7316,0.3549,0.6789,0.2859,0.6686,0.1804,0.6675,0.749,0.3516,0.6653,0.3948,0.0543,0.3127,0.5579,0.0273,0.0926,0.36,0.2859
01/01/2015 18:00,0.2458,0.6116,0.4078,0.0278,0.2045,0.4376,0.8115,0.5853,0.1515,0.2812,0.3609,0.7791,0.7648,0.3631,0.0726,0.7891,0.4162,0.7223,0.3365,0.5981,0.2975,0.7118,0.1918,0.816,0.6539,0.3224,0.6108,0.4145,0.0793,0.295,0.5535,0.0285,0.0685,0.3631,0.2975
01/01/2015 19:00,0.2073,0.6458,0.4222,0.0404,0.2208,0.4792,0.852,0.5925,0.1668,0.2905,0.3868,0.7688,0.7508,0.3506,0.0679,0.8178,0.3886,0.7024,0.3588,0.6205,0.3009,0.7506,0.2703,0.8452,0.4854,0.3221,0.5136,0.4304,0.1044,0.2834,0.557,0.0284,0.0397,0.3506,0.3009
01/01/2015 20:00,0.1836,0.6711,0.4037,0.0493,0.2387,0.5201,0.8801,0.5887,0.1827,0.3338,0.399,0.7703,0.7364,0.3306,0.0646,0.838,0.357,0.673,0.3813,0.6332,0.2915,0.7842,0.2853,0.8486,0.3435,0.3182,0.4287,0.4461,0.1295,0.275,0.5642,0.0295,0.023,0.3306,0.2915
01/01/2015 21:00,0.1573,0.6942,0.3803,0.062,0.2554,0.5529,0.8977,0.5862,0.1983,0.3599,0.4043,0.7919,0.7189,0.2843,0.0681,0.844,0.3315,0.6579,0.4239,0.6178,0.2777,0.8067,0.2927,0.8597,0.276,0.3343,0.3947,0.4535,0.1439,0.2717,0.573,0.0294,0.0103,0.2843,0.2777
01/01/2015 22:00,0.1459,0.7133,0.361,0.0896,0.2844,0.5842,0.9057,0.5751,0.2118,0.3535,0.4094,0.8275,0.704,0.228,0.0686,0.8346,0.3065,0.6292,0.4752,0.5889,0.2654,0.8239,0.3211,0.8592,0.2237,0.3621,0.3554,0.4661,0.1522,0.273,0.5795,0.0287,0.0104,0.228,0.2654
01/01/2015 23:00,0.1253,0.7255,0.3598,0.1271,0.3307,0.6113,0.9119,0.5169,0.2223,0.3421,0.4115,0.8523,0.6927,0.1858,0.0691,0.8089,0.2821,0.6318,0.5341,0.5631,0.2533,0.838,0.4607,0.821,0.1759,0.3867,0.2952,0.4898,0.1557,0.2767,0.5883,0.0247,0.0063,0.1858,0.2533
02/01/2015 00:00,0.0847,0.7378,0.3807,0.1498,0.3572,0.6391,0.9186,0.4878,0.229,0.3331,0.4148,0.8596,0.6838,0.1631,0.0552,0.7743,0.2588,0.6021,0.5587,0.5783,0.2425,0.8525,0.4025,0.7461,0.1241,0.4088,0.241,0.5117,0.1504,0.2893,0.6045,0.0165,0.0015,0.1631,0.2425
02/01/2015 01:00,0.0554,0.7472,0.4131,0.1726,0.3815,0.6732,0.9274,0.4685,0.2301,0.3214,0.4168,0.8578,0.674,0.1477,0.0454,0.7512,0.245,0.5818,0.575,0.6323,0.2457,0.8609,0.3926,0.6878,0.063,0.4085,0.2197,0.546,0.1403,0.2972,0.626,0.0097,0.0002,0.1477,0.2457
02/01/2015 02:00,0.0467,0.7587,0.4433,0.2024,0.4101,0.71,0.9399,0.4739,0.2301,0.324,0.4231,0.8462,0.6598,0.1186,0.0504,0.7339,0.2449,0.5829,0.6193,0.686,0.2621,0.8627,0.3454,0.6678,0.0383,0.419,0.2822,0.5859,0.1313,0.3016,0.6394,0.0064,0.0008,0.1186,0.2621
02/01/2015 03:00,0.0538,0.7701,0.4581,0.2256,0.4442,0.7425,0.9425,0.5289,0.2317,0.3224,0.4316,0.8393,0.6397,0.0957,0.0682,0.7252,0.2428,0.6334,0.6647,0.741,0.2961,0.8654,0.2784,0.7192,0.0957,0.4132,0.4036,0.6247,0.1347,0.3009,0.6291,0.0053,0.0042,0.0957,0.2961
02/01/2015 04:00,0.0776,0.7673,0.4363,0.2495,0.5006,0.7704,0.9408,0.5983,0.231,0.3396,0.4516,0.8351,0.6228,0.0842,0.0846,0.7075,0.2267,0.6915,0.6919,0.772,0.3161,0.8481,0.1973,0.8055,0.2033,0.3878,0.4694,0.6681,0.1599,0.2883,0.6239,0.0063,0.0207,0.0842,0.3161
02/01/2015 05:00,0.1067,0.7482,0.3904,0.276,0.5322,0.8006,0.946,0.6405,0.2273,0.3528,0.4769,0.8332,0.6156,0.0768,0.0987,0.6919,0.2068,0.7308,0.7306,0.8149,0.3089,0.8097,0.1414,0.8758,0.2711,0.3573,0.5492,0.7132,0.1876,0.2702,0.6183,0.007,0.0472,0.0768,0.3089
02/01/2015 06:00,0.121,0.7106,0.3764,0.3126,0.568,0.8038,0.9525,0.6566,0.2243,0.3629,0.4651,0.8303,0.5912,0.0731,0.107,0.6648,0.1921,0.7868,0.7369,0.8557,0.2925,0.768,0.1486,0.898,0.3583,0.3126,0.601,0.7515,0.2043,0.2562,0.6066,0.0063,0.0603,0.0731,0.2925
02/01/2015 07:00,0.1182,0.6691,0.3561,0.3437,0.5994,0.7997,0.9485,0.6826,0.2219,0.3872,0.4377,0.8227,0.5671,0.0571,0.0997,0.6219,0.1739,0.837,0.7199,0.8929,0.2598,0.7514,0.2486,0.893,0.4806,0.266,0.6354,0.7845,0.2147,0.2288,0.596,0.0056,0.0641,0.0571,0.2598
02/01/2015 08:00,0.0979,0.5718,0.345,0.3584,0.629,0.7918,0.9362,0.7232,0.2022,0.4,0.4004,0.8035,0.5584,0.0299,0.0929,0.5779,0.1487,0.8619,0.684,0.9048,0.3172,0.7125,0.3759,0.9007,0.5538,0.2328,0.6803,0.8198,0.2237,0.2117,0.5847,0.0037,0.0752,0.0299,0.3172
02/01/2015 09:00,0.0957,0.4818,0.3062,0.348,0.6417,0.7818,0.9251,0.754,0.1347,0.4037,0.3479,0.7863,0.5018,0.0175,0.1063,0.5026,0.1754,0.8867,0.6441,0.9225,0.2512,0.6622,0.4874,0.9121,0.6407,0.2219,0.7408,0.8306,0.1436,0.2224,0.607,0.0,0.0896,0.0175,0.2512
02/01/2015 10:00,0.1439,0.4139,0.2634,0.3392,0.6897,0.7643,0.9282,0.7829,0.0849,0.4277,0.3048,0.7793,0.4388,0.0146,0.1166,0.3882,0.1864,0.9162,0.6025,0.9533,0.2115,0.6517,0.4971,0.9029,0.6812,0.2205,0.7746,0.8549,0.0591,0.2432,0.6346,0.0,0.1117,0.0146,0.2115
02/01/2015 11:00,0.1792,0.401,0.2347,0.3299,0.705,0.7576,0.9328,0.82,0.0676,0.4591,0.2659,0.7846,0.3911,0.014,0.1502,0.3376,0.1895,0.9436,0.52,0.9635,0.1872,0.6782,0.4432,0.8856,0.7243,0.2161,0.7822,0.872,0.0295,0.2565,0.6741,0.0035,0.1299,0.014,0.1872
02/01/2015 12:00,0.232,0.4271,0.2264,0.3365,0.7167,0.7435,0.9339,0.8451,0.0633,0.463,0.2388,0.7922,0.362,0.0172,0.1954,0.346,0.1998,0.9538,0.4638,0.9703,0.177,0.6932,0.3813,0.8704,0.7421,0.2017,0.7894,0.8901,0.0234,0.2653,0.7178,0.0092,0.1274,0.0172,0.177
02/01/2015 13:00,0.2848,0.4491,0.2423,0.3382,0.6757,0.7346,0.9299,0.8742,0.0614,0.4751,0.2149,0.7994,0.3456,0.0229,0.2152,0.3405,0.1977,0.9588,0.3834,0.9748,0.1957,0.708,0.3852,0.8816,0.7431,0.1932,0.8156,0.8875,0.0177,0.2764,0.7709,0.0114,0.1556,0.0229,0.1957
02/01/2015 14:00,0.3467,0.449,0.2727,0.3186,0.6407,0.7266,0.9235,0.8559,0.0578,0.4765,0.2061,0.7766,0.3357,0.0292,0.2529,0.3306,0.1765,0.9585,0.3838,0.9772,0.2392,0.7091,0.3991,0.9092,0.7499,0.1892,0.844,0.8824,0.0176,0.3298,0.8061,0.0137,0.2569,0.0292,0.2392
02/01/2015 15:00,0.4527,0.4743,0.3127,0.3067,0.6399,0.7328,0.9154,0.8476,0.0643,0.4742,0.235,0.7194,0.3298,0.0305,0.3132,0.3418,0.1677,0.962,0.3804,0.9717,0.3064,0.7343,0.4087,0.9365,0.7483,0.1801,0.8563,0.8807,0.0263,0.4058,0.8237,0.0138,0.3143,0.0305,0.3064
02/01/2015 16:00,0.5496,0.4957,0.298,0.3181,0.6433,0.7368,0.9097,0.8598,0.0812,0.4797,0.2623,0.6508,0.307,0.0284,0.3533,0.3435,0.1659,0.9668,0.3791,0.9615,0.3134,0.7637,0.3583,0.9513,0.7318,0.1716,0.867,0.8794,0.0512,0.4522,0.8338,0.0169,0.2806,0.0284,0.3134
02/01/2015 17:00,0.5798,0.4409,0.3168,0.3189,0.6577,0.7401,0.9056,0.8625,0.0953,0.5004,0.2264,0.6076,0.2759,0.0268,0.3467,0.3654,0.1637,0.9699,0.3485,0.9494,0.2888,0.7446,0.3318,0.9555,0.7061,0.1568,0.87,0.8802,0.0874,0.4859,0.8446,0.0151,0.2672,0.0268,0.2888
02/01/2015 18:00,0.6964,0.3966,0.3441,0.2688,0.6992,0.7363,0.8972,0.8883,0.1077,0.5294,0.1733,0.607,0.2435,0.0266,0.383,0.3652,0.1611,0.9668,0.2589,0.9314,0.2497,0.7006,0.2747,0.9519,0.6508,0.1492,0.842,0.8902,0.1316,0.4966,0.8497,0.0089,0.3073,0.0266,0.2497
02/01/2015 19:00,0.7086,0.3588,0.3596,0.2382,0.7348,0.7301,0.8905,0.9055,0.1188,0.5619,0.136,0.6156,0.2129,0.025,0.4837,0.3552,0.1615,0.9585,0.2072,0.9062,0.2316,0.6394,0.3136,0.9381,0.5964,0.159,0.7769,0.8973,0.1687,0.4973,0.8493,0.0057,0.3108,0.025,0.2316
02/01/2015 20:00,0.7315,0.3294,0.3708,0.1658,0.7485,0.7246,0.889,0.9073,0.1277,0.5926,0.1119,0.6321,0.1902,0.0219,0.5609,0.3553,0.1643,0.9532,0.172,0.8968,0.2264,0.6102,0.4876,0.9273,0.6176,0.171,0.7562,0.9035,0.1895,0.5111,0.8443,0.0013,0.3256,0.0219,0.2264
02/01/2015 21:00,0.7245,0.2905,0.3757,0.0931,0.7514,0.7285,0.892,0.9063,0.1391,0.6183,0.1038,0.6538,0.1913,0.0207,0.6048,0.3392,0.1714,0.9467,0.1537,0.8895,0.2453,0.6058,0.6469,0.9405,0.6354,0.1857,0.7605,0.9047,0.1958,0.5241,0.8467,0.0027,0.3399,0.0207,0.2453
02/01/2015 22:00,0.6722,0.2689,0.3947,0.0741,0.7541,0.7319,0.8971,0.905,0.1572,0.6313,0.1082,0.6587,0.2064,0.0228,0.5589,0.3118,0.1805,0.9429,0.1259,0.8929,0.2751,0.5831,0.6513,0.9559,0.6511,0.1943,0.7438,0.9039,0.2036,0.5681,0.8615,0.0068,0.3378,0.0228,0.2751
02/01/2015 23:00,0.6569,0.2772,0.4239,0.0619,0.7689,0.7294,0.9098,0.9021,0.1824,0.6587,0.1203,0.6519,0.2198,0.0322,0.5344,0.2674,0.1907,0.9444,0.106,0.9111,0.2957,0.5337,0.5839,0.9606,0.6118,0.1945,0.715,0.9051,0.2043,0.5809,0.8727,0.0049,0.3308,0.0322,0.2957
03/01/2015 00:00,0.6406,0.2662,0.4359,0.0553,0.7818,0.713,0.924,0.8974,0.2084,0.6567,0.1335,0.6276,0.2259,0.0504,0.5188,0.2242,0.1967,0.9492,0.1013,0.9297,0.3157,0.4574,0.5135,0.9534,0.5794,0.2001,0.6872,0.9081,0.1994,0.5638,0.8868,0.0235,0.3207,0.0504,0.3157
03/01/2015 01:00,0.645,0.2447,0.4438,0.0485,0.7852,0.6784,0.9206,0.8935,0.2267,0.6597,0.1561,0.5793,0.2271,0.0637,0.5077,0.1859,0.2038,0.9613,0.0966,0.9375,0.3422,0.4149,0.4297,0.9417,0.5489,0.224,0.6664,0.9102,0.1986,0.5194,0.8866,0.0496,0.3356,0.0637,0.3422
03/01/2015 02:00,0.6471,0.2373,0.4437,0.0511,0.7722,0.6293,0.8944,0.8928,0.2429,0.6811,0.1893,0.5218,0.2272,0.0517,0.541,0.1565,0.2113,0.9663,0.0971,0.9456,0.3983,0.401,0.3398,0.9004,0.5322,0.2376,0.6587,0.9194,0.2054,0.4988,0.8793,0.0763,0.3616,0.0517,0.3983
03/01/2015 03:00,0.6182,0.2359,0.4574,0.0576,0.7146,0.5751,0.8498,0.8987,0.2514,0.7108,0.2259,0.4593,0.2068,0.0494,0.5172,0.1306,0.2117,0.9673,0.1082,0.9554,0.4491,0.3989,0.266,0.8254,0.5202,0.2201,0.6575,0.9291,0.2111,0.4865,0.8814,0.159,0.3644,0.0494,0.4491
03/01/2015 04:00,0.5724,0.2298,0.4547,0.0767,0.6254,0.5138,0.8029,0.9095,0.2553,0.7448,0.2634,0.3803,0.1765,0.073,0.5114,0.1055,0.217,0.9656,0.1383,0.9587,0.4644,0.4094,0.2118,0.762,0.5234,0.2179,0.6588,0.9309,0.2141,0.4389,0.886,0.2116,0.3468,0.073,0.4644
03/01/2015 05:00,0.5212,0.2124,0.3504,0.1042,0.5594,0.4968,0.7601,0.9183,0.2581,0.7749,0.2951,0.3224,0.1612,0.1126,0.4981,0.0993,0.2396,0.9611,0.1644,0.9575,0.4797,0.4302,0.1901,0.7224,0.5303,0.2219,0.6408,0.9205,0.2237,0.3884,0.8888,0.258,0.2953,0.1126,0.4797
03/01/2015 06:00,0.4855,0.2317,0.2787,0.1541,0.5094,0.511,0.7114,0.9243,0.2584,0.7985,0.3126,0.2871,0.1548,0.1787,0.4726,0.1062,0.2604,0.9544,0.1547,0.9546,0.5039,0.4607,0.1744,0.6977,0.5425,0.218,0.6076,0.9032,0.2323,0.387,0.8833,0.3032,0.2636,0.1787,0.5039
03/01/2015 07:00,0.4343,0.2722,0.3371,0.2455,0.4664,0.5292,0.6597,0.9225,0.2599,0.8023,0.3426,0.2357,0.1472,0.2297,0.4324,0.1056,0.2355,0.9458,0.1586,0.9432,0.5106,0.4798,0.1298,0.6885,0.5114,0.1984,0.5742,0.8851,0.2294,0.3662,0.8674,0.2889,0.2426,0.2297,0.5106
03/01/2015 08:00,0.3604,0.2799,0.3847,0.3225,0.4623,0.541,0.6159,0.9246,0.2429,0.7958,0.3737,0.1974,0.1355,0.2003,0.3628,0.1184,0.1911,0.938,0.1802,0.9242,0.5788,0.4113,0.1178,0.6886,0.4989,0.1988,0.5311,0.87,0.1928,0.3708,0.8469,0.1966,0.181,0.2003,0.5788
03/01/2015 09:00,0.3214,0.2382,0.4341,0.313,0.4758,0.5326,0.5876,0.9292,0.1753,0.7838,0.4075,0.1908,0.1713,0.147,0.3126,0.128,0.1881,0.9322,0.1655,0.9004,0.8215,0.3581,0.1018,0.6624,0.4956,0.2005,0.4987,0.8679,0.0982,0.3416,0.8249,0.1524,0.1363,0.147,0.8215
03/01/2015 10:00,0.2877,0.196,0.4365,0.3511,0.4832,0.5282,0.5711,0.9363,0.1142,0.7703,0.4688,0.1973,0.2495,0.0913,0.2554,0.1174,0.1985,0.9311,0.1259,0.8838,0.8575,0.3235,0.0764,0.6079,0.4926,0.2024,0.4819,0.8707,0.0387,0.3266,0.8005,0.1313,0.1468,0.0913,0.8575
03/01/2015 11:00,0.2773,0.2102,0.3834,0.5119,0.4817,0.5243,0.5673,0.9365,0.1072,0.7513,0.5454,0.2013,0.3123,0.055,0.2323,0.1152,0.2142,0.9259,0.1067,0.8739,0.8231,0.3041,0.0674,0.5513,0.4922,0.1988,0.4879,0.8674,0.023,0.3233,0.7848,0.1096,0.1944,0.055,0.8231
03/01/2015 12:00,0.2539,0.2124,0.2975,0.6806,0.4799,0.5024,0.5515,0.9288,0.1289,0.7361,0.6088,0.2061,0.3447,0.0372,0.2377,0.1099,0.2373,0.9124,0.1492,0.8596,0.7226,0.2622,0.0884,0.4696,0.5166,0.2057,0.5007,0.855,0.0143,0.3335,0.767,0.0704,0.1803,0.0372,0.7226
03/01/2015 13:00,0.2461,0.1393,0.2761,0.7428,0.4535,0.4624,0.5314,0.918,0.1399,0.7222,0.679,0.2106,0.3318,0.033,0.2886,0.1046,0.2515,0.8872,0.1707,0.8324,0.5921,0.2023,0.1139,0.4058,0.539,0.2202,0.5131,0.8361,0.0121,0.3627,0.7462,0.052,0.1639,0.033,0.5921
03/01/2015 14:00,0.2705,0.1208,0.3354,0.7876,0.4102,0.4233,0.5232,0.9055,0.1329,0.6995,0.7368,0.2278,0.2948,0.0274,0.393,0.0926,0.2656,0.8501,0.1272,0.7993,0.5025,0.1572,0.142,0.368,0.541,0.2255,0.5193,0.8159,0.0127,0.4641,0.7223,0.0579,0.1404,0.0274,0.5025
03/01/2015 15:00,0.2779,0.1588,0.3415,0.8572,0.3734,0.4013,0.4945,0.8865,0.1359,0.6723,0.7572,0.2483,0.2447,0.0284,0.4443,0.0789,0.3072,0.8239,0.1797,0.7753,0.3643,0.1487,0.1545,0.3682,0.5621,0.2234,0.5517,0.7914,0.0172,0.5131,0.7052,0.0745,0.1369,0.0284,0.3643
03/01/2015 16:00,0.2393,0.2056,0.3263,0.898,0.3296,0.3807,0.4754,0.8647,0.1695,0.6493,0.7622,0.261,0.1829,0.0389,0.4118,0.0712,0.3458,0.7981,0.5688,0.758,0.291,0.1499,0.1566,0.3926,0.5738,0.2133,0.574,0.7622,0.0299,0.4677,0.6867,0.0456,0.1312,0.0389,0.291
03/01/2015 17:00,0.2165,0.2198,0.2918,0.9008,0.2773,0.3737,0.4747,0.8383,0.195,0.6278,0.7292,0.2721,0.1256,0.0556,0.3661,0.0526,0.3695,0.7628,0.7092,0.7353,0.2041,0.1959,0.137,0.4291,0.5873,0.2108,0.581,0.7407,0.0511,0.3977,0.6573,0.0124,0.1142,0.0556,0.2041
03/01/2015 18:00,0.2069,0.2063,0.2358,0.9093,0.2701,0.3761,0.4839,0.8167,0.2094,0.619,0.6812,0.2637,0.089,0.065,0.3041,0.0369,0.4024,0.7285,0.6375,0.712,0.1521,0.2499,0.1284,0.4588,0.5988,0.2073,0.5804,0.7044,0.0764,0.343,0.6318,0.0102,0.0926,0.065,0.1521
03/01/2015 19:00,0.2175,0.1439,0.1848,0.9096,0.2575,0.3781,0.493,0.7987,0.2166,0.615,0.6046,0.2407,0.0642,0.068,0.2828,0.0335,0.4378,0.6967,0.5269,0.7026,0.106,0.3554,0.13,0.4891,0.6008,0.2038,0.5817,0.6648,0.0979,0.3225,0.6357,0.0186,0.065,0.068,0.106
03/01/2015 20:00,0.1526,0.106,0.1663,0.8887,0.258,0.3939,0.4952,0.7762,0.2185,0.6074,0.5296,0.2196,0.0467,0.0749,0.2583,0.0368,0.464,0.6571,0.3282,0.7059,0.0501,0.4305,0.133,0.5152,0.618,0.2045,0.5803,0.6382,0.1162,0.318,0.6492,0.0327,0.0364,0.0749,0.0501
03/01/2015 21:00,0.1256,0.1134,0.1764,0.873,0.2806,0.4087,0.505,0.7591,0.2223,0.5838,0.4497,0.2063,0.052,0.0856,0.2387,0.0458,0.4927,0.6276,0.2417,0.7124,0.0065,0.4644,0.1307,0.5291,0.6368,0.2128,0.5824,0.6193,0.123,0.2935,0.662,0.0552,0.0252,0.0856,0.0065
03/01/2015 22:00,0.075,0.1523,0.1985,0.8791,0.3108,0.4467,0.5042,0.744,0.2274,0.572,0.3763,0.2047,0.0653,0.1105,0.1937,0.058,0.532,0.6132,0.2237,0.7206,0.0009,0.4769,0.1308,0.5325,0.6549,0.2287,0.5886,0.5934,0.1286,0.2575,0.6658,0.0721,0.0079,0.1105,0.0009
03/01/2015 23:00,0.0439,0.1908,0.2084,0.8322,0.3557,0.4677,0.4882,0.724,0.2313,0.5614,0.3147,0.2093,0.0842,0.1395,0.1391,0.0741,0.548,0.6088,0.2416,0.7253,0.0006,0.4999,0.1271,0.5373,0.6764,0.2397,0.601,0.5751,0.1448,0.2265,0.6658,0.0723,0.0011,0.1395,0.0006
04/01/2015 00:00,0.0883,0.2304,0.1983,0.7358,0.431,0.4867,0.4887,0.7001,0.2356,0.5488,0.2677,0.2161,0.1172,0.1638,0.1026,0.0856,0.5642,0.6236,0.2642,0.7231,0.0015,0.5127,0.1294,0.528,0.6894,0.2508,0.6242,0.589,0.1698,0.2057,0.659,0.0875,0.0073,0.1638,0.0015
04/01/2015 01:00,0.2677,0.2349,0.2034,0.5829,0.5034,0.4996,0.5,0.6864,0.2422,0.5267,0.2322,0.2192,0.1697,0.1869,0.1395,0.0888,0.5669,0.6341,0.3021,0.731,0.0006,0.4861,0.1312,0.5071,0.694,0.2657,0.6128,0.6127,0.2063,0.2039,0.6615,0.0839,0.0769,0.1869,0.0006
04/01/2015 02:00,0.4292,0.207,0.2151,0.4461,0.6129,0.5051,0.5107,0.6643,0.2474,0.5087,0.2041,0.2147,0.2472,0.205,0.3029,0.0929,0.5838,0.6165,0.2853,0.7545,0.0003,0.4522,0.1331,0.4893,0.6891,0.2887,0.5628,0.6285,0.249,0.1856,0.659,0.0567,0.1604,0.205,0.0003
