AT,BE,CZ,DE,DK,EE,ES,FI,FR,GB,HU,IE,LT,SE,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SI,SK,LV,CH,IT,MK,RS,BG,NL,time,hour,dayofweek,month,GR,HR,LU
0.527967036,0.643187553,0.139987683,0.636848002,0.628,0.962264151,0.4745,0.629351718,0.513849563,0.568983957,0.468363725,0.755942071,0.339130435,0.529707817,0.44636893,0.72389107,0.145592208,0.214482126,0.389298532,0.574413932,0.252998543,0.348614319,0.384931891,0.7212155,0.102350265,0.216768028,0.196185936,0.428123252,0.46567623,0.265667575,0.628,01/10/2015 14:00,14,3,10,0.428123252,0.384931891,0.643187553
0.526159796,0.627207738,0.134160784,0.637426926,0.628,0.962264151,0.4265,0.680010665,0.530469039,0.667379679,0.468853262,0.740834296,0.339130435,0.534146627,0.45056537,0.730073827,0.145992462,0.214270606,0.390473083,0.585532485,0.269327056,0.393937644,0.425951922,0.720763677,0.216072782,0.219157255,0.249582837,0.337642874,0.547643443,0.28746594,0.628,01/10/2015 15:00,15,3,10,0.337642874,0.425951922,0.627207738
0.522780258,0.606181665,0.14804112,0.639240424,0.626,0.962264151,0.449,0.689990097,0.566047027,0.688770053,0.468118957,0.749061778,0.339130435,0.534502234,0.450990762,0.729972137,0.145925753,0.21441162,0.391517129,0.596195579,0.355341329,0.390877598,0.469527839,0.735202792,0.307050796,0.220677672,0.413468415,0.427523779,0.617059426,0.328337875,0.626,01/10/2015 16:00,16,3,10,0.427523779,0.469527839,0.606181665
0.516906728,0.598402019,0.197261831,0.636606493,0.62,0.962264151,0.49,0.672430868,0.59743937,0.708377897,0.469342798,0.827102579,0.339130435,0.531297589,0.446759831,0.728548476,0.145859044,0.214341113,0.394323002,0.615941058,0.458020401,0.345698614,0.468598426,0.737231189,0.184230478,0.220894874,0.464481526,0.470446008,0.608606557,0.359673025,0.62,01/10/2015 17:00,17,3,10,0.470446008,0.468598426,0.598402019
0.514521172,0.584735071,0.185371169,0.63766146,0.616,0.962264151,0.5145,0.588900739,0.607411055,0.721925134,0.467874189,0.823518091,0.339130435,0.529389862,0.444724846,0.727490899,0.145558854,0.20700839,0.398433931,0.61406564,0.471882823,0.348210162,0.500459866,0.771492843,0.041698256,0.220894874,0.428963051,0.346555032,0.585297131,0.35013624,0.616,01/10/2015 18:00,18,3,10,0.346555032,0.500459866,0.584735071
0.504219905,0.587047939,0.156615662,0.637021505,0.614,0.962264151,0.539,0.487544755,0.56678567,0.617468806,0.474727696,0.828570054,0.339130435,0.528046923,0.443132498,0.72645366,0.145859044,0.207078897,0.398238173,0.589685198,0.46530658,0.351905312,0.474901008,0.77700124,0.070507961,0.220243267,0.369845054,0.25413636,0.607581967,0.305177112,0.614,01/10/2015 19:00,19,3,10,0.25413636,0.474901008,0.587047939
0.50161748,0.593355761,0.14264058,0.636612596,0.612,0.962264151,0.513,0.513026586,0.544872584,0.590374332,0.473748623,0.829965358,0.339130435,0.533167662,0.449639854,0.728426448,0.14582569,0.207290418,0.397781403,0.59003349,0.439524717,0.299422633,0.423134639,0.780144776,0.052312358,0.217593397,0.283313468,0.212592918,0.49897541,0.264305177,0.612,01/10/2015 20:00,20,3,10,0.212592918,0.423134639,0.593355761
0.506388593,0.606812447,0.157657871,0.63358545,0.61,0.962264151,0.487,0.438561743,0.538717223,0.587165775,0.473626239,0.801193226,0.339130435,0.530921064,0.448582121,0.720921719,0.146225943,0.207078897,0.398238173,0.591694575,0.416806785,0.286374134,0.441355007,0.767839805,0.021986353,0.213683753,0.220500596,0.42604508,0.45210041,0.252043597,0.61,01/10/2015 21:00,21,3,10,0.42604508,0.441355007,0.606812447
0.503424719,0.623843566,0.158415842,0.626997572,0.622,0.962264151,0.458,0.40980422,0.537978579,0.592869875,0.473503855,0.689953811,0.339130435,0.530289338,0.447328938,0.720392931,0.148794236,0.20771346,0.398694943,0.556409913,0.46455928,0.224942263,0.464967906,0.775693837,0.0,0.211446568,0.20238379,0.505734953,0.475922131,0.227520436,0.622,01/10/2015 22:00,22,3,10,0.505734953,0.464967906,0.623843566
0.481954711,0.619638352,0.409114596,0.598391393,0.63,0.962264151,0.4195,0.398720195,0.517419673,0.589304813,0.471790479,0.620429176,0.339130435,0.51238767,0.432537926,0.711708597,0.140655749,0.202918988,0.335595432,0.520241125,0.358928371,0.199133949,0.282134939,0.785422455,0.0,0.192441355,0.18533969,0.444149149,0.486680328,0.219346049,0.63,01/10/2015 23:00,23,3,10,0.444149149,0.282134939,0.619638352
0.486743896,0.60744323,0.409967313,0.594425239,0.63,0.962264151,0.4105,0.369227546,0.493536871,0.582887701,0.476318688,0.695462856,0.339130435,0.511651355,0.431388217,0.711220484,0.140955939,0.202707467,0.338336052,0.503898192,0.336322535,0.188972286,0.145046519,0.84134278,0.0,0.199804518,0.170381406,0.236411957,0.343237705,0.209809264,0.63,01/11/2015 00:00,0,6,11,0.236411957,0.145046519,0.60744323
0.489707769,0.608915055,0.409351461,0.590772088,0.63,0.962264151,0.3995,0.35901196,0.480856826,0.562210339,0.472647167,0.681918784,0.339130435,0.512676339,0.432394212,0.712196709,0.141389547,0.203342029,0.338336052,0.508988614,0.164406083,0.138250577,0.124715609,0.807763668,0.0,0.208188532,0.155065554,0.076722484,0.243340164,0.205722071,0.63,01/11/2015 01:00,1,6,11,0.076722484,0.124715609,0.608915055
0.493015018,0.611227923,0.409919939,0.587662114,0.63,0.962264151,0.399,0.334352861,0.463991136,0.562210339,0.471056174,0.695029831,0.339130435,0.512245427,0.431704387,0.711932315,0.14148961,0.203201015,0.340228385,0.504085733,0.095878638,0.168879908,0.125354581,0.799005989,0.0,0.197274109,0.150238379,0.001518664,0.212602459,0.207084469,0.63,01/11/2015 02:00,2,6,11,0.001518664,0.125354581,0.611227923
0.493539118,0.611017662,0.409304088,0.587279361,0.63,0.962264151,0.3965,0.350129504,0.44786409,0.551871658,0.470199486,0.634694958,0.339130435,0.515793129,0.435849089,0.713661047,0.141856509,0.202989494,0.342446982,0.5035499,0.131935882,0.243995381,0.126225905,0.811205214,0.0,0.214161599,0.1511323,0.000139877,0.205430328,0.208446866,0.63,01/11/2015 03:00,3,6,11,0.000139877,0.126225905,0.611017662
0.495617443,0.614592094,0.409919939,0.588051842,0.63,0.962264151,0.39,0.372800335,0.444047766,0.543315508,0.47032187,0.590766936,0.339130435,0.518315846,0.43869462,0.714637271,0.142590307,0.20355355,0.344404568,0.501888814,0.109180585,0.263741339,0.143720169,0.825077146,0.000379075,0.214596003,0.155780691,0.000149868,0.225409836,0.235694823,0.63,01/11/2015 04:00,4,6,11,0.000149868,0.143720169,0.614592094
0.493448756,0.614381833,0.43692264,0.590682285,0.63,0.962264151,0.3955,0.391597471,0.450326234,0.549019608,0.475706768,0.590333911,0.339130435,0.514379069,0.431710135,0.718826903,0.143190687,0.204188113,0.347079935,0.52506363,0.144527893,0.263683603,0.21974809,0.822568086,0.014404852,0.214921807,0.157806913,0.02887459,0.251536885,0.254768392,0.63,01/11/2015 05:00,5,6,11,0.02887459,0.21974809,0.614381833
0.49084633,0.612489487,0.466909849,0.586546987,0.63,0.962264151,0.397,0.428506132,0.477532931,0.548306595,0.472769551,0.591657044,0.339130435,0.517688304,0.435854838,0.719904818,0.142823788,0.204047099,0.34903752,0.539933021,0.129133505,0.30580254,0.246304131,0.802534055,0.039423806,0.214704605,0.170023838,0.057359524,0.292520492,0.352861035,0.63,01/11/2015 06:00,6,6,11,0.057359524,0.246304131,0.612489487
0.495057199,0.603868797,0.458287934,0.588128567,0.63,0.962264151,0.3955,0.462596176,0.508925274,0.547593583,0.46909803,0.633684565,0.339130435,0.518742574,0.436826342,0.720270902,0.144291385,0.204117606,0.350342577,0.582987274,0.14770392,0.32113164,0.290015587,0.825673168,0.145943897,0.212315378,0.205244338,0.125399648,0.356557377,0.373297003,0.63,01/11/2015 07:00,7,6,11,0.125399648,0.290015587,0.603868797
0.517864565,0.597981497,0.407646028,0.618107947,0.63,0.962264151,0.4155,0.502209187,0.529730395,0.55258467,0.465059356,0.673883757,0.339130435,0.517700855,0.434440695,0.723504647,0.143791068,0.204611154,0.35132137,0.612458138,0.123416657,0.296939954,0.421653387,0.826028859,0.169067475,0.209708949,0.211680572,0.320697786,0.528688525,0.36239782,0.63,01/11/2015 08:00,8,6,11,0.320697786,0.421653387,0.597981497
0.518298303,0.578847771,0.408451371,0.627888627,0.63,0.962264151,0.4505,0.532414108,0.537732365,0.604278075,0.459307306,0.695559084,0.339130435,0.513613468,0.431135281,0.714413553,0.144124612,0.204752168,0.353474715,0.614413932,0.116504129,0.376905312,0.458655643,0.832671621,0.140636846,0.208405734,0.22318236,0.443519703,0.517418033,0.344686649,0.63,01/11/2015 09:00,9,6,11,0.443519703,0.458655643,0.578847771
0.536388773,0.596299411,0.39267611,0.632511302,0.63,0.962264151,0.484,0.553934639,0.539209652,0.60855615,0.461265451,0.726472286,0.339130435,0.517014743,0.435073035,0.717138848,0.142290117,0.204893182,0.356541599,0.614735432,0.082053581,0.362904157,0.498378368,0.83789162,0.140257771,0.200695048,0.200834327,0.531572216,0.489241803,0.303814714,0.63,01/11/2015 10:00,10,6,11,0.531572216,0.498378368,0.596299411
0.539461081,0.594617325,0.374105832,0.634834845,0.632,0.962264151,0.426,0.586463015,0.536870614,0.611764706,0.463223596,0.776582948,0.339130435,0.514734675,0.433377214,0.711322175,0.141322838,0.204258619,0.36137031,0.613208305,0.1095916,0.362297921,0.49916256,0.838699134,0.137604246,0.199609036,0.199165673,0.514697067,0.478995902,0.273841962,0.632,01/11/2015 11:00,11,6,11,0.514697067,0.49916256,0.594617325
0.532268267,0.588309504,0.375906012,0.631579269,0.632,0.962264151,0.421,0.588519845,0.52283639,0.6114082,0.467017501,0.781634911,0.339130435,0.51445019,0.432773616,0.711281499,0.13932157,0.204681661,0.367438825,0.615351641,0.10839592,0.363683603,0.47225799,0.962517905,0.126231994,0.199337533,0.182300358,0.475501559,0.40317623,0.261580381,0.632,01/11/2015 12:00,12,6,11,0.475501559,0.47225799,0.588309504
0.528509208,0.636459209,0.374911175,0.627903449,0.632,0.962264151,0.4175,0.610192733,0.51397267,0.598217469,0.476318688,0.774658391,0.339130435,0.51455478,0.433089787,0.71115947,0.138087455,0.204329126,0.368613377,0.587890154,0.133617307,0.346189376,0.388378465,0.968016689,0.143669447,0.201075152,0.171811681,0.509901287,0.322233607,0.245231608,0.632,01/11/2015 13:00,13,6,11,0.509901287,0.388378465,0.636459209
0.528852583,0.620269134,0.374721683,0.626695904,0.632,0.962264151,0.406,0.691894568,0.521605318,0.586809269,0.497368743,0.770905504,0.339130435,0.516625667,0.432825353,0.722772479,0.137387012,0.204258619,0.368091354,0.600133958,0.250457721,0.345467667,0.425564667,0.968497352,0.187263078,0.202465248,0.170500596,0.549976021,0.342213115,0.268392371,0.632,01/11/2015 14:00,14,6,11,0.549976021,0.425564667,0.620269134
0.532918873,0.611648444,0.374011085,0.624417697,0.646,0.962264151,0.401,0.742782052,0.530715253,0.595721925,0.491739077,0.768018668,0.339130435,0.521152334,0.438602643,0.724928308,0.136019479,0.203906085,0.369200653,0.603348962,0.191645182,0.447084296,0.513665276,0.967930169,0.285822593,0.198848827,0.222109654,0.544550795,0.43545082,0.284741144,0.646,01/11/2015 15:00,15,6,11,0.544550795,0.513665276,0.611648444
0.53960566,0.615853659,0.380264342,0.621319058,0.654,0.962264151,0.419,0.750285671,0.556444663,0.667023173,0.500428344,0.683410316,0.339130435,0.520432753,0.437964554,0.724562224,0.135218972,0.204047099,0.367830343,0.65880777,0.220042596,0.454416859,0.532756968,0.968949175,0.36504928,0.19819722,0.332359952,0.620454,0.49692623,0.344686649,0.654,01/11/2015 16:00,16,6,11,0.620454,0.532756968,0.615853659
0.539388791,0.628889823,0.43047989,0.622254578,0.65,0.962264151,0.439,0.72209949,0.599778407,0.737254902,0.512299596,0.689568899,0.339130435,0.513902137,0.429767126,0.722182676,0.135685934,0.204681661,0.365154976,0.677106497,0.285692934,0.415473441,0.527790417,0.970429617,0.341925701,0.205419201,0.393265793,0.641525458,0.546618852,0.33106267,0.65,01/11/2015 17:00,17,6,11,0.641525458,0.527790417,0.628889823
0.53825023,0.648444071,0.41607845,0.622435056,0.648,0.962264151,0.4645,0.691056601,0.624153638,0.726559715,0.510463836,0.693393957,0.339130435,0.509521897,0.424386486,0.720474283,0.135152263,0.204822675,0.364306688,0.678633624,0.332847588,0.400808314,0.52340475,0.971727406,0.313495072,0.208514335,0.402264601,0.607775158,0.536885246,0.309264305,0.648,01/11/2015 18:00,18,6,11,0.607775158,0.52340475,0.648444071
0.530063434,0.640033642,0.380453835,0.620043507,0.648,0.962264151,0.478,0.62855184,0.593253724,0.607486631,0.510708604,0.768764434,0.339130435,0.511534214,0.427312497,0.720230226,0.134651946,0.204681661,0.364371941,0.652779638,0.349811307,0.431639723,0.504293695,0.97120829,0.227065959,0.210034752,0.369010727,0.531941891,0.483094262,0.294277929,0.648,01/11/2015 19:00,19,6,11,0.531941891,0.504293695,0.640033642
0.527370647,0.625525652,0.365957648,0.619710451,0.648,0.962264151,0.495,0.612478099,0.569986458,0.596434938,0.51242198,0.762389338,0.339130435,0.513257861,0.429640658,0.720392931,0.134952136,0.204752168,0.36365416,0.639464166,0.388334641,0.363568129,0.49951109,0.967910943,0.066338135,0.211880973,0.291656734,0.456778035,0.431864754,0.261580381,0.648,01/11/2015 20:00,20,6,11,0.456778035,0.49951109,0.625525652
0.526087507,0.613540791,0.411956985,0.618629327,0.648,0.962264151,0.488,0.594385617,0.562846239,0.610338681,0.505323706,0.758901078,0.339130435,0.512136653,0.430158028,0.713396652,0.134918782,0.204752168,0.362805873,0.608519759,0.37656466,0.28397806,0.47407809,0.969324092,0.013267627,0.212206777,0.233134684,0.457777156,0.426229508,0.239782016,0.648,01/11/2015 21:00,21,6,11,0.457777156,0.47407809,0.613540791
0.512424774,0.620899916,0.413093941,0.615970984,0.642,0.962264151,0.4785,0.472613697,0.566047027,0.611764706,0.503855097,0.762774249,0.339130435,0.512174306,0.430175273,0.71341699,0.135085554,0.204963689,0.362610114,0.615941058,0.341329447,0.253435335,0.470670242,0.968208954,0.0,0.209904431,0.191895113,0.403105267,0.396516393,0.223433243,0.642,01/11/2015 22:00,22,6,11,0.403105267,0.470670242,0.620899916
0.510346448,0.642136249,0.411767493,0.612746795,0.644,0.962264151,0.437,0.378212844,0.543641512,0.565062389,0.518296414,0.698662433,0.339130435,0.505827769,0.424852119,0.712440766,0.121943898,0.209053092,0.349102773,0.622505023,0.370063147,0.221275982,0.324423231,0.97035271,0.0,0.195460469,0.176162098,0.386919511,0.393954918,0.219346049,0.644,01/11/2015 23:00,23,6,11,0.386919511,0.324423231,0.642136249
0.509388611,0.665895711,0.411056895,0.60965949,0.64,0.962264151,0.415,0.355488687,0.505724486,0.547237077,0.522212703,0.686176867,0.330434783,0.518006259,0.439436183,0.719823466,0.121977252,0.208982585,0.349820555,0.622853315,0.239771326,0.227829099,0.24035976,0.912932717,0.0,0.197871416,0.157926103,0.191331628,0.308657787,0.237057221,0.64,01/12/2015 00:00,0,1,12,0.191331628,0.24035976,0.665895711
0.512280194,0.674936922,0.411720119,0.606790153,0.64,0.962264151,0.403,0.375516112,0.495629693,0.547593583,0.526128993,0.677949384,0.330434783,0.513492143,0.435785855,0.71054933,0.121677062,0.208912078,0.351256117,0.62277294,0.179314726,0.211200924,0.229932908,0.914143987,0.0,0.199239791,0.148390942,0.034859324,0.249231557,0.234332425,0.64,01/12/2015 01:00,1,1,12,0.034859324,0.229932908,0.674936922
0.517195887,0.677880572,0.411056895,0.602995758,0.638,0.962264151,0.3955,0.423516417,0.4838114,0.547237077,0.522212703,0.6816301,0.330434783,0.510940141,0.432451698,0.709695133,0.121476935,0.209053092,0.352300163,0.621165439,0.14942271,0.300663972,0.229080946,0.913307634,0.0,0.198284101,0.146662694,0.000189833,0.251793033,0.226158038,0.638,01/12/2015 02:00,2,1,12,0.000189833,0.229080946,0.677880572
0.519762167,0.661690496,0.40977782,0.59853874,0.64,0.962264151,0.396,0.436162109,0.495506586,0.547593583,0.526618529,0.683963626,0.330434783,0.511827066,0.432963319,0.709735809,0.121376872,0.216033279,0.353931485,0.623174816,0.124836528,0.252482679,0.230988179,0.914249733,0.001137225,0.207406603,0.144457688,0.000199824,0.252561475,0.239782016,0.64,01/12/2015 03:00,3,1,12,0.000199824,0.230988179,0.661690496
0.52588871,0.637089992,0.409161969,0.593064244,0.64,0.962264151,0.3945,0.668012493,0.523328819,0.54688057,0.51756211,0.682087182,0.991304348,0.519499808,0.443241721,0.712969554,0.121043327,0.216103786,0.347145188,0.619906229,0.117363524,0.301183603,0.296850645,0.912625093,0.081122062,0.201976542,0.152622169,0.038945728,0.248463115,0.247956403,0.64,01/12/2015 04:00,4,1,12,0.038945728,0.296850645,0.637089992
0.539551443,0.619007569,0.437396371,0.592437367,0.64,0.962264151,0.401,0.769520835,0.562600025,0.54973262,0.543752295,0.684059854,0.991304348,0.524557792,0.447150733,0.721084423,0.120342884,0.216103786,0.356998369,0.61406564,0.153532863,0.430427252,0.549370226,0.915143766,0.191432904,0.230506082,0.188259833,0.104288226,0.380891393,0.294277929,0.64,01/12/2015 05:00,5,1,12,0.104288226,0.549370226,0.619007569
0.544647859,0.612489487,0.4475816,0.588638613,0.644,0.962264151,0.4195,0.875904624,0.642865936,0.576114082,0.541916534,0.698566205,0.539130435,0.531510953,0.45491702,0.722182676,0.121877189,0.240781217,0.347928222,0.622585399,0.318910436,0.449047344,0.546417403,0.922940119,0.199014405,0.229615552,0.301787843,0.124930062,0.488473361,0.397820163,0.644,01/12/2015 06:00,6,1,12,0.124930062,0.546417403,0.612489487
0.561961217,0.60744323,0.423468663,0.589583724,0.654,0.962264151,0.4395,0.917498286,0.692724363,0.592156863,0.532492963,0.681509815,0.530434783,0.529544656,0.451927775,0.719213325,0.130882892,0.240781217,0.343099511,0.631346283,0.331913463,0.481899538,0.567551868,0.927823654,0.286959818,0.224185491,0.422646007,0.103858604,0.561987705,0.422343324,0.654,01/12/2015 07:00,7,1,12,0.103858604,0.567551868,0.60744323
0.553900927,0.628679563,0.366573499,0.589029212,0.63,0.981132075,0.4795,0.878685153,0.705896836,0.60855615,0.538856933,0.682784834,0.530434783,0.520779992,0.440723857,0.715186398,0.13041593,0.240640203,0.347536705,0.638124581,0.439412622,0.384526559,0.541179774,0.919950396,0.401440485,0.220710252,0.446007151,0.168661578,0.630122951,0.427792916,0.63,01/12/2015 08:00,8,1,12,0.168661578,0.541179774,0.628679563
0.566063651,0.667157275,0.366573499,0.588954231,0.652,0.981132075,0.4695,0.87076255,0.715252985,0.688770053,0.540325542,0.729575635,0.539130435,0.523875864,0.44316699,0.716142285,0.130982956,0.240287668,0.364241436,0.671131949,0.488584987,0.409411085,0.492482404,0.914961114,0.379075057,0.22141616,0.414004768,0.230167453,0.6875,0.430517711,0.652,01/12/2015 09:00,9,1,12,0.230167453,0.492482404,0.667157275
0.571322719,0.700378469,0.388886257,0.588645588,0.654,0.981132075,0.474,0.759122419,0.710328696,0.717647059,0.538612165,0.773431486,0.530434783,0.528122228,0.447369177,0.719660762,0.132817451,0.239723613,0.368417618,0.662692565,0.494040279,0.421997691,0.507672498,0.909308518,0.373388931,0.217202433,0.363230036,0.236721685,0.678022541,0.400544959,0.654,01/12/2015 10:00,10,1,12,0.236721685,0.507672498,0.700378469
0.571864891,0.740748528,0.357951585,0.587159043,0.654,0.981132075,0.4645,0.801554049,0.681029176,0.598930481,0.540447926,0.772108353,0.330434783,0.526390214,0.445127244,0.718969269,0.132417198,0.238807022,0.370701468,0.679303416,0.440645668,0.421506928,0.525767008,0.916912606,0.356330553,0.214791486,0.290703218,0.252018224,0.646516393,0.359673025,0.654,01/12/2015 11:00,11,1,12,0.252018224,0.525767008,0.740748528
0.556521425,0.740748528,0.362120423,0.584772724,0.658,0.962264151,0.459,0.78197608,0.645697402,0.598930481,0.541059846,0.776438607,0.991304348,0.523959536,0.441787338,0.717789664,0.132483906,0.231262779,0.381337684,0.680857334,0.412584538,0.452915704,0.550841796,0.91503802,0.36884003,0.216605126,0.258581645,0.235432819,0.586321721,0.332425068,0.658,01/12/2015 12:00,12,1,12,0.235432819,0.550841796,0.740748528
0.560876873,0.72960471,0.358093704,0.584710821,0.66,0.962264151,0.46,0.794355146,0.612458451,0.587522282,0.550728185,0.776847575,0.991304348,0.527670398,0.446903545,0.716752425,0.132850806,0.230980752,0.384013051,0.655405224,0.399917797,0.490069284,0.554085061,0.916412716,0.247915087,0.21430278,0.288259833,0.38881784,0.550461066,0.337874659,0.66,01/12/2015 13:00,13,1,12,0.38881784,0.554085061,0.72960471
0.562792547,0.663582843,0.357998958,0.584749184,0.67,0.962264151,0.471,0.782737869,0.611104272,0.58573975,0.568841023,0.728757698,0.330434783,0.525658082,0.443856815,0.718562509,0.132917514,0.224705634,0.387079935,0.63858004,0.417554086,0.535508083,0.542854653,0.913922882,0.29757392,0.214465682,0.338259833,0.386010311,0.54380123,0.354223433,0.67,01/12/2015 14:00,14,1,12,0.386010311,0.542854653,0.663582843
0.561093742,0.681034483,0.357004121,0.582035041,0.658,0.962264151,0.497,0.776224575,0.634494645,0.588948307,0.583159956,0.678502694,0.330434783,0.52713908,0.446581626,0.71947772,0.133251059,0.224635127,0.375725938,0.652993972,0.431005493,0.485103926,0.555159694,0.910683214,0.311978772,0.220221546,0.411740167,0.345765726,0.564805328,0.373297003,0.658,01/12/2015 15:00,15,1,12,0.345765726,0.555159694,0.681034483
0.575515515,0.68881413,0.367141977,0.578606833,0.658,0.962264151,0.489,0.773139331,0.674135172,0.719073084,0.584139028,0.750673595,0.530434783,0.52748632,0.44601252,0.719131973,0.134718655,0.231333286,0.379641109,0.668265238,0.460374397,0.509500577,0.552313367,0.90308874,0.344958302,0.218429626,0.51102503,0.350931181,0.636270492,0.367847411,0.658,01/12/2015 16:00,16,1,12,0.350931181,0.552313367,0.68881413
0.575642022,0.693439865,0.415983704,0.578416764,0.658,0.962264151,0.5135,0.767768721,0.730518281,0.727272727,0.58389426,0.783078329,0.991304348,0.526825309,0.4447076,0.71803372,0.137220239,0.231262779,0.382838499,0.681795044,0.459664462,0.526154734,0.412397982,0.869077031,0.348369977,0.210284535,0.527771156,0.374770202,0.63857582,0.351498638,0.658,01/12/2015 17:00,17,1,12,0.374770202,0.412397982,0.693439865
0.57193718,0.728132885,0.406698565,0.577513503,0.658,0.962264151,0.5095,0.754856403,0.728056137,0.715508021,0.587688165,0.79996632,0.330434783,0.526888063,0.4447076,0.71783034,0.137253594,0.231192272,0.384469821,0.697521768,0.463886709,0.496622402,0.4984655,0.858060237,0.285064443,0.226629018,0.484982122,0.330748941,0.636270492,0.286103542,0.658,01/12/2015 18:00,18,1,12,0.330748941,0.4984655,0.728132885
0.568991379,0.748528175,0.378890521,0.576534389,0.654,0.962264151,0.5155,0.687590462,0.670934384,0.663101604,0.586953861,0.816637798,0.330434783,0.526243787,0.444052266,0.717240538,0.135319035,0.23309596,0.385774878,0.696798392,0.460523858,0.463337182,0.501011705,0.835440239,0.224412434,0.213651173,0.405482718,0.284030054,0.433145492,0.286103542,0.654,01/12/2015 19:00,19,1,12,0.284030054,0.501011705,0.748528175
0.555780457,0.743061396,0.400824293,0.575132416,0.654,0.962264151,0.546,0.679782128,0.624153638,0.582174688,0.586831477,0.821040223,0.330434783,0.527055408,0.446897797,0.717769326,0.136453087,0.20771346,0.385709625,0.664916276,0.424354519,0.442898383,0.52068428,0.837526316,0.103487491,0.212022155,0.308581645,0.226480697,0.378842213,0.258855586,0.654,01/12/2015 20:00,20,1,12,0.226480697,0.52068428,0.743061396
0.556376846,0.728763667,0.404614146,0.571063381,0.654,0.962264151,0.5185,0.599641959,0.609626985,0.54973262,0.590013462,0.769173403,0.330434783,0.523285975,0.442960042,0.715247412,0.133851439,0.207431432,0.385057096,0.654521098,0.398497926,0.41391455,0.433435633,0.835257587,0.06899166,0.199804518,0.251489869,0.517224842,0.360143443,0.247956403,0.654,01/12/2015 21:00,21,1,12,0.517224842,0.433435633,0.728763667
0.550394882,0.72392767,0.407409162,0.570276079,0.654,0.962264151,0.4575,0.538813133,0.59830112,0.549376114,0.603230939,0.727747306,0.330434783,0.519457971,0.439344206,0.708068092,0.134151629,0.208489036,0.387862969,0.66054923,0.329634196,0.423700924,0.36822182,0.824336925,0.070128886,0.19643788,0.214958284,0.53392015,0.32505123,0.231607629,0.654,01/12/2015 22:00,22,1,12,0.53392015,0.36822182,0.72392767
0.54894909,0.713204373,0.411909612,0.570480097,0.706,0.962264151,0.4105,0.474594348,0.587590792,0.547950089,0.608003916,0.726833141,0.330434783,0.504953395,0.435211,0.688909679,0.114639272,0.194951703,0.320717781,0.653261889,0.293576953,0.419976905,0.253710391,0.822106649,0.004927976,0.167712858,0.195172825,0.496063464,0.276639344,0.228882834,0.706,01/12/2015 23:00,23,1,12,0.496063464,0.253710391,0.713204373
0.548280411,0.703322119,0.411956985,0.570354547,0.704,0.962264151,0.3895,0.430372515,0.56678567,0.536185383,0.608615836,0.668398768,0.330434783,0.507639272,0.437872578,0.689743538,0.114505854,0.201720369,0.323719413,0.653047555,0.216007174,0.426068129,0.222071623,0.730184671,0.0,0.18929192,0.175208582,0.239629126,0.224897541,0.216621253,0.704,13/01/2015 00:00,0,1,1,0.239629126,0.222071623,0.703322119
0.542262303,0.711312027,0.411956985,0.567719745,0.702,0.981132075,0.3855,0.43136284,0.556198449,0.532620321,0.610329213,0.624615089,0.330434783,0.511550948,0.443776336,0.691309565,0.114472499,0.200521751,0.313866232,0.646965841,0.216567649,0.407707852,0.201266325,0.715063015,0.0,0.183818419,0.165554231,0.082637279,0.1875,0.208446866,0.702,13/01/2015 01:00,1,1,1,0.082637279,0.201266325,0.711312027
0.544937018,0.728343146,0.411956985,0.563888731,0.704,0.981132075,0.378,0.432353165,0.562846239,0.543315508,0.613021662,0.631784065,0.330434783,0.512592667,0.4447076,0.691716325,0.115473133,0.200662765,0.316150082,0.653047555,0.17815641,0.427800231,0.198536174,0.710227546,0.0030326,0.182341442,0.159594756,0.000529534,0.18852459,0.215258856,0.704,13/01/2015 02:00,2,1,1,0.000529534,0.198536174,0.728343146
0.543997253,0.736753574,0.411956985,0.558980082,0.702,0.981132075,0.37,0.462215281,0.567524314,0.526203209,0.615714111,0.620501347,0.330434783,0.507651823,0.4387751,0.689438467,0.116607185,0.193330043,0.318303426,0.634695244,0.154541718,0.470727483,0.202612038,0.714101689,0.013646702,0.192723719,0.161144219,0.0,0.193647541,0.222070845,0.702,13/01/2015 03:00,3,1,1,0.0,0.202612038,0.736753574
0.541322538,0.743902439,0.412620209,0.557982658,0.702,0.962264151,0.3725,0.545212158,0.576757356,0.53368984,0.616570799,0.624518861,0.330434783,0.506689593,0.435578907,0.688197848,0.116940729,0.215469224,0.322414356,0.653395847,0.134215148,0.511561778,0.24301246,0.700498928,0.036391205,0.205212858,0.172228844,0.000879226,0.227459016,0.241144414,0.702,13/01/2015 04:00,4,1,1,0.000879226,0.24301246,0.743902439
0.544539425,0.738015139,0.412288597,0.561065604,0.716,0.962264151,0.377,0.664013103,0.608026591,0.535472371,0.61840656,0.612346035,0.991304348,0.51178523,0.440028283,0.697166914,0.117307628,0.21441162,0.322871126,0.654333557,0.163696148,0.529546767,0.364978556,0.69941263,0.183472328,0.214161599,0.211084625,0.092578531,0.364754098,0.28746594,0.716,13/01/2015 05:00,5,1,1,0.092578531,0.364978556,0.738015139
