AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,RS,SE,SI,SK,BA,time,hour,dayofweek,month
7575.6,10560.7875,5132.0,6802.36,7493.08,57178.405,4031.32,1140.6,27312.0,11225.0,58946.0,42996.5,6096.74,1977.0,5131.845,3429.025,31043,1411.0,478.75,968.0,910.0,14338.75,5440.95,4903.77,3093.36,2795.05,2671.59,19463.68,5728.6,7499.0,5209.0,19337.0,1546.41,3574.0,1737.135,30/01/2016 15:00,15,5,1
8083.3,10848.27,5627.0,7006.83,7697.78,60162.5475,4557.77,1129.5,27155.0,11252.0,60533.0,45433.83333,7032.99,2239.0,5348.1475,3458.85,33903,1418.0,504.0,966.0,1015.0,15102.5,5681.05,4967.06,3207.9,2700.15,2718.84,20477.65,5622.5,7952.0,5645.0,20080.0,1650.05,3646.0,1838.86,30/01/2016 16:00,16,5,1
8005.1,11308.9275,5556.0,7482.66,7648.55,60930.355,4517.28,1105.0,29016.0,11054.0,64975.0,49804.83333,7186.1,2310.0,5294.14,3846.12,36425,1381.0,525.0,939.0,1020.0,15356.25,5668.32,4992.73,3199.91,2633.64,2693.14,20305.79,5860.6,7927.0,5745.0,19776.0,1658.87,3646.0,1769.195,30/01/2016 17:00,17,5,1
7586.1,10833.805,5296.0,7549.71,7487.2,58896.0875,4214.12,1061.6,30999.0,10703.0,65832.0,49183.33333,7054.96,2297.0,5209.875,4027.89,36216,1328.0,503.5,913.0,1000.0,14778.0,5556.64,4911.68,3289.96,2632.78,2653.14,19918.15,6648.6,7738.0,5667.0,19149.0,1618.43,3537.0,1724.035,30/01/2016 18:00,18,5,1
7171.2,10339.97,5000.0,7306.33,7250.28,55426.1625,3916.67,1011.5,31700.0,10300.0,62460.0,46496.33333,6670.57,2214.0,5065.025,3848.935,33822,1259.0,457.5,853.0,967.0,14094.25,5352.88,4793.72,3229.07,2516.13,2588.48,19238.13,6916.0,7452.0,5565.0,18592.0,1549.41,3478.0,1698.68,30/01/2016 19:00,19,5,1
6772.9,9826.4675,4898.0,6927.98,6881.79,53048.4525,3645.24,951.8,31771.0,10467.0,59528.0,43651.66667,6123.42,2195.0,4833.8825,3579.31,31296,1161.0,423.75,775.0,942.0,13274.5,5191.32,4661.71,3168.28,2488.98,2551.76,18111.25,6760.7,6926.0,5462.0,17904.0,1421.15,3331.0,1679.91,30/01/2016 20:00,20,5,1
6780.4,9980.1275,4599.0,6721.58,6685.52,51845.485,3491.74,897.5,30296.0,10299.0,60824.0,40918.0,5741.82,2069.0,4585.775,3352.73,28804,1077.0,463.25,714.0,1036.0,12566.5,5037.89,4588.42,3026.48,2436.55,2488.9,17042.1,6401.9,6486.0,5351.0,17273.0,1341.59,3172.0,1674.34,30/01/2016 21:00,21,5,1
6298.1,10140.505,4372.0,6818.11,6396.27,48526.5025,3312.27,851.6,28200.0,9957.2,62779.0,38349.33333,5312.6,1818.0,4348.975,3091.615,26674,1007.0,463.5,671.0,1046.0,11870.0,4876.27,4491.96,2828.47,2405.26,2402.08,15871.84,6087.5,6146.0,5276.0,16721.0,1241.77,3172.0,1582.03,30/01/2016 22:00,22,5,1
5972.4,9698.5375,4129.0,7005.63,6247.13,45569.5925,3125.81,820.2,25833.0,9653.3,59967.0,34959.33333,4901.02,1604.0,4078.8125,3044.165,24270,960.0,443.0,648.0,967.0,11197.0,4630.83,4318.15,2735.96,2350.19,2404.21,14857.08,5587.1,5859.0,5116.0,16333.0,1181.64,2952.0,1553.745,30/01/2016 23:00,23,5,1
5669.7,9133.705,4009.0,6982.64,6118.35,43183.1875,3039.86,798.2,23820.0,9363.9,59967.0,34257.33333,4847.14,1448.0,3938.9575,2907.905,22481,926.0,414.75,621.0,858.0,10618.75,4507.67,4262.3,2719.12,2294.85,2346.18,14271.8,5101.6,5744.0,4754.0,16000.0,1144.72,2812.0,1466.205,31/01/2016 00:00,0,6,1
5524.5,8804.935,3971.0,6830.19,6170.62,42665.135,2947.93,789.0,22863.0,9202.5,61011.0,32281.5,4578.03,1364.0,3755.9875,2686.245,21349,914.0,387.75,600.0,763.0,10164.75,4424.12,4197.5,2717.79,2307.56,2333.62,13950.31,4699.5,5688.0,4357.0,15784.0,1079.63,2761.0,1394.025,31/01/2016 01:00,1,6,1
5361.3,8507.4375,3927.0,6711.77,6144.15,42527.0525,2965.05,786.0,22056.0,9165.5,53094.0,30602.5,4435.42,1314.0,3643.19,2505.995,20795,912.0,386.0,601.0,702.0,9914.25,4392.58,4193.34,2695.23,2335.91,2329.07,13832.85,4455.4,5710.0,4083.0,15669.0,1095.4,2781.0,1356.935,31/01/2016 02:00,2,6,1
5344.0,8293.9675,3949.0,6662.77,6144.81,42285.44,2960.96,798.3,21622.0,9217.5,49749.0,29497.16667,4362.42,1304.0,3637.64,2405.985,20647,933.0,382.0,621.0,676.0,9831.75,4419.83,4208.55,2765.92,2330.04,2331.12,13847.0,4312.4,5778.0,3986.0,15921.0,1100.64,2793.0,1356.835,31/01/2016 03:00,3,6,1
5550.1,8328.98,4021.0,6577.5,6126.4,41692.185,3036.25,831.2,21588.0,9394.1,49390.0,28677.83333,4415.29,1345.0,3735.0625,2345.565,21145,995.0,381.5,656.0,684.0,9913.0,4441.12,4223.19,2780.91,2327.99,2330.66,14000.43,4258.4,5877.0,4001.0,15981.0,1091.35,2826.0,1403.595,31/01/2016 04:00,4,6,1
5793.4,8549.37,4216.0,6651.13,6382.34,41151.1875,3127.56,877.1,21940.0,9428.6,50262.0,29175.66667,4553.99,1454.0,3897.9075,2312.365,22346,1065.0,359.5,710.0,720.0,10164.5,4585.7,4255.57,2767.17,2336.31,2362.11,14466.03,4230.1,6045.0,4090.0,16244.0,1178.87,2920.0,1470.26,31/01/2016 05:00,5,6,1
6389.3,8810.555,4704.0,6605.01,6556.77,43302.9325,3427.61,909.7,22543.0,9586.9,51275.0,31037.5,4870.52,1520.0,4131.19,2325.185,23332,1105.0,367.0,742.0,762.0,10751.25,4725.78,4335.45,2816.49,2348.82,2342.58,14644.94,4286.8,6282.0,4295.0,16930.0,1317.57,3000.0,1595.27,31/01/2016 06:00,6,6,1
6837.5,9055.1925,5052.0,6519.77,6891.97,46154.245,3641.38,970.7,23143.0,9706.6,52253.0,33000.33333,5304.16,1676.0,4475.665,2422.625,24693,1194.0,390.0,799.0,854.0,11482.25,4916.09,4435.8,2876.88,2409.28,2323.88,15431.53,4233.0,6478.0,4688.0,17310.0,1442.29,3205.0,1661.27,31/01/2016 07:00,7,6,1
7204.8,9709.32,5119.0,6658.54,7440.31,49797.26,3914.86,1014.4,24923.0,9892.1,55176.0,37105.83333,5697.18,1862.0,4814.4675,2509.18,27602,1265.0,411.5,842.0,941.0,12246.0,5150.44,4638.73,2974.55,2462.08,2459.11,16398.81,4395.5,6530.0,5028.0,17936.0,1538.13,3448.0,1788.04,31/01/2016 08:00,8,6,1
7464.8,10200.8175,5069.0,6912.93,7765.84,52738.3175,3996.11,1027.1,26753.0,10069.0,57536.0,41000.5,5947.63,2012.0,5012.5175,2721.815,28659,1301.0,444.5,854.0,985.0,12859.0,5256.19,4750.2,3024.95,2516.99,2542.07,17049.6,4861.2,6498.0,5184.0,18272.0,1659.16,3572.0,1823.275,31/01/2016 09:00,9,6,1
7565.5,10654.35,4977.0,7175.42,7882.83,54947.6,4018.71,1027.4,27460.0,10122.0,59033.0,43775.5,6008.5,2081.0,5088.93,2978.495,28620,1314.0,473.25,857.0,993.0,13122.5,5249.46,4713.57,3025.59,2532.38,2554.72,17302.91,5272.2,6503.0,5272.0,18433.0,1671.86,3585.0,1797.3,31/01/2016 10:00,10,6,1
7259.5,10852.2325,4857.0,7398.52,7766.91,54681.195,4019.83,1022.0,27252.0,10046.0,61462.0,45094.0,5845.42,2042.0,4991.215,3145.925,28124,1309.0,485.25,865.0,1002.0,13374.75,5127.94,4813.72,3025.74,2545.16,2540.69,17490.09,5584.5,6553.0,5170.0,18487.0,1615.05,3436.0,1768.27,31/01/2016 11:00,11,6,1
7162.9,10502.605,4786.0,7644.8,7765.04,52723.475,4018.98,1025.4,27511.0,9948.5,58979.0,45615.66667,5335.01,1928.0,4804.4425,3291.72,26503,1294.0,461.25,867.0,1012.0,13476.5,5025.05,4836.86,3055.37,2541.71,2584.35,17541.51,5742.5,6476.0,5101.0,18327.0,1524.92,3355.0,1744.64,31/01/2016 12:00,12,6,1
7023.0,10093.8375,4833.0,7497.72,7710.89,51867.96,3973.93,1030.1,27233.0,10035.0,55853.0,45002.16667,5354.31,1832.0,4714.7175,3361.46,26099,1287.0,441.25,858.0,1018.0,13358.75,5005.46,4675.55,3107.57,2560.85,2600.66,17181.19,5513.9,6516.0,4957.0,18230.0,1459.92,3251.0,1720.095,31/01/2016 13:00,13,6,1
6984.8,9988.3375,5045.0,7284.6,7665.29,51055.1975,4004.13,1063.9,25912.0,10266.0,53869.0,44648.16667,5345.05,1802.0,4696.42,3301.33,25733,1312.0,429.0,886.0,1018.0,13218.25,5038.94,4664.93,3111.58,2548.54,2585.47,16826.94,5314.0,6715.0,4923.0,18721.0,1423.91,3222.0,1735.63,31/01/2016 14:00,14,6,1
7100.4,9943.125,5437.0,7192.51,7647.08,51291.755,4149.23,1137.4,25176.0,10760.0,52710.0,44959.33333,5491.71,1826.0,4832.865,3302.445,26274,1415.0,419.5,959.0,1050.0,13494.75,5305.45,4773.0,3174.09,2557.25,2521.74,17358.95,5179.2,7177.0,5143.0,19550.0,1443.4,3222.0,1779.05,31/01/2016 15:00,15,6,1
7684.4,10388.495,5759.0,7180.33,7915.69,55121.7625,4765.85,1143.7,25161.0,10844.0,53965.0,47202.16667,6383.73,2059.0,5105.5075,3376.475,29463,1444.0,439.5,979.0,1118.0,14732.75,5602.26,4943.73,3268.44,2601.77,2613.78,18775.93,5058.4,7557.0,5484.0,20285.0,1521.2,3478.0,1871.6,31/01/2016 16:00,16,6,1
7861.5,10884.545,5706.0,7639.15,8070.44,56151.8075,4753.36,1135.0,26880.0,10825.0,59189.0,50532.83333,6562.01,2100.0,5158.355,3684.57,32250,1419.0,465.75,970.0,1122.0,14914.75,5645.78,4991.4,3213.31,2586.53,2619.14,19028.63,5282.3,7547.0,5595.0,20190.0,1563.49,3502.0,1807.165,31/01/2016 17:00,17,6,1
7504.7,10735.0775,5460.0,7388.52,7953.41,54758.8475,4456.48,1096.7,29724.0,10651.0,60951.0,49469.83333,6580.79,2118.0,5144.1425,3869.965,32589,1366.0,459.5,941.0,1111.0,14453.0,5627.04,4985.99,3217.17,2570.35,2628.54,19068.94,6084.2,7444.0,5590.0,19930.0,1559.74,3475.0,1817.39,31/01/2016 18:00,18,6,1
7137.0,10331.05,5151.0,7193.79,7710.37,52385.69,4111.35,1041.4,30838.0,10326.0,58746.0,47238.5,6317.8,2109.0,4978.3125,3766.28,31869,1286.0,435.25,862.0,1089.0,13817.5,5595.72,4925.21,3192.23,2564.9,2583.91,18595.11,6415.7,7109.0,5581.0,19470.0,1517.2,3416.0,1786.025,31/01/2016 19:00,19,6,1
6720.8,9756.31,4983.0,6937.58,7378.64,50887.1525,3840.87,965.4,30858.0,10479.0,55939.0,44243.16667,5817.69,2096.0,4759.7575,3602.965,30137,1171.0,407.25,791.0,1068.0,13111.75,5485.75,4789.68,3155.41,2514.21,2545.05,17587.59,6426.7,6621.0,5416.0,18730.0,1445.97,3416.0,1758.83,31/01/2016 20:00,20,6,1
6868.0,9860.79,4632.0,7020.09,7284.18,50839.99,3553.15,900.0,30094.0,10335.0,56426.0,40773.33333,5459.93,1962.0,4525.045,3398.98,27710,1057.0,429.0,729.0,1050.0,12295.25,5264.4,4653.99,3066.53,2497.62,2500.24,16682.58,6192.1,6200.0,5342.0,17892.0,1336.74,3137.0,1623.37,31/01/2016 21:00,21,6,1
6511.6,9727.3825,4288.0,7126.78,7003.21,47338.2575,3269.35,840.9,27699.0,9943.2,57603.0,37299.0,4952.34,1802.0,4285.655,3119.35,25067,974.0,416.25,655.0,997.0,11375.25,5018.84,4523.0,2966.77,2468.68,2431.22,15645.5,5907.8,5898.0,5142.0,17244.0,1252.31,2998.0,1508.025,31/01/2016 22:00,22,6,1
6224.8,9128.085,4004.0,6828.85,6812.17,44805.0225,3125.02,813.5,24937.0,9593.6,55325.0,32750.16667,4539.96,1483.0,4040.3075,2996.625,22858,933.0,384.25,623.0,879.0,10666.5,4871.95,4365.3,2867.12,2399.41,2409.91,14964.01,5357.1,5663.0,4989.0,16625.0,1201.76,2956.0,1490.115,31/01/2016 23:00,23,6,1
5984.3,8669.705,3879.0,6106.05,6954.72,43335.92,3072.36,776.2,23121.0,9396.4,53130.0,31835.5,4535.24,1348.0,3959.5225,2791.595,21430,922.0,362.75,605.0,766.0,10184.75,4797.9,4294.96,2828.84,2298.45,2359.89,14482.95,4860.8,5587.0,4583.0,16461.0,1109.07,2847.0,1080.41,01/02/2016 00:00,0,0,2
5890.7,8377.43,3829.0,5981.73,6868.69,42810.3925,3038.38,769.0,22101.0,9376.4,51510.0,30926.83333,4315.09,1281.0,3780.9375,2604.31,20783,916.0,347.25,594.0,686.0,9983.5,4793.86,4302.61,2828.33,2283.26,2349.25,14380.61,4550.2,5578.0,4201.0,16399.0,1120.15,2847.0,1045.58,01/02/2016 01:00,1,0,2
5806.7,8268.4525,3898.0,5942.12,6776.22,43397.9925,3070.86,777.4,21718.0,9492.5,48579.0,29410.0,4278.77,1266.0,3709.86,2459.605,20412,932.0,353.75,594.0,651.0,9916.75,4835.11,4346.13,2820.71,2315.3,2351.6,14496.98,4374.3,5636.0,3977.0,16621.0,1082.06,2819.0,1025.585,01/02/2016 02:00,2,0,2
6000.8,8351.75,4044.0,6088.71,6874.68,45296.405,3172.97,815.6,21760.0,9894.0,48579.0,28515.16667,4381.29,1300.0,3857.135,2380.765,20917,1003.0,365.0,648.0,643.0,10090.0,4908.75,4417.7,2824.29,2324.62,2367.86,14852.93,4286.8,5910.0,3942.0,16991.0,1118.26,2929.0,1055.23,01/02/2016 03:00,3,0,2
6688.1,8959.5675,4505.0,6125.43,7347.21,49699.785,3424.51,950.2,22695.0,10865.0,50834.0,28193.16667,4861.61,1458.0,4298.635,2361.92,23109,1236.0,389.5,768.0,677.0,10635.25,5205.05,4568.79,2878.44,2452.47,2409.5,15817.0,4282.1,6611.0,4076.0,17880.0,1295.26,3107.0,1179.45,01/02/2016 04:00,4,0,2
7748.4,10276.005,4970.0,6527.76,8449.85,58981.6875,4110.19,1113.7,25689.0,11557.0,57340.0,30055.0,5645.87,1851.0,5192.4425,2354.81,29535,1449.0,426.25,932.0,777.0,12195.25,5861.81,4911.44,3057.51,2478.59,2599.42,18740.33,4389.5,7594.0,4565.0,20084.0,1587.06,3547.0,1248.945,01/02/2016 05:00,5,0,2
8824.4,11315.17,5435.0,6797.84,8895.68,66178.25,4872.66,1201.6,30493.0,11729.0,63504.0,38109.33333,6130.02,2073.0,5503.1175,2570.645,36388,1556.0,496.5,1023.0,831.0,14644.0,6589.57,5476.3,3301.97,2662.5,2781.71,20695.86,4825.2,8103.0,5037.0,22189.0,1759.53,3547.0,1404.265,01/02/2016 06:00,6,0,2
9144.0,11564.19,5618.0,7397.43,9063.76,68525.7175,5064.27,1241.9,33164.0,11692.0,65157.0,45106.33333,6371.7,2187.0,5594.435,3163.355,40868,1600.0,544.0,1068.0,890.0,15986.5,6733.75,5621.77,3376.7,2741.09,2852.68,21931.93,5428.5,8341.0,5334.0,22635.0,1802.4,3936.0,1554.305,01/02/2016 07:00,7,0,2
9207.5,11722.085,5502.0,7811.03,9224.15,69040.21,5095.05,1244.0,34001.0,11620.0,65496.0,46574.16667,6358.77,2196.0,5619.36,3542.59,41965,1597.0,563.25,1069.0,919.0,16457.75,6646.97,5505.75,3289.57,2704.22,2834.46,22546.71,6280.9,8296.0,5453.0,22377.0,1750.56,4013.0,1585.49,01/02/2016 08:00,8,0,2
9300.8,11735.5375,5372.0,7813.72,9236.42,70598.81,5162.87,1254.0,34176.0,11655.0,65813.0,47325.5,6298.67,2138.0,5649.6925,3600.7,41664,1593.0,570.5,1057.0,908.0,16611.25,6592.58,5404.44,3242.69,2689.78,2809.58,22487.16,6763.3,8154.0,5456.0,22506.0,1702.85,3956.0,1547.125,01/02/2016 09:00,9,0,2
9360.0,11808.55,5251.0,7865.97,9258.2,71974.88,5174.62,1244.0,33919.0,11574.0,66273.0,47562.0,6325.36,2144.0,5706.55,3703.89,41221,1557.0,578.75,1031.0,887.0,16663.5,6506.12,5529.71,3256.93,2708.85,2811.97,22682.14,6861.4,8070.0,5390.0,22491.0,1693.43,3947.0,1562.2,01/02/2016 10:00,10,0,2
9113.3,11669.605,5213.0,7914.97,9456.09,71961.315,5028.13,1259.2,33593.0,11448.0,66216.0,48126.66667,6274.74,2109.0,5734.4625,3717.375,39358,1572.0,571.75,1058.0,857.0,16498.0,6555.9,5437.14,3379.75,2717.19,2742.86,22792.46,6974.5,8057.0,5265.0,21983.0,1683.05,3967.0,1508.425,01/02/2016 11:00,11,0,2
8988.3,11732.82,5147.0,7612.37,9379.9,72154.1925,5078.39,1248.9,33310.0,11294.0,65073.0,48159.33333,6007.52,2042.0,5652.9725,3785.53,39505,1549.0,562.5,1047.0,842.0,16544.75,6579.93,5349.75,3444.03,2719.24,2724.69,22941.1,6801.8,7920.0,5105.0,21985.0,1706.12,3959.0,1533.035,01/02/2016 12:00,12,0,2
8977.4,11631.8175,5144.0,7538.54,9317.91,71077.005,4982.71,1242.5,32099.0,11337.0,64037.0,47519.16667,5980.59,1992.0,5647.9375,3727.975,40773,1528.0,556.5,1045.0,831.0,16468.25,6524.2,5323.84,3437.7,2760.89,2752.6,22589.41,6586.9,7791.0,4961.0,22231.0,1653.54,3914.0,1630.76,01/02/2016 13:00,13,0,2
8933.9,11617.995,5173.0,7587.0,9219.97,70383.4925,4817.88,1240.3,31449.0,11564.0,62485.0,47177.16667,5907.81,1949.0,5679.58,3683.2,41147,1515.0,549.0,1044.0,820.0,16468.75,6451.16,5217.67,3359.32,2756.01,2744.37,22269.95,6673.0,7839.0,4936.0,22232.0,1674.82,3908.0,1599.7,01/02/2016 14:00,14,0,2
9004.5,11565.95,5326.0,7341.7,9156.85,69668.3425,4860.34,1277.6,31179.0,11895.0,61712.0,47377.5,5984.88,2014.0,5707.39,3741.54,40969,1591.0,542.5,1086.0,867.0,16676.5,6519.33,5174.11,3401.63,2768.45,2746.44,22712.04,6604.6,8247.0,5111.0,22039.0,1687.14,3938.0,1568.085,01/02/2016 15:00,15,0,2
9389.0,11999.6475,5738.0,7354.12,9359.21,72194.435,5312.45,1262.0,31175.0,11869.0,62783.0,49219.5,6826.91,2307.0,5861.51,3868.76,42512,1584.0,551.75,1083.0,985.0,17178.0,6536.46,5167.61,3414.23,2716.71,2725.93,23560.25,6569.5,8631.0,5640.0,22338.0,1794.77,4026.0,1614.505,01/02/2016 16:00,16,0,2
9316.0,12352.49,5746.0,7528.52,9109.83,72915.0625,5140.5,1217.9,32515.0,11815.0,67791.0,52646.83333,7021.57,2394.0,5811.785,4212.945,43838,1516.0,588.25,1042.0,1002.0,17004.0,6371.03,5094.8,3325.29,2668.57,2677.8,23340.95,6476.1,8572.0,5731.0,22113.0,1838.07,3992.0,1641.475,01/02/2016 17:00,17,0,2
8764.7,11873.535,5473.0,7884.01,8977.33,70978.965,4792.39,1173.8,34967.0,11625.0,68432.0,52620.16667,7041.97,2401.0,5714.31,4459.305,42768,1484.0,577.75,1006.0,988.0,16412.25,6233.26,5002.65,3233.27,2691.55,2666.29,23119.29,7119.4,8359.0,5768.0,21368.0,1834.59,3992.0,1582.04,01/02/2016 18:00,18,0,2
8215.7,11213.595,5223.0,7542.65,8655.86,66650.7425,4424.58,1123.3,35381.0,11190.0,64370.0,50293.66667,6687.89,2312.0,5517.4625,4214.045,40321,1384.0,534.75,950.0,951.0,15437.75,6102.36,5006.15,3191.53,2677.22,2622.97,22319.91,7384.6,7901.0,5667.0,20270.0,1730.33,3842.0,1604.465,01/02/2016 19:00,19,0,2
7524.3,10543.9325,5040.0,7055.46,8144.04,63017.295,4064.38,1044.4,34700.0,11146.0,60308.0,47380.16667,6023.0,2284.0,5278.3125,4003.88,37367,1234.0,485.75,860.0,935.0,14344.5,5859.04,4894.01,3118.71,2567.66,2578.42,20860.63,7265.2,7236.0,5453.0,19823.0,1596.98,3608.0,1558.735,01/02/2016 20:00,20,0,2
7430.1,10654.2875,4711.0,6771.49,7691.99,60033.235,3752.83,946.6,32055.0,10896.0,60259.0,43342.5,5605.84,2100.0,5017.1375,3738.355,33446,1108.0,487.75,748.0,1053.0,13241.75,5560.12,4769.08,3072.88,2566.88,2533.03,19193.81,6951.0,6721.0,5362.0,18659.0,1448.54,3418.0,1503.23,01/02/2016 21:00,21,0,2
6943.3,10475.56,4306.0,6615.49,7272.68,54812.4225,3436.37,893.0,28939.0,10419.0,61014.0,39434.83333,5084.37,1751.0,4788.3375,3399.29,30227,1035.0,476.25,683.0,1043.0,12267.75,5231.31,4548.77,2965.51,2518.72,2436.29,17798.39,6572.2,6419.0,5223.0,17899.0,1350.38,3277.0,1349.855,01/02/2016 22:00,22,0,2
6635.5,9824.0475,4004.0,6544.6,6934.93,51152.375,3260.66,862.6,26810.0,10045.0,58198.0,35141.83333,4658.47,1578.0,4464.925,3198.665,26979,987.0,436.5,670.0,931.0,11369.25,4947.43,4406.21,2846.62,2428.87,2362.74,16703.66,5873.6,6196.0,4978.0,16939.0,1268.65,3277.0,1199.11,01/02/2016 23:00,23,0,2
6394.6,9277.585,3922.0,5985.86,7030.94,48750.7825,3188.26,845.1,24903.0,9792.8,55454.0,34165.5,4697.74,1437.0,4286.2975,2981.7,25328,963.0,415.75,653.0,808.0,10678.75,4772.91,4346.38,2899.12,2496.68,2310.54,16085.28,5304.8,6099.0,4554.0,16891.0,1199.02,3079.0,1096.69,02/02/2016 00:00,0,1,2
6210.3,8905.06,3858.0,6116.57,6874.27,47714.2125,3116.25,852.0,23819.0,9704.4,53825.0,32371.5,4503.23,1360.0,4057.0775,2749.12,24458,949.0,406.25,635.0,716.0,10338.25,4711.21,4254.43,2802.19,2389.38,2297.21,15729.64,4926.6,6080.0,4184.0,16775.0,1197.78,3018.0,1057.13,02/02/2016 01:00,1,1,2
6097.0,8689.8,3910.0,6010.68,6774.5,48110.7075,3118.3,872.5,23418.0,9898.7,50896.0,31166.83333,4458.44,1347.0,3979.39,2615.31,24096,952.0,400.25,646.0,667.0,10260.5,4722.16,4254.09,2770.27,2376.86,2269.97,15744.56,4769.8,6105.0,3952.0,16716.0,1171.51,2992.0,1030.16,02/02/2016 02:00,2,1,2
6220.7,8871.53,4056.0,6085.96,6840.03,49699.2475,3202.82,909.3,23240.0,10303.0,50310.0,30200.5,4543.46,1369.0,4099.88,2533.28,24444,1009.0,401.0,684.0,656.0,10337.25,4759.06,4337.01,2777.67,2406.69,2288.04,16073.73,4685.5,6327.0,3930.0,16883.0,1224.81,3076.0,1050.39,02/02/2016 03:00,3,1,2
6866.2,9423.8325,4425.0,6007.35,7335.75,53708.585,3457.25,1010.1,23890.0,11214.0,52873.0,29680.66667,4980.64,1513.0,4482.7475,2503.3,26387,1220.0,414.25,797.0,694.0,10839.75,4994.97,4492.26,2854.52,2465.18,2323.19,16735.4,4671.7,6879.0,4073.0,17651.0,1300.67,3076.0,1162.16,02/02/2016 04:00,4,1,2
7826.5,10679.54,4892.0,6279.86,8410.1,61520.935,4004.86,1161.8,26441.0,11773.0,58915.0,31221.16667,5750.61,1878.0,5277.31,2529.15,31826,1419.0,436.75,948.0,782.0,12421.0,5609.53,4788.93,3018.9,2577.85,2465.94,19231.7,4729.4,7663.0,4500.0,19591.0,1604.68,3620.0,1249.83,02/02/2016 05:00,5,1,2
8784.4,11655.765,5268.0,6616.01,8881.36,68477.7725,4758.93,1239.3,30975.0,11875.0,65065.0,38716.0,6080.75,2081.0,5530.715,2752.435,38149,1522.0,508.75,1033.0,824.0,14774.25,6243.15,5259.43,3218.2,2751.48,2650.29,20652.38,5058.6,7947.0,4930.0,21157.0,1768.28,3794.0,1438.59,02/02/2016 06:00,6,1,2
9112.9,11810.855,5298.0,7252.65,8988.54,70933.555,4946.63,1267.9,33582.0,11702.0,66490.0,45815.83333,6344.66,2182.0,5531.915,3306.05,42545,1562.0,566.0,1080.0,880.0,15913.25,6326.88,5260.05,3270.9,2774.41,2679.14,21516.33,5696.2,7975.0,5186.0,20972.0,1812.43,3890.0,1547.57,02/02/2016 07:00,7,1,2
9186.3,12074.7525,5142.0,7633.81,9112.97,71017.385,4962.07,1269.3,34277.0,11659.0,66617.0,47649.0,6326.5,2208.0,5542.34,3675.03,43944,1558.0,575.0,1078.0,900.0,16333.0,6276.25,5206.05,3268.19,2760.77,2668.98,21845.98,6495.8,7803.0,5198.0,21169.0,1794.3,3935.0,1532.98,02/02/2016 08:00,8,1,2
9310.1,12098.9,4929.0,7561.1,9055.41,71957.5925,5005.23,1283.9,34425.0,11653.0,66349.0,48103.66667,6279.36,2178.0,5552.985,3775.045,43783,1556.0,590.25,1058.0,874.0,16453.5,6182.61,5187.64,3295.57,2731.33,2662.53,21868.36,6882.2,7703.0,5085.0,21212.0,1767.45,3935.0,1530.83,02/02/2016 09:00,9,1,2
9294.5,12267.3525,4721.0,7618.59,9030.27,73205.3175,4963.98,1262.9,34056.0,11714.0,66837.0,47424.33333,6306.84,2213.0,5598.4975,3833.815,43208,1520.0,606.25,1027.0,847.0,16570.25,6078.33,5127.68,3334.85,2733.33,2555.66,22012.35,6964.6,7597.0,4968.0,21010.0,1779.92,3910.0,1609.94,02/02/2016 10:00,10,1,2
9008.2,12073.9625,4701.0,7644.37,9158.72,72557.805,4868.2,1282.5,33658.0,11634.0,66836.0,47052.83333,6246.61,2193.0,5608.45,3837.205,40418,1537.0,598.75,1050.0,823.0,16416.0,6013.32,5075.83,3275.42,2724.22,2588.2,22086.36,7072.0,7559.0,4864.0,20986.0,1783.8,3926.0,1527.71,02/02/2016 11:00,11,1,2
8864.0,12094.0025,4612.0,7158.29,9043.2,71403.415,4873.27,1259.3,33410.0,11572.0,65914.0,47492.0,5868.62,2126.0,5539.3175,3880.39,40154,1533.0,580.0,1042.0,798.0,16553.25,5970.57,5117.8,3245.81,2735.97,2628.79,22210.89,6857.9,7515.0,4739.0,20721.0,1785.3,3924.0,1563.55,02/02/2016 12:00,12,1,2
8781.5,11956.035,4579.0,7157.85,8989.26,70394.5675,4790.08,1258.7,32225.0,11524.0,64883.0,47207.33333,5814.94,2067.0,5504.5275,3834.155,41905,1514.0,566.0,1037.0,777.0,16185.5,5998.84,5106.19,3271.62,2708.61,2597.59,21897.94,6633.7,7478.0,4704.0,20951.0,1725.1,3891.0,1571.4,02/02/2016 13:00,13,1,2
8617.3,11847.605,4644.0,7036.75,8933.14,69604.625,4649.54,1233.3,31668.0,11576.0,63261.0,47071.5,5732.58,2016.0,5530.515,3787.805,42742,1495.0,548.25,1054.0,775.0,15953.0,5987.58,5108.94,3294.35,2757.66,2615.28,21634.91,6735.3,7492.0,4751.0,21197.0,1723.24,3891.0,1538.01,02/02/2016 14:00,14,1,2
8670.2,11653.195,4948.0,6953.83,8838.5,68569.075,4693.7,1267.1,31465.0,11902.0,62731.0,47442.16667,5911.8,2062.0,5571.4775,3787.895,43348,1542.0,544.25,1080.0,831.0,16143.25,6109.77,5157.97,3320.55,2795.21,2692.77,21970.9,6620.4,7891.0,5034.0,21639.0,1734.03,3852.0,1477.79,02/02/2016 15:00,15,1,2
