AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,RS,SE,SI,SK,BA,time,hour,dayofweek,month
5963.5,9551.83,4773.0,7631.87,6063.72,41342.6175,3210.98,792.5,24382.0,8892.9,70929.0,27227.33333,5552.73,1948.0,4069.1825,2867.855,23126,1131.55,403.75,678.0,1023.0,9456.0,4659.4,4138.83,2370.48,2090.94,2211.13,14727.41,5340.5,6534.0,5286.0,14726.0,1086.87,2860.0,1338.38,01/01/2015 00:00,0,3,1
5726.0,9152.0225,4585.0,7640.14,5957.57,40135.1425,3100.02,764.7,22734.0,8735.4,69773.0,27426.33333,5226.83,1812.0,3754.9225,2677.97,21534,1125.66,383.25,645.0,925.0,8956.75,4552.1,4038.69,2307.45,2078.44,2128.31,13979.46,5123.9,6467.0,4895.0,14485.0,1045.47,2728.0,1288.46,01/01/2015 01:00,1,3,1
5346.8,8798.7025,4440.0,7391.44,5878.87,39106.015,2980.39,749.8,21286.0,8626.4,66417.0,24717.66667,4987.34,1712.0,3510.39,2432.23,20219,1140.93,370.0,629.0,866.0,8461.5,4469.26,3955.79,2272.86,2037.06,2147.59,13453.78,4771.1,6552.0,4681.0,14298.0,1004.79,2626.0,1265.84,01/01/2015 02:00,2,3,1
5249.0,8567.1,4418.0,7332.57,5827.8,38764.865,2933.49,746.5,20264.0,8674.1,64182.0,23233.0,4879.48,1646.0,3426.685,2275.79,19470,1207.91,363.75,631.0,845.5,8156.0,4442.35,3900.05,2285.79,2012.77,2114.13,13306.0,4443.5,6778.0,4650.0,14249.0,983.79,2618.0,1270.68,01/01/2015 03:00,3,3,1
5308.7,8487.4375,4393.0,7002.08,5730.89,38941.4925,2941.54,754.6,19905.0,8845.3,63859.0,22046.66667,4909.53,1657.0,3437.5075,2173.225,19485,1427.37,353.75,644.0,866.5,8126.0,4487.52,3914.78,2333.07,2036.84,2130.82,13175.58,4234.9,7174.0,4772.0,14268.0,998.67,2626.0,1316.33,01/01/2015 04:00,4,3,1
5574.5,8428.375,4441.0,7043.26,5668.53,39044.91,2999.89,771.2,20010.0,8877.0,63921.0,21386.16667,4950.78,1683.0,3496.5725,2135.705,20349,1641.0,299.5,652.0,937.0,8291.75,4646.16,3971.86,2338.56,2036.36,2137.8,13165.11,4118.2,7954.73,5161.0,14655.0,1045.17,2641.0,1433.35,01/01/2015 05:00,5,3,1
5925.3,8122.4825,4637.0,6836.73,5600.76,40206.1475,3176.8,788.5,20377.0,9043.7,64117.0,21033.83333,5132.31,1665.0,3545.6275,2166.11,20715,1769.0,307.5,655.0,972.0,8638.25,4788.48,4024.11,2353.71,2116.42,2131.8,13029.75,4073.8,8371.0,5641.0,14994.0,1085.06,2622.0,1511.34,01/01/2015 06:00,6,3,1
6343.0,8179.4075,4834.0,6616.56,5651.05,41132.7075,3292.27,790.7,20094.0,8994.2,63861.0,22094.33333,5738.7,1778.0,3670.9425,2214.915,21092,1805.0,302.0,657.0,1040.5,8927.25,4839.8,4096.0,2323.94,2148.27,2159.08,12945.35,3920.8,8725.0,5808.0,15163.0,1142.36,2691.0,1584.59,01/01/2015 07:00,7,3,1
6881.9,8339.655,4983.0,6559.91,6114.63,42963.235,3378.64,827.5,20637.0,9074.1,64277.0,23352.83333,6447.776667,1951.0,3876.935,2237.42,22776,1811.48,299.75,688.0,1072.0,9312.5,4929.96,4182.63,2350.64,2156.6,2232.49,13454.68,3883.8,8685.0,5938.0,15167.0,1206.03,2794.0,1628.36,01/01/2015 08:00,8,3,1
6962.9,8677.44,5020.0,6809.8,6481.25,45088.3475,3562.9,861.8,22250.0,9205.4,65100.0,25428.16667,7041.323333,2113.0,4066.3175,2311.435,24243,1784.23,314.25,719.0,1085.0,9933.25,5049.85,4278.25,2321.85,2138.52,2252.97,14094.53,4234.7,8647.0,5974.0,15670.0,1257.98,2932.0,1612.87,01/01/2015 09:00,9,3,1
7109.9,8898.695,5000.0,6837.15,6608.71,47012.7375,3736.05,880.8,23547.0,9306.8,65875.0,27458.83333,7237.59,2190.0,4221.1325,2585.81,25601,1768.1,345.25,742.0,1092.5,10432.0,5184.69,4298.32,2343.88,2153.64,2282.32,14717.89,4633.4,8553.38,5973.0,16133.0,1293.85,2998.0,1556.4,01/01/2015 10:00,10,3,1
7135.8,9092.48,4891.0,6611.04,6694.39,48159.33,3837.81,892.1,24133.0,9337.8,67460.0,29319.5,6912.52,2168.0,4284.9825,2864.77,25790,1781.86,357.25,741.0,1085.0,11918.89,5246.37,4360.53,2489.54,2230.71,2301.03,15188.36,4989.1,8482.0,5845.0,16178.0,1284.23,2931.0,1716.57,01/01/2015 11:00,11,3,1
7013.2,9087.9025,4760.0,7135.8,6754.3,47164.34,3878.28,898.3,24713.0,9456.0,65706.0,31529.0,6268.75,2056.0,4219.5125,3116.725,24249,1768.86,350.0,750.0,1082.0,11951.2875,5250.22,4461.47,2525.95,2281.01,2307.86,15637.26,5165.2,8420.15,5690.0,16274.0,1275.05,2982.0,1601.79,01/01/2015 12:00,12,3,1
6735.0,8940.2075,4838.0,7070.55,6864.21,46752.4175,3856.4,931.0,24672.0,9830.5,62688.0,32532.66667,6330.41,1976.0,4232.3725,3235.25,23416,1763.89,345.0,772.0,1088.0,12067.445,5264.21,4508.43,2565.17,2228.27,2328.86,15698.79,4934.6,8319.0,5576.0,16531.0,1244.09,2976.0,1556.96,01/01/2015 13:00,13,3,1
6542.9,8919.4525,5072.0,7079.35,6932.59,47402.5325,3985.15,996.1,23528.0,10159.0,60798.0,32512.66667,6452.48,1961.0,4279.4475,3154.835,23716,1791.04,345.0,836.0,1090.0,11828.9725,5355.79,4607.96,2613.35,2255.52,2371.09,15882.16,4685.4,8424.0,5596.0,17087.0,1248.31,2960.0,1575.15,01/01/2015 14:00,14,3,1
6603.2,9016.7475,5573.0,7075.43,7085.23,49440.315,4262.07,999.1,23118.0,10188.0,61111.0,32823.33333,6621.23,2116.0,4585.0525,3121.465,25405,1817.41,353.0,865.0,1126.0,12086.8775,5450.83,4602.46,2694.05,2323.56,2412.58,17216.19,4634.8,8822.0,5894.0,17514.0,1139.15,3069.0,1611.88,01/01/2015 15:00,15,3,1
6734.8,9664.275,5816.0,7322.82,7204.97,53410.075,4495.76,992.1,23606.0,10206.0,65620.0,34447.16667,7120.62,2330.0,4667.185,3229.24,29787,1799.07,396.25,863.0,1173.5,12683.1125,5410.73,4576.97,2567.05,2259.12,2407.92,17645.91,4685.5,9030.0,6257.0,17627.0,1226.31,3156.0,1711.45,01/01/2015 16:00,16,3,1
6626.0,9914.2925,5764.0,7617.17,7164.21,53671.815,4491.8,976.4,26447.0,10184.0,69967.0,36416.5,7204.24,2360.0,4632.8675,3490.245,30946,1748.665,411.0,856.0,1155.0,12299.39,5298.3,4510.17,2584.06,2239.2,2382.64,17543.6,5295.0,8929.0,6299.0,17432.0,1239.9,3142.0,1683.36,01/01/2015 17:00,17,3,1
6738.5,9852.0525,5667.0,7801.2,7008.47,53012.38,4290.82,956.3,28020.0,10023.0,71682.0,35923.0,7167.5,2377.0,4608.4325,3479.27,31359,1702.815,395.75,843.0,1146.0,11716.4125,5147.85,4412.75,2653.72,2261.56,2350.85,17552.65,6025.2,8700.0,6256.0,16874.0,1252.01,3131.0,1638.57,01/01/2015 18:00,18,3,1
6654.1,9573.3875,5486.0,7706.09,6931.78,50312.9075,4047.51,931.3,29014.0,9746.8,70462.0,34829.5,6928.06,2360.0,4513.4425,3366.795,30611,1600.51,377.25,817.0,1121.0,11364.7175,5005.03,4329.35,2633.26,2248.12,2319.88,17264.15,6235.6,8306.0,6165.0,16457.0,1401.98,3108.0,1662.16,01/01/2015 19:00,19,3,1
6255.0,9421.7175,5442.0,7444.88,6586.66,48730.3975,3857.01,884.6,29571.0,9996.2,68173.0,32944.5,6494.62,2414.0,4384.3075,3221.935,29168,1445.85,359.0,763.0,1102.5,10878.205,4841.47,4236.56,2722.42,2212.86,2261.62,16559.75,6307.9,7652.0,6045.0,15887.0,1327.48,3021.0,1723.3,01/01/2015 20:00,20,3,1
6221.4,9896.2075,5196.0,7357.92,6369.96,48623.79,3588.33,839.6,29031.0,9829.9,69188.0,30633.16667,6215.31,2314.0,4206.07,3093.835,26859,1312.43,429.0,710.0,1232.5,10563.44,4636.52,4130.52,2609.13,2185.67,2207.68,15860.24,6197.8,7157.0,6025.0,15251.0,1213.75,2919.0,1681.85,01/01/2015 21:00,21,3,1
5864.2,10061.7425,4811.0,7448.93,6078.25,45667.7675,3412.59,784.7,26798.0,9366.0,70135.0,29287.16667,5696.3,2062.0,4002.0925,2917.18,24116,1010.0,417.25,653.0,1246.0,9823.55,4441.8,3993.06,2471.32,2155.93,2132.38,14705.78,5997.7,6886.0,5908.0,14791.0,1129.61,2791.0,1548.85,01/01/2015 22:00,22,3,1
5533.1,9489.2025,4544.0,7233.81,5919.82,42424.175,3212.1,745.7,24298.0,8956.3,67584.0,27902.16667,5213.72,1818.0,3755.9625,2898.65,21568,960.0,391.0,618.0,1146.5,8995.3725,4207.64,3888.88,2424.14,2045.15,2115.27,13720.8,5522.4,6699.0,5945.0,14199.0,1061.36,2715.0,1398.04,01/01/2015 23:00,23,3,1
5205.3,9001.19,4356.0,7064.11,5963.14,40576.7875,2996.22,717.5,21881.0,8721.2,65510.0,25391.16667,5132.99,1666.0,3631.91,2738.62,19764,925.0,362.5,589.0,1043.0,8302.8875,4050.11,3794.45,2355.41,2002.21,2087.46,13258.48,5014.1,6594.0,5614.0,13922.0,1012.43,2618.0,1375.45,02/01/2015 00:00,0,4,1
4971.1,8571.0725,4317.0,7043.94,5890.23,39707.2125,2942.88,708.2,20495.0,8662.4,64522.0,24632.16667,4942.68,1567.0,3426.2625,2475.61,18755,914.0,345.25,577.0,947.0,7876.09,3959.5,3806.65,2333.73,1950.08,2069.6,13010.58,4617.6,6515.0,5287.0,13647.0,987.52,2576.0,1299.575,02/01/2015 01:00,1,4,1
4669.0,8321.0625,4315.0,7184.27,5742.16,39504.2325,2944.18,711.2,19730.0,8739.3,61798.0,22969.83333,4787.06,1533.0,3327.855,2288.43,18412,914.0,336.75,577.0,871.0,7700.105,3913.4,3748.14,2306.63,1958.35,2039.76,13006.9,4338.6,6593.0,5042.0,13596.0,995.53,2575.0,1276.35,02/01/2015 02:00,2,4,1
4755.6,8276.5225,4350.0,7103.62,5759.39,40391.14,3019.46,735.7,19500.0,9005.8,60686.0,22625.83333,4757.97,1543.0,3359.7625,2180.515,18558,951.0,337.5,598.0,867.0,7771.4,3938.63,3765.74,2301.36,1963.54,2053.75,13241.45,4192.2,6741.0,4912.0,13798.0,1013.85,2629.0,1292.11,02/01/2015 03:00,3,4,1
5080.5,8516.76,4444.0,6971.97,5976.91,42381.8825,3104.17,792.0,20113.0,9607.8,62060.0,21689.83333,4934.66,1634.0,3548.935,2123.905,19810,1061.0,355.5,647.0,869.0,8254.5025,4085.15,3921.27,2335.92,2048.3,2074.15,13985.83,4132.6,7151.27,4827.0,14423.0,1075.79,2732.0,1362.78,02/01/2015 04:00,4,4,1
5421.5,8999.8975,4682.0,6785.89,6394.58,45678.94,3523.94,864.6,22153.0,10012.0,64662.0,22043.16667,5291.6,1861.0,3839.905,2143.265,22878,1176.0,340.75,709.0,937.5,9355.47,4415.94,4071.7,2456.32,2090.17,2161.17,15719.83,4183.2,7920.39,4996.0,15552.0,1189.06,2916.0,1414.245,02/01/2015 05:00,5,4,1
5855.6,9226.4125,5118.0,6779.81,6707.46,50417.5125,3868.58,1284.6,31913.0,10333.0,66982.0,24130.0,5727.2,2021.0,4089.3725,2231.17,26190,1267.0,395.25,779.0,976.0,10990.115,4774.07,4306.21,2644.09,2220.04,2299.38,16899.63,4387.7,8451.0,5174.0,16617.0,1281.45,3021.0,1537.56,02/01/2015 06:00,6,4,1
6366.0,9768.675,5513.0,6692.03,7028.95,54130.705,4190.57,1318.0,34785.0,10443.0,68828.0,26453.5,6385.61,2207.0,4328.6825,2446.405,29053,1321.0,429.0,817.0,1052.5,12458.24,5036.57,4532.12,2806.04,2296.63,2412.66,17782.8,4627.8,8744.0,5475.0,17172.0,1378.33,3181.0,1591.535,02/01/2015 07:00,7,4,1
6431.4,10243.35,5653.0,6816.85,7425.95,56505.0275,4337.33,1325.2,35662.0,10340.0,70472.0,28571.16667,6911.15,2320.0,4591.955,2674.3,31535,1380.0,452.5,869.0,1112.0,13445.68,5194.4,4606.69,2803.14,2316.52,2456.31,18763.35,5038.4,8693.0,5793.0,17279.0,1438.05,3311.0,1626.275,02/01/2015 08:00,8,4,1
6699.3,10556.685,5704.0,7097.18,7755.33,58446.8425,4515.6,1032.2,32383.0,10288.0,71681.0,31215.83333,7095.88,2328.0,4737.365,2895.945,31804,1414.0,468.75,900.0,1134.5,14038.2075,5313.02,4627.5,2878.83,2388.66,2513.59,19358.03,5716.4,8526.0,5970.0,17515.0,1438.52,3385.0,1631.63,02/01/2015 09:00,9,4,1
6542.8,10780.5325,5612.0,7204.67,7926.18,59452.795,4523.41,1279.15,32358.0,10266.0,72248.0,33121.0,7179.54,2320.0,4839.4125,3168.92,31496,1432.0,501.0,903.0,1144.0,14021.3825,5351.25,4709.38,2876.69,2391.69,2521.65,19743.78,6053.2,8437.0,5988.0,17783.0,1440.37,3417.0,1653.65,02/01/2015 10:00,10,4,1
6310.5,10769.8675,5461.0,7119.74,7971.82,59200.9,4474.24,1294.75,35955.0,10329.0,73443.0,34251.0,7181.97,2299.0,4889.59,3333.28,30827,1430.0,490.5,911.0,1130.0,13812.7025,5358.36,4735.7,2923.39,2427.28,2528.63,20030.83,6210.0,8377.0,5929.0,17808.0,1418.31,3320.0,1637.36,02/01/2015 11:00,11,4,1
6257.5,10605.7975,5350.0,7516.05,8048.68,58564.265,4449.32,1275.85,35670.0,10498.0,71451.0,34661.5,6933.15,2242.0,4787.7375,3385.66,29624,1426.0,477.25,914.0,1101.5,13565.615,5285.68,4666.83,2913.65,2470.0,2521.33,20491.95,6303.4,8227.0,5852.0,17661.0,1434.14,3365.0,1595.845,02/01/2015 12:00,12,4,1
6306.7,10320.13,5328.0,7445.5,8051.63,57720.9675,4396.41,1277.05,34322.0,10748.0,69123.0,34344.83333,7050.34,2186.0,4740.2675,3380.425,30125,1430.0,469.75,932.0,1088.5,13542.5175,5311.32,4703.2,2986.56,2493.59,2514.72,20393.95,6171.0,8162.0,5732.0,17824.0,1434.04,3379.0,1643.31,02/01/2015 13:00,13,4,1
6501.7,10225.445,5520.0,7306.63,8164.08,57276.0325,4429.72,1291.25,33583.0,10945.0,66628.0,34094.83333,7015.88,2164.0,4758.605,3305.23,31251,1483.0,454.0,974.0,1084.0,13899.28,5431.51,4784.02,3015.06,2388.45,2556.18,20516.4,6085.5,8304.0,5749.0,18522.0,1432.02,3362.0,1611.03,02/01/2015 14:00,14,4,1
6888.8,10394.4225,5995.0,7276.04,8131.84,58812.6075,4741.13,1304.1,33099.0,10903.0,66234.0,34579.66667,7295.86,2328.0,5056.4575,3298.63,33396,1508.0,452.25,983.0,1129.5,14181.205,5577.32,4923.63,3002.26,2337.06,2576.74,21503.98,5973.5,8781.0,6111.0,18926.0,1374.89,3481.0,1637.475,02/01/2015 15:00,15,4,1
5972.3,11211.53,6217.0,7504.45,8154.23,61605.31,5178.7,1271.1,33328.0,10911.0,69985.0,36847.16667,7897.36,2570.0,5140.11,3493.75,38291,1479.0,491.25,967.0,1201.5,15086.2625,5583.32,4881.74,2959.79,2343.07,2566.86,21448.8,5991.9,8924.0,6345.0,18925.0,1425.28,3531.0,1757.885,02/01/2015 16:00,16,4,1
5891.9,11428.6475,6099.0,8060.32,8009.76,61645.0525,5091.42,1231.1,35191.0,10843.0,73818.0,40803.66667,7895.72,2572.0,5065.255,3985.48,38662,1434.0,506.0,936.0,1198.0,14340.9225,5509.34,4825.61,2956.21,2331.19,2550.26,21109.58,6575.0,8760.0,6334.0,18676.0,1434.45,3480.0,1659.475,02/01/2015 17:00,17,4,1
5807.3,11056.5925,5905.0,8156.98,7856.46,59282.7225,4725.76,1021.6,36778.0,12045.0,73971.0,41146.0,7790.29,2553.0,5008.06,4026.59,38219,1386.0,483.0,912.0,1179.5,13903.9825,5418.93,4784.07,2977.12,2352.32,2528.91,20924.3,7221.5,8535.0,6341.0,18235.0,1438.18,3401.0,1658.03,02/01/2015 18:00,18,4,1
5313.1,10515.9725,5662.0,7919.33,7645.98,55622.0175,4319.18,977.5,33955.0,10231.0,70938.0,40169.16667,7495.98,2464.0,4848.02,3845.185,35572,1323.0,451.75,869.0,1139.0,13403.1325,5242.88,4659.28,2976.98,2351.32,2504.21,20286.18,7404.6,8233.0,6240.0,17692.0,1391.06,3335.0,1703.67,02/01/2015 19:00,19,4,1
5378.9,9993.43,5575.0,7545.05,7280.81,53186.3925,4131.82,922.1,33851.0,10306.0,67746.0,37838.5,7027.67,2489.0,4681.545,3609.335,32695,1221.0,418.25,804.0,1119.5,12632.04,5064.05,4532.78,2824.06,2310.42,2437.8,19113.53,7318.9,7594.0,6120.0,17065.0,1409.64,3207.0,1737.245,02/01/2015 20:00,20,4,1
5325.3,10362.4225,5356.0,7371.79,6916.77,50691.195,3823.52,866.3,32324.0,10105.0,68455.0,34866.83333,6636.47,2364.0,4455.9225,3421.155,29068,1129.0,482.0,736.0,1240.0,11720.2625,4874.8,4450.66,2664.1,2316.05,2395.26,17908.1,7065.4,7117.0,6092.0,16371.0,1322.33,3088.0,1700.335,02/01/2015 21:00,21,4,1
5145.1,10440.005,4910.0,7378.48,6581.37,45323.315,3530.62,812.6,29866.0,9659.9,69539.0,32298.5,6090.96,2110.0,4241.8325,3167.875,25909,1216.0,463.25,675.0,1259.0,11179.615,4658.66,4286.78,2636.91,2261.37,2320.32,16641.7,6690.5,6808.0,5979.0,15988.0,1242.05,2967.0,1580.2,02/01/2015 22:00,22,4,1
5827.3,9880.21,4573.0,7100.36,6105.57,40464.0075,3391.71,768.4,27243.0,9218.0,66642.0,29627.83333,5442.14,1833.0,3965.2275,3085.51,22906,1163.0,439.0,627.0,1140.5,10868.6775,4454.14,4216.12,2616.96,2186.63,2284.43,15491.38,6095.7,6579.0,5874.0,15544.0,1153.29,2842.0,1487.6,02/01/2015 23:00,23,4,1
5778.8,9294.705,4388.0,6933.96,6001.52,38338.335,3277.54,727.5,24723.0,8972.2,64227.0,26609.66667,5406.84,1652.0,3812.2925,2873.295,20851,1135.17,409.0,600.0,1031.5,10500.71,4295.83,4100.28,2603.66,2174.37,2240.19,14866.75,5449.1,6482.0,5493.0,15274.0,1070.43,2707.0,1339.675,03/01/2015 00:00,0,5,1
5467.0,8900.805,4307.0,6926.69,6023.81,36896.5575,3116.86,728.4,22861.0,8879.9,62716.0,25355.0,5229.44,1542.0,3605.7325,2606.9,19712,1120.5,391.0,588.0,946.5,10213.115,4219.6,4025.82,2597.44,2157.83,2217.16,14559.7,4961.8,6402.0,5110.0,15464.0,1065.42,2633.0,1276.55,03/01/2015 01:00,1,5,1
5201.4,8550.545,4251.0,6984.37,5965.41,36103.7625,3041.39,726.0,21963.0,8847.4,59396.0,22874.16667,5044.1,1490.0,3499.84,2422.6,19264,1124.87,382.0,586.0,895.5,10046.6425,4221.89,4008.69,2588.83,2141.6,2205.03,14399.3,4600.9,6452.0,4844.0,15625.0,1018.16,2645.0,1251.615,03/01/2015 02:00,2,5,1
5244.5,8535.58,4257.0,6915.96,5995.28,36453.105,3015.66,741.3,21540.0,8922.2,57700.0,21736.66667,4996.77,1496.0,3514.8625,2279.79,19298,1151.02,378.0,606.0,864.0,9840.32,4229.12,4029.98,2587.54,2115.47,2199.55,14584.08,4424.1,6558.0,4710.0,15600.0,1046.01,2649.0,1248.805,03/01/2015 03:00,3,5,1
5404.6,8619.2875,4332.0,6749.97,5976.01,36839.4375,3078.47,785.9,21642.0,9220.2,58131.0,20632.83333,5191.65,1565.0,3657.09,2196.9,20192,1231.0,380.5,641.0,875.0,10137.1975,4265.13,4101.02,2557.65,2115.63,2202.62,14754.5,4333.2,6719.07,4715.0,15432.0,1091.91,2688.0,1303.815,03/01/2015 04:00,4,5,1
5402.1,8921.48,4541.0,6854.61,6197.56,38073.11,3322.07,827.2,22434.0,9311.6,59493.0,20483.83333,5475.09,1731.0,3888.1325,2157.97,22529,1323.0,340.5,689.0,908.5,10463.2275,4374.6,4173.67,2601.44,2166.79,2239.77,15689.43,4341.4,7147.0,4898.0,15933.0,1213.79,2789.0,1352.225,03/01/2015 05:00,5,5,1
5552.8,9009.8425,4988.0,6890.5,6370.0,40818.7925,3636.03,873.9,23787.0,9591.3,60986.0,21655.16667,5907.55,1819.0,4067.4125,2232.755,25195,1398.88,356.5,748.0,911.0,11021.8125,4552.67,4220.23,2700.88,2170.61,2283.26,16285.25,4429.0,7425.0,5094.0,16350.0,1293.94,2845.0,1529.005,03/01/2015 06:00,6,5,1
5475.9,9605.4825,5295.0,6874.12,6558.46,44118.9625,3888.58,912.0,25305.0,9662.6,62703.0,24975.16667,6641.61,2002.0,4281.785,2364.965,27383,1480.21,372.5,794.0,962.5,11917.87,4818.68,4347.29,2762.32,2231.49,2346.79,17005.98,4477.9,7644.45,5445.0,16789.0,1430.46,2985.0,1652.875,03/01/2015 07:00,7,5,1
5612.1,10117.205,5388.0,6967.07,7032.48,47421.14,4062.27,960.2,27745.0,9741.6,64814.0,27783.33333,7012.75,2131.0,4514.235,2510.26,29452,1553.0,390.75,841.0,1032.0,12980.185,5101.15,4501.74,2887.14,2318.51,2439.07,18138.15,4704.1,7787.0,5732.0,17252.0,1494.59,3193.0,1725.005,03/01/2015 08:00,8,5,1
5660.3,10705.1275,5357.0,7212.83,7389.51,49755.6175,4177.13,993.4,30101.0,9850.4,66427.0,31327.66667,7245.57,2172.0,4638.6225,2741.115,29664,1572.0,417.5,870.0,1066.5,13670.38,5304.08,4641.46,2988.32,2373.14,2519.44,18846.65,5244.7,7763.0,5838.0,17777.0,1544.61,3255.0,1758.32,03/01/2015 09:00,9,5,1
5663.3,11067.94,5269.0,7324.24,7492.89,51916.58,4136.56,1011.6,30495.0,9907.5,67027.0,34758.33333,7343.98,2173.0,4737.725,3016.365,28845,1556.0,463.0,873.0,1074.0,14458.275,5366.24,4720.16,3002.94,2407.43,2521.73,19193.75,5565.7,7741.0,5797.0,18011.0,1522.65,3323.0,1755.705,03/01/2015 10:00,10,5,1
5304.6,11127.9925,5106.0,7389.93,7573.28,52205.2925,4073.81,1023.5,29893.0,9979.0,68498.0,36536.83333,7262.09,2138.0,4788.1125,3177.45,27936,1530.0,471.5,873.0,1078.0,14821.025,5368.17,4755.53,2992.47,2412.54,2536.94,19228.25,5697.4,7679.0,5769.0,17842.0,1508.28,3297.0,1732.315,03/01/2015 11:00,11,5,1
4932.2,11004.435,5026.0,7516.84,7625.24,52146.735,4048.1,1031.2,29659.0,10033.0,66851.0,37377.83333,6996.61,2071.0,4679.3725,3273.285,27154,1496.51,457.25,872.0,1077.5,14855.69,5301.38,4712.56,2971.59,2410.51,2530.27,19455.45,5783.7,7531.0,5692.0,17741.0,1457.81,3272.0,1765.08,03/01/2015 12:00,12,5,1
4705.7,10815.8025,5045.0,7700.15,7601.25,50677.1375,3986.69,1060.4,29268.0,10445.0,64325.0,36894.5,7088.39,2013.0,4636.2725,3284.355,27167,1492.35,444.25,878.0,1101.0,15101.29,5255.09,4774.47,2951.79,2428.37,2525.86,19216.58,5692.8,7553.0,5591.0,17925.0,1420.79,3191.0,1733.36,03/01/2015 13:00,13,5,1
4832.8,10833.8225,5249.0,7786.1,7643.31,50477.99,3967.88,1119.1,28375.0,10853.0,61852.0,35786.66667,7086.37,2011.0,4663.0925,3222.16,28009,1547.57,435.75,942.0,1111.0,15457.4025,5369.21,4824.06,2894.95,2443.76,2565.14,19568.15,5591.2,7758.0,5685.0,18430.0,1415.36,3226.0,1715.405,03/01/2015 14:00,14,5,1
5123.5,11071.895,5789.0,7985.12,7872.7,52820.4425,4337.85,1126.6,27840.0,10955.0,60906.0,35198.66667,7389.71,2204.0,4993.3375,3194.545,30099,1631.0,423.25,968.0,1125.0,15728.345,5596.09,4912.69,2944.18,2471.41,2627.31,20674.05,5505.7,8361.0,6141.0,19134.0,1362.61,3404.0,1737.135,03/01/2015 15:00,15,5,1
6064.4,11514.88,5972.0,8028.93,7827.85,55853.64,4825.59,1112.5,28102.0,11077.0,63367.0,36888.33333,8092.54,2432.0,5067.1225,3346.895,34795,1620.76,448.5,961.0,1196.5,16126.8625,5646.64,4884.54,2983.23,2470.27,2640.33,20548.28,5466.9,8520.0,6366.0,19252.0,1415.92,3431.0,1838.86,03/01/2015 16:00,16,5,1
5937.4,11502.7925,5916.0,8169.24,7752.22,56259.3525,4751.57,1086.0,30973.0,10995.0,66458.0,40554.83333,8098.46,2426.0,4988.585,3874.07,35872,1583.0,460.25,926.0,1179.5,15663.475,5624.99,4907.12,3010.45,2471.19,2625.46,20469.95,6127.1,8438.0,6391.0,18865.0,1423.41,3385.0,1769.195,03/01/2015 17:00,17,5,1
5766.9,11097.99,5650.0,8134.58,7550.28,55017.45,4325.66,1054.4,32130.0,10657.0,66400.0,41197.66667,7905.61,2412.0,4952.6675,3937.535,35893,1530.0,442.0,904.0,1164.0,14800.305,5448.95,4834.77,2942.99,2425.04,2571.09,20157.95,6961.9,8283.0,6329.0,18389.0,1401.02,3355.0,1724.035,03/01/2015 18:00,18,5,1
5697.5,10691.5,5433.0,7827.11,7343.85,50800.8675,4048.36,1014.4,32763.0,10238.0,63519.0,39872.5,7498.59,2351.0,4808.6775,3748.83,33609,1456.0,401.0,866.0,1131.0,13958.64,5278.29,4716.44,2871.61,2384.7,2524.78,19535.68,7192.4,7895.0,6261.0,17744.0,1394.73,3315.0,1698.68,03/01/2015 19:00,19,5,1
5328.8,10231.9525,5374.0,7370.07,6921.65,48358.5625,3792.96,964.8,32875.0,10420.0,60554.0,37491.83333,6986.86,2361.0,4653.8725,3548.395,30837,1336.44,387.5,806.0,1097.5,13257.9875,5168.76,4631.36,2782.56,2353.37,2478.78,18337.53,7172.0,7387.0,6070.0,17236.0,1397.56,3198.0,1679.91,03/01/2015 20:00,20,5,1
5570.5,10425.2,5112.0,7137.13,6734.35,47967.98,3570.88,912.5,31532.0,10280.0,61320.0,34928.83333,6538.12,2232.0,4470.1475,3341.56,27974,1230.65,469.75,735.0,1201.5,12430.0275,5003.42,4559.17,2832.74,2308.07,2445.76,17324.4,6864.4,6942.0,5915.0,16671.0,1295.06,3049.0,1674.34,03/01/2015 21:00,21,5,1
5451.5,10421.2625,4772.0,7093.27,6409.92,45427.0225,3377.74,857.3,29366.0,9834.5,62725.0,31770.83333,5968.61,2010.0,4252.27,3114.065,25217,1159.9,447.75,664.0,1217.0,11603.93,4886.18,4481.81,2823.66,2278.55,2400.46,16106.93,6543.4,6653.0,5782.0,16020.0,1180.97,2907.0,1582.03,03/01/2015 22:00,22,5,1
5513.2,9941.07,4452.0,6950.75,6120.2,42805.8375,3186.15,823.8,26818.0,9413.4,60265.0,29500.66667,5449.99,1752.0,3976.435,3061.965,22558,1112.02,421.25,630.0,1128.0,11032.9075,4700.64,4252.57,2709.0,2216.03,2330.12,15072.2,6006.9,6412.0,5748.0,15764.0,1088.1,2833.0,1553.745,03/01/2015 23:00,23,5,1
5234.2,9446.74,4286.0,7047.15,5987.89,38517.125,3058.45,798.3,24299.0,9218.8,57658.0,29984.5,5384.37,1578.0,3851.17,2907.525,20602,1081.64,399.0,598.0,1029.0,10512.185,4587.74,4167.81,2671.83,2192.13,2280.97,14350.25,5390.4,6281.0,5395.0,15540.0,1043.86,2672.0,1466.205,04/01/2015 00:00,0,6,1
