AT,BG,CZ,DE,ES,FR,GR,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SK,CH,IT,RS,BA,time,GB,HR,LU,MK
259.6,814,44.35,29.245,4490.0,2898.0,150.0,1536.72,8343.3,2088.42,3148.34,5951.56,0.0,935.6,298.0,10252.0,10.19,960.865,490.5,119.5,244.52,05/01/2015 21:00,0.0,29.245,0.0,44.35
176.4,476,45.38,28.9075,4054.0,3080.0,206.0,1494.1,7966.69,1854.35,2457.2,5571.32,0.0,828.8,900.88,8588.0,0.0,778.525,330.0,112.0,159.66,05/01/2015 22:00,0.0,28.9075,0.0,45.38
226.6,227,38.14,35.25,2595.0,1707.0,54.0,1505.39,7549.17,1713.14,2900.78,5407.44,0.0,717.8,604.58,6281.0,1.06,462.53,248.5,79.5,147.08,05/01/2015 23:00,0.0,35.25,0.0,38.14
227.6,164,23.29,36.1475,1058.0,1023.0,44.0,1512.3,7521.75,1730.33,2895.25,5491.93,0.0,270.6,313.38,5818.0,0.0,403.7,165.0,23.0,101.55,06/01/2015 00:00,0.0,36.1475,0.0,23.29
385.4,160,27.44,27.7875,888.0,928.0,49.0,1506.24,7528.46,1681.55,2667.87,5522.99,0.0,172.2,122.88,5751.0,0.005,396.8,137.0,0.0,84.735,06/01/2015 01:00,0.0,27.7875,0.0,27.44
294.8,157,22.81,19.5975,702.0,687.0,50.0,1487.77,7451.45,1627.59,2529.8,5459.34,0.0,171.5,130.98,5680.0,0.0,397.5,132.0,0.0,81.97,06/01/2015 02:00,0.0,19.5975,0.0,22.81
271.5,165,22.57,52.5775,799.0,596.0,55.0,1491.72,7479.38,1673.16,2696.03,5484.03,0.0,152.7,127.98,5822.0,0.035,393.3,136.0,0.0,75.24,06/01/2015 03:00,0.0,52.5775,0.0,22.57
302.7,333,29.24,41.28,846.0,1077.0,98.0,1467.28,7508.08,1654.62,2743.05,5528.46,0.0,152.4,548.58,6184.0,0.0,513.1,181.0,0.0,90.925,06/01/2015 04:00,0.0,41.28,0.0,29.24
328.1,837,41.96,37.3625,845.0,2199.0,157.0,1448.03,8334.15,1666.82,2671.97,5560.16,0.0,152.7,926.68,7308.0,0.0,1216.28,417.0,130.0,170.76,06/01/2015 05:00,0.0,37.3625,0.0,41.96
313.7,1125,53.71,30.51,1285.0,4474.0,189.0,1597.48,8916.98,1897.86,3019.8,5816.5,0.0,183.2,932.08,9128.0,0.06,2203.68,938.0,205.0,296.385,06/01/2015 06:00,0.0,30.51,0.0,53.71
282.8,1149,67.1,27.225,1210.0,4896.0,145.0,1567.22,8851.38,1934.29,3047.64,5858.44,0.0,289.7,941.58,9706.0,10.0,2410.33,1295.0,236.0,421.14,06/01/2015 07:00,0.0,27.225,0.0,67.1
362.0,892,125.93,28.35,1657.0,5571.0,149.0,1562.7,8866.32,1907.17,3033.09,5646.36,0.0,540.4,911.18,9700.0,9.93,2383.38,1318.0,240.0,496.805,06/01/2015 08:00,0.0,28.35,0.0,125.93
249.8,737,122.48,15.0825,2650.0,5222.0,285.0,1565.48,8900.44,1939.21,3004.2,5690.71,0.0,1046.3,957.18,9679.0,9.86,2196.75,1103.0,237.0,338.12,06/01/2015 09:00,0.0,15.0825,0.0,122.48
200.6,671,120.8,36.545,2560.0,4532.0,390.0,1566.45,8854.02,1936.17,2993.03,5391.4,0.0,985.7,788.68,9522.0,9.86,2190.85,1048.0,233.0,306.22,06/01/2015 10:00,0.0,36.545,0.0,120.8
286.5,636,117.76,55.725,2406.0,4124.0,363.0,1573.12,8866.67,1930.86,3010.02,5305.07,0.0,746.9,705.48,9325.0,9.91,1597.45,780.0,236.0,378.395,06/01/2015 11:00,0.0,55.725,0.0,117.76
279.9,623,117.76,28.405,2160.0,3101.0,372.0,1550.84,8805.94,1906.37,2972.26,5227.48,0.0,506.2,343.18,9060.0,0.13,1254.78,707.0,237.0,309.425,06/01/2015 12:00,0.0,28.405,0.0,117.76
291.9,747,93.55,45.955,2366.0,2767.0,360.0,1560.85,8879.94,1932.02,3005.96,5259.17,0.0,369.8,427.48,9120.0,0.0,1434.68,789.0,234.0,386.935,06/01/2015 13:00,0.0,45.955,0.0,93.55
248.1,984,47.58,31.615,1879.0,2788.0,469.0,1578.56,8960.5,1976.24,3168.05,5586.85,0.0,378.2,768.28,9562.0,0.03,1479.08,1005.0,239.0,461.895,06/01/2015 14:00,0.0,31.615,0.0,47.58
207.3,1050,150.1,43.19,1673.0,2868.0,618.0,1579.41,8893.28,1961.67,3214.95,5675.63,43.03,439.6,1167.78,10052.0,10.16,1507.78,1142.0,236.0,593.85,06/01/2015 15:00,43.03,43.19,8.606,150.1
541.0,1092,565.82,27.1,2559.0,4796.0,1061.0,1560.9,8867.89,1999.4,3212.9,5436.99,43.1,549.2,1270.68,10115.0,64.16,2368.75,1282.0,242.0,729.73,06/01/2015 16:00,43.1,27.1,8.62,565.82
622.6,1210,572.01,42.945,4566.0,6911.0,1043.0,1541.84,8750.14,1891.22,3049.02,5231.29,43.1,699.3,1212.18,9710.0,150.95,2651.6,1374.0,242.0,672.955,06/01/2015 17:00,43.1,42.945,8.62,572.01
355.9,1243,546.95,42.975,4872.0,6790.0,951.0,1506.6,8532.92,1848.5,2991.14,5016.7,43.1,981.5,1010.38,9127.0,144.0,2141.45,1181.0,240.0,674.04,06/01/2015 18:00,43.1,42.975,8.62,546.95
525.7,1066,70.36,35.8125,5377.0,4492.0,878.0,1463.6,8304.69,1751.72,2708.84,4872.62,0.0,990.9,558.38,8413.0,95.84,2035.65,872.0,230.0,430.43,06/01/2015 19:00,0.0,35.8125,0.0,70.36
428.2,985,58.99,44.6475,6162.0,1957.0,622.0,1465.19,7974.34,1724.05,2584.92,4828.01,0.0,785.7,521.5,7247.0,12.89,950.1,654.0,228.0,333.77,06/01/2015 20:00,0.0,44.6475,0.0,58.99
457.9,745,44.11,33.1,6509.0,2119.0,480.0,1510.34,7077.75,1397.32,2181.21,4902.7,0.0,590.7,397.2,6275.0,0.18,669.63,458.0,216.0,280.635,06/01/2015 21:00,0.0,33.1,0.0,44.11
397.6,441,44.68,59.015,4643.0,2049.0,463.0,1504.49,6114.29,1197.37,1638.87,4579.19,0.0,348.0,600.2,5255.0,0.0,455.6,322.0,88.5,198.44,06/01/2015 22:00,0.0,59.015,0.0,44.68
255.1,205,27.94,53.76,2288.0,1126.0,117.0,1415.43,5593.76,1212.77,1536.82,4517.21,0.0,361.7,783.4,3942.0,0.0,466.83,209.0,48.0,150.725,06/01/2015 23:00,0.0,53.76,0.0,27.94
259.8,202,31.15,36.6175,1180.0,878.0,57.0,1369.02,5397.42,1195.09,1457.66,4141.17,0.0,305.9,726.7,3851.0,0.005,445.665,163.5,0.0,99.585,07/01/2015 00:00,0.0,36.6175,0.0,31.15
229.3,200,28.42,25.1375,632.0,931.0,53.0,1326.48,5356.92,1181.09,1420.7,4047.06,0.0,273.9,386.3,3824.0,0.0,427.075,160.0,0.0,84.03,07/01/2015 01:00,0.0,25.1375,0.0,28.42
237.5,201,31.03,21.5125,695.0,787.0,51.0,1381.74,5433.24,1182.36,1426.15,4195.84,0.0,257.3,395.8,3829.0,0.0,417.1,114.5,0.0,83.315,07/01/2015 02:00,0.0,21.5125,0.0,31.03
216.2,199,22.06,26.1375,834.0,711.0,51.0,1464.08,5851.09,1164.82,1571.53,4907.99,0.0,266.9,486.6,4052.0,0.0,429.55,124.5,0.0,83.54,07/01/2015 03:00,0.0,26.1375,0.0,22.06
219.9,430,26.22,58.1125,760.0,826.0,84.0,1501.92,6686.46,1494.86,2336.37,5355.39,0.0,268.9,456.6,4663.0,0.0,507.09,228.0,0.0,96.115,07/01/2015 04:00,0.0,58.1125,0.0,26.22
371.4,796,56.1,38.8375,1687.0,2960.0,163.0,1432.4,8161.83,1906.73,2972.89,5400.79,0.0,263.1,942.0,7145.0,0.0,1015.53,496.0,63.0,202.065,07/01/2015 05:00,0.0,38.8375,0.0,56.1
948.5,1060,61.44,36.0225,3048.0,5491.0,438.0,1631.53,9159.67,2409.57,3560.29,5761.59,0.0,804.3,1202.4,10070.0,1.61,2015.425,821.5,200.5,289.26,07/01/2015 06:00,0.0,36.0225,0.0,61.44
1125.9,1172,65.26,76.9925,4412.0,6609.0,709.0,1565.91,8994.07,2400.63,3559.24,6084.74,0.0,1088.7,1036.8,11024.0,0.03,2301.825,1344.5,229.5,525.69,07/01/2015 07:00,0.0,76.9925,0.0,65.26
1291.7,1062,313.87,53.665,6837.0,5952.0,668.0,1578.42,9020.01,2388.27,3567.17,6139.85,0.0,1109.3,1040.3,11127.0,9.47,2298.69,1267.0,238.5,528.245,07/01/2015 08:00,0.0,53.665,0.0,313.87
1185.7,927,319.88,43.665,7384.0,5281.0,533.0,1586.62,9039.12,2433.36,3636.92,6011.2,0.0,1045.1,828.3,11082.0,23.02,2309.94,1011.0,237.0,424.365,07/01/2015 09:00,0.0,43.665,0.0,319.88
1207.0,817,270.69,29.245,7228.0,4947.0,461.0,1582.53,9047.48,2431.0,3626.57,5893.26,0.0,875.5,571.25,11046.0,60.9,2058.78,884.5,230.0,385.49,07/01/2015 10:00,0.0,29.245,0.0,270.69
1214.7,687,214.37,0.805,5594.0,4506.0,343.0,1602.19,9074.61,2482.35,3661.62,5833.18,0.0,861.5,575.05,11072.0,59.98,1757.34,711.0,227.5,331.33,07/01/2015 11:00,0.0,0.805,0.0,214.37
1187.8,657,254.29,7.315,5257.0,3656.0,209.0,1588.29,9003.23,2454.89,3650.31,5740.24,0.0,744.5,658.85,11079.0,11.78,1394.565,578.5,230.5,356.435,07/01/2015 12:00,0.0,7.315,0.0,254.29
1029.9,775,212.71,7.1475,5239.0,3013.0,242.0,1575.9,8964.55,2443.71,3650.14,5665.44,0.0,223.7,1079.85,11191.0,10.45,1459.14,697.5,230.0,440.185,07/01/2015 13:00,0.0,7.1475,0.0,212.71
1010.3,990,375.56,0.3275,4867.0,2463.0,347.0,1552.88,9075.38,2469.1,3656.28,5603.26,43.03,350.5,1240.45,11498.0,0.02,1568.965,766.5,229.5,319.595,07/01/2015 14:00,43.03,0.3275,8.606,375.56
1051.3,1284,452.83,2.4625,5047.0,2644.0,838.0,1616.0,9169.66,2475.05,3700.26,5688.28,43.03,410.4,1929.05,11551.0,0.16,1681.9,1125.0,238.5,512.15,07/01/2015 15:00,43.03,2.4625,8.606,452.83
1008.2,1363,573.65,79.4725,5207.0,5052.0,1415.0,1544.53,8943.67,2444.91,3660.38,5520.22,43.03,840.0,1766.25,11501.0,64.26,2468.69,1304.5,242.0,672.235,07/01/2015 16:00,43.03,79.4725,8.606,573.65
1009.3,1375,571.14,30.475,7192.0,5790.0,1461.0,1486.72,8777.68,2474.79,3615.45,5402.78,42.8,926.1,1743.65,11445.0,142.77,2473.375,1394.0,240.0,729.98,07/01/2015 17:00,42.8,30.475,8.56,571.14
871.6,1342,446.38,16.1075,8182.0,4503.0,1329.0,1446.14,8279.68,2334.11,3526.49,5245.48,42.75,993.0,1670.05,11004.0,139.83,2267.625,1389.0,241.5,675.255,07/01/2015 18:00,42.75,16.1075,8.55,446.38
231.7,1329,222.15,101.5425,8368.0,2237.0,715.0,1420.24,7632.68,2005.62,3301.68,5092.13,0.0,879.4,1402.75,9633.0,8.52,1649.6,897.5,235.0,543.125,07/01/2015 19:00,0.0,101.5425,0.0,222.15
305.1,1307,59.73,34.6625,8016.0,1797.0,356.0,1423.75,6989.79,1843.56,3157.06,5069.76,0.0,692.7,890.65,8160.0,0.14,888.74,628.0,224.0,331.9,07/01/2015 20:00,0.0,34.6625,0.0,59.73
190.5,1020,43.81,71.445,7693.0,2284.0,210.0,1438.41,6317.8,1678.05,2750.9,4937.61,0.0,518.0,666.95,7012.0,21.89,813.315,471.0,185.0,265.11,07/01/2015 21:00,0.0,71.445,0.0,43.81
183.6,666,44.42,84.6175,6468.0,2065.0,798.0,1375.19,5921.27,1359.62,2206.39,4315.53,0.0,383.7,924.86,5561.0,24.63,613.39,355.5,131.5,176.885,07/01/2015 22:00,0.0,84.6175,0.0,44.42
251.5,650,29.45,74.0425,4159.0,1442.0,153.0,1403.47,5690.96,1388.18,1570.42,4002.63,0.0,276.0,904.86,4206.0,28.27,503.675,220.0,62.0,136.57,07/01/2015 23:00,0.0,74.0425,0.0,29.45
242.7,696,29.23,53.87,2338.0,1000.0,134.0,1391.26,5047.25,1367.31,1505.85,3689.43,0.0,267.0,879.66,3731.0,26.11,436.1,185.0,0.0,128.52,08/01/2015 00:00,0.0,53.87,0.0,29.23
238.1,672,29.1,61.0825,1295.0,1097.0,91.0,1307.6,4722.31,1347.19,1475.37,3485.23,0.0,201.6,842.46,3630.0,9.38,409.2,153.0,0.0,112.93,08/01/2015 01:00,0.0,61.0825,0.0,29.1
270.1,672,29.03,40.01,720.0,973.0,91.0,1269.63,4609.27,1285.68,1386.77,3260.0,0.0,178.9,821.56,3624.0,0.0,434.6,144.0,0.0,81.04,08/01/2015 02:00,0.0,40.01,0.0,29.03
279.2,732,28.99,71.1325,691.0,790.0,96.0,1243.55,4700.01,1185.42,1369.82,3075.05,0.0,148.8,1148.26,3727.0,0.0,472.75,168.0,0.0,89.43,08/01/2015 03:00,0.0,71.1325,0.0,28.99
274.7,847,32.91,66.2275,997.0,835.0,145.0,1302.26,5484.54,1276.26,1406.96,3613.33,0.0,143.3,1718.61,4205.0,0.0,456.65,225.0,0.0,135.1,08/01/2015 04:00,0.0,66.2275,0.0,32.91
569.0,1215,57.53,81.0375,1732.0,1130.0,454.0,1425.91,6781.0,1681.21,2240.93,4148.61,0.0,144.2,2166.01,5969.0,0.0,987.33,509.0,81.0,283.35,08/01/2015 05:00,0.0,81.0375,0.0,57.53
1014.9,1403,63.76,74.475,3711.0,3868.0,481.0,1515.53,8113.52,1896.08,3031.2,4845.89,0.0,388.3,2488.01,8271.0,5.63,2180.18,991.0,129.0,536.6,08/01/2015 06:00,0.0,74.475,0.0,63.76
948.5,1406,129.34,118.915,5601.0,4442.0,980.0,1489.06,8384.78,1941.71,3099.65,4987.01,0.0,822.9,2482.11,8890.0,0.0,2413.9,1418.0,214.0,772.29,08/01/2015 07:00,0.0,118.915,0.0,129.34
902.2,1350,127.59,34.9475,6258.0,3860.0,827.0,1498.1,8408.71,1929.83,3076.24,5047.34,0.0,1118.4,2449.01,9044.0,0.0,2599.28,1381.0,292.0,844.06,08/01/2015 08:00,0.0,34.9475,0.0,127.59
873.6,1201,126.81,35.6975,6307.0,3723.0,619.0,1526.57,8569.61,1970.89,3132.61,5185.45,0.0,1083.5,2443.21,9108.0,0.0,2425.0,1188.0,305.0,820.71,08/01/2015 09:00,0.0,35.6975,0.0,126.81
1156.5,1037,128.31,44.9825,6161.0,3572.0,578.0,1515.03,8596.63,2027.51,3134.38,5202.0,0.0,1029.7,2231.34,9230.0,9.41,2135.43,1000.0,289.0,819.2,08/01/2015 10:00,0.0,44.9825,0.0,128.31
1015.6,992,140.29,51.605,5418.0,3232.0,574.0,1519.25,8564.84,2011.61,3140.48,5195.56,0.0,671.6,2066.84,9245.0,0.75,1692.38,636.0,296.0,735.24,08/01/2015 11:00,0.0,51.605,0.0,140.29
936.4,962,123.91,38.6,4494.0,2531.0,456.0,1508.48,8585.16,2020.19,3128.6,5203.54,0.0,591.0,2187.54,9313.0,3.12,1562.88,609.0,250.0,713.5,08/01/2015 12:00,0.0,38.6,0.0,123.91
864.4,1124,231.59,27.895,3576.0,1988.0,704.0,1516.47,8613.65,2073.51,3179.53,5200.05,0.0,368.8,2271.59,9759.0,5.56,1689.23,737.0,244.0,338.65,08/01/2015 13:00,0.0,27.895,0.0,231.59
1038.3,1361,213.13,31.02,3298.0,1642.0,731.0,1525.48,8773.05,2142.39,3348.67,5126.17,0.0,367.4,2337.39,10196.0,17.31,1671.98,933.0,245.0,514.87,08/01/2015 14:00,0.0,31.02,0.0,213.13
910.8,1363,162.79,35.2675,3276.0,1456.0,977.0,1509.64,8753.25,2193.29,3341.94,5156.72,42.9,404.0,2582.29,10777.0,41.18,1957.33,1212.0,224.0,567.29,08/01/2015 15:00,42.9,35.2675,8.58,162.79
967.5,1405,565.57,36.2325,4037.0,3357.0,1674.0,1511.91,8721.07,2224.36,3404.27,5107.83,42.8,518.8,2768.79,10941.0,99.02,2534.45,1393.0,243.0,800.54,08/01/2015 16:00,42.8,36.2325,8.56,565.57
788.5,1401,533.47,29.15,6175.0,5526.0,1807.0,1502.71,8473.85,2124.87,3291.47,4930.52,42.75,646.7,2643.99,10432.0,160.15,2605.25,1468.0,267.0,762.45,08/01/2015 17:00,42.75,29.15,8.55,533.47
954.8,1383,409.48,33.52,6101.0,4687.0,1717.0,1504.02,8249.22,2013.43,3138.66,4747.89,42.75,986.3,2323.29,10081.0,138.63,2282.13,1343.0,260.0,585.05,08/01/2015 18:00,42.75,33.52,8.55,409.48
468.7,1339,66.71,33.045,6115.0,2430.0,989.0,1414.46,8024.95,1823.77,2931.86,4599.68,0.0,764.6,1788.49,9019.0,92.45,1559.33,891.0,239.0,554.39,08/01/2015 19:00,0.0,33.045,0.0,66.71
498.6,1316,56.65,38.2175,5383.0,1393.0,538.0,1428.52,7601.21,1759.56,2631.94,4497.15,0.0,572.8,1256.39,7587.0,31.41,835.3,563.0,214.0,450.64,08/01/2015 20:00,0.0,38.2175,0.0,56.65
497.0,1218,45.81,41.9025,4436.0,1742.0,242.0,1349.64,6947.24,1396.26,1846.86,4612.21,0.0,521.6,785.59,6575.0,9.97,864.2,492.0,148.0,329.63,08/01/2015 21:00,0.0,41.9025,0.0,45.81
226.1,876,37.3,17.085,3026.0,2050.0,242.0,1358.93,6080.33,1223.04,1594.66,4021.48,0.0,328.3,689.2,5080.0,10.11,755.65,364.0,133.0,229.13,08/01/2015 22:00,0.0,17.085,0.0,37.3
225.3,746,31.6,77.18,1467.0,1906.0,29.0,1363.46,5772.98,1188.82,1390.47,3740.12,0.0,309.7,401.5,3944.0,0.07,568.38,269.0,79.0,175.29,08/01/2015 23:00,0.0,77.18,0.0,31.6
263.6,741,39.85,7.73,678.0,1288.0,28.0,1345.08,5335.94,1229.22,1339.85,3500.62,0.0,187.6,437.3,3594.0,0.01,476.68,172.0,44.5,126.29,09/01/2015 00:00,0.0,7.73,0.0,39.85
281.7,671,31.51,27.3675,656.0,1239.0,27.0,1338.9,5143.48,1216.94,1318.92,3325.57,0.0,93.3,417.4,3552.0,0.0,411.05,119.0,0.0,105.43,09/01/2015 01:00,0.0,27.3675,0.0,31.51
232.7,672,31.34,15.3025,627.0,864.0,30.0,1345.21,5139.85,1233.54,1336.53,3205.28,0.0,92.3,529.4,3598.0,0.0,404.0,119.0,0.0,89.52,09/01/2015 02:00,0.0,15.3025,0.0,31.34
238.6,675,31.13,38.535,624.0,797.0,30.0,1335.02,5393.6,1245.73,1362.37,3416.72,0.0,92.4,601.4,3706.0,0.0,453.55,142.0,0.0,88.185,09/01/2015 03:00,0.0,38.535,0.0,31.13
243.8,851,30.95,28.2325,607.0,1005.0,76.0,1416.68,5734.78,1355.51,1696.9,3928.73,0.0,92.2,944.8,4668.0,0.0,480.0,245.0,0.0,136.115,09/01/2015 04:00,0.0,28.2325,0.0,30.95
329.6,1099,45.28,65.89,1219.0,1831.0,445.0,1374.07,6659.28,1712.87,2434.68,4479.58,0.0,142.1,1161.9,6794.0,0.0,1103.33,435.0,96.0,241.065,09/01/2015 05:00,0.0,65.89,0.0,45.28
679.6,1306,56.8,71.4325,2435.0,4392.0,451.0,1476.61,7719.82,2090.82,3208.54,5240.27,0.0,316.1,1593.5,9112.0,2.1,2005.18,836.0,165.0,402.42,09/01/2015 06:00,0.0,71.4325,0.0,56.8
855.5,1278,70.99,6.6,4519.0,5926.0,632.0,1481.98,8265.25,2114.07,3225.54,5481.54,0.0,536.8,1678.8,9664.0,0.26,2022.25,1215.0,234.5,565.225,09/01/2015 07:00,0.0,6.6,0.0,70.99
676.6,1217,70.99,20.3575,5315.0,5861.0,385.0,1476.75,8107.25,2098.32,3106.38,5495.42,0.0,850.1,1603.7,9864.0,61.01,2241.5,1344.0,229.0,595.39,09/01/2015 08:00,0.0,20.3575,0.0,70.99
784.1,1167,129.54,40.3875,4982.0,5233.0,439.0,1489.6,8072.87,2173.12,3198.15,5471.07,0.0,855.7,1163.7,10194.0,61.42,1896.53,1212.0,230.0,545.985,09/01/2015 09:00,0.0,40.3875,0.0,129.54
1088.9,1187,124.62,34.5575,4428.0,5383.0,435.0,1463.74,7788.82,2261.67,3362.02,5364.93,0.0,698.8,1016.6,10365.0,22.67,1686.0,982.0,229.0,473.145,09/01/2015 10:00,0.0,34.5575,0.0,124.62
1101.1,1137,126.81,14.44,4370.0,4860.0,338.0,1457.77,7572.94,2255.17,3356.05,5274.02,0.0,556.2,1024.5,10285.0,0.35,1354.08,718.0,168.5,452.96,09/01/2015 11:00,0.0,14.44,0.0,126.81
976.9,1031,79.59,27.4025,3821.0,3351.0,325.0,1457.68,7441.37,2200.62,3323.16,5226.49,0.0,352.0,1240.1,10246.0,0.0,1188.23,594.0,150.5,497.545,09/01/2015 12:00,0.0,27.4025,0.0,79.59
421.4,1014,73.06,30.59,2623.0,2320.0,604.0,1459.88,7331.28,2183.25,3230.39,5280.02,0.0,259.2,1440.4,10100.0,0.0,1162.55,677.0,185.0,494.88,09/01/2015 13:00,0.0,30.59,0.0,73.06
313.6,1212,71.23,35.12,2272.0,1673.0,775.0,1406.73,7324.65,2163.1,3247.3,5364.76,0.0,268.1,1685.8,10065.0,0.0,1193.18,760.0,173.5,497.76,09/01/2015 14:00,0.0,35.12,0.0,71.23
311.3,1379,188.32,36.455,2456.0,1763.0,1051.0,1402.37,7490.22,2206.06,3288.85,5423.39,42.75,366.8,1967.3,10312.0,0.0,1585.2,1069.0,187.0,672.195,09/01/2015 15:00,42.75,36.455,8.55,188.32
242.0,1399,406.32,25.1475,3658.0,2173.0,1130.0,1417.44,7635.45,2263.99,3397.87,5417.53,42.8,407.7,1965.4,10448.0,0.2,2280.85,1195.0,216.0,762.65,09/01/2015 16:00,42.8,25.1475,8.56,406.32
289.2,1376,395.87,22.39,5217.0,4347.0,1171.0,1412.6,7547.9,2233.4,3351.49,5337.41,42.58,735.0,1895.1,9959.0,86.8,2586.08,1225.0,216.5,724.14,09/01/2015 17:00,42.58,22.39,8.516,395.87
193.4,1260,269.73,24.06,5905.0,3620.0,1048.0,1407.34,7152.41,2108.67,3230.61,5006.62,0.0,862.4,1347.3,9167.0,89.34,1946.98,1082.0,212.5,602.68,09/01/2015 18:00,0.0,24.06,0.0,269.73
308.4,1223,103.81,23.505,5776.0,1795.0,872.0,1404.95,7097.44,1995.93,3040.24,4805.7,0.0,683.0,709.2,8486.0,1.47,1111.05,814.0,148.5,529.84,09/01/2015 19:00,0.0,23.505,0.0,103.81
346.9,1237,64.45,23.475,5058.0,1049.0,711.0,1401.14,6911.3,1876.11,2721.19,4696.95,0.0,384.9,477.9,7343.0,8.96,688.75,532.0,120.0,405.41,09/01/2015 20:00,0.0,23.475,0.0,64.45
557.8,874,50.02,28.7925,4251.0,1091.0,506.0,1413.95,6660.89,1737.15,2457.38,4497.7,0.0,249.3,556.1,6332.0,0.0,1246.75,438.0,115.5,308.79,09/01/2015 21:00,0.0,28.7925,0.0,50.02
119.8,517,135.06,28.045,3892.0,1045.0,681.0,1412.89,6542.11,1464.99,1887.58,4512.89,0.0,160.6,279.15,5317.0,0.0,746.73,293.0,106.0,254.73,09/01/2015 22:00,0.0,28.045,0.0,135.06
151.3,395,130.26,32.555,3123.0,729.0,192.0,1345.79,6130.64,1648.11,2231.41,4526.61,0.0,114.8,365.25,4328.0,0.0,557.55,276.0,28.0,157.735,09/01/2015 23:00,0.0,32.555,0.0,130.26
173.7,340,130.85,28.12,1047.0,515.0,39.0,1356.27,6198.6,1573.47,2125.79,4512.96,0.0,109.6,280.55,3990.0,0.0,658.0,188.0,9.0,108.41,10/01/2015 00:00,0.0,28.12,0.0,130.85
166.5,345,130.85,59.745,573.0,429.0,31.0,1309.57,5694.27,1511.58,2041.41,4319.09,0.0,93.1,234.55,4108.0,0.0,484.2,152.0,0.0,104.49,10/01/2015 01:00,0.0,59.745,0.0,130.85
147.7,331,130.86,36.8725,586.0,293.0,30.0,1312.09,5505.85,1575.11,2085.3,4289.04,0.0,92.6,253.55,4189.0,0.0,473.1,149.0,0.0,89.365,10/01/2015 02:00,0.0,36.8725,0.0,130.86
207.0,340,130.83,22.82,508.0,307.0,30.0,1319.65,5407.99,1640.19,2240.29,4251.62,0.0,92.5,363.65,4265.0,0.0,449.4,151.0,0.0,74.81,10/01/2015 03:00,0.0,22.82,0.0,130.83
159.6,427,130.84,30.5475,408.0,351.0,71.0,1294.04,4771.95,1652.3,2392.24,4059.66,0.0,92.6,495.45,4603.0,0.0,491.5,157.0,0.0,75.27,10/01/2015 04:00,0.0,30.5475,0.0,130.84
131.7,445,135.27,33.2075,542.0,498.0,80.0,1290.88,5028.67,1670.09,2438.47,4214.85,0.0,93.3,566.35,5158.0,0.0,515.6,231.0,0.0,195.595,10/01/2015 05:00,0.0,33.2075,0.0,135.27
83.3,528,156.89,23.745,581.0,588.0,119.0,1352.87,5698.35,1795.09,2697.33,4341.43,0.0,113.1,747.35,5562.0,3.88,740.05,485.0,58.5,270.615,10/01/2015 06:00,0.0,23.745,0.0,156.89
77.5,758,168.93,36.2525,1315.0,549.0,338.0,1402.94,6468.48,1861.08,2769.71,4823.29,0.0,246.0,1000.85,6199.0,0.56,788.0,738.0,115.5,370.01,10/01/2015 07:00,0.0,36.2525,0.0,168.93
99.0,857,171.11,18.625,2281.0,919.0,344.0,1476.7,6612.39,1865.66,2802.04,4956.47,0.0,351.8,866.75,6442.0,0.0,873.33,824.0,115.5,439.16,10/01/2015 08:00,0.0,18.625,0.0,171.11
99.9,838,360.66,12.96,2948.0,866.0,240.0,1498.5,6802.83,1873.49,2815.74,5092.67,0.0,371.6,992.35,6624.0,0.0,980.43,652.0,116.0,412.155,10/01/2015 09:00,0.0,12.96,0.0,360.66
98.5,606,539.94,11.6175,3158.0,981.0,286.0,1473.14,6697.13,1803.24,2700.36,5160.74,0.0,854.6,877.4,6594.0,0.0,807.68,517.0,117.5,402.085,10/01/2015 10:00,0.0,11.6175,0.0,539.94
84.8,615,521.81,12.8375,3076.0,1589.0,290.0,1499.91,6838.02,1820.07,2677.35,4989.16,0.0,534.0,931.1,6162.0,0.24,739.5,412.0,115.5,372.33,10/01/2015 11:00,0.0,12.8375,0.0,521.81
87.9,660,321.23,18.76,3268.0,1000.0,273.0,1486.13,6836.54,1750.43,2512.19,5085.33,0.0,505.2,1254.4,5966.0,55.15,551.2,318.0,115.5,393.745,10/01/2015 12:00,0.0,18.76,0.0,321.23
83.2,749,369.32,47.36,3015.0,667.0,189.0,1477.18,6839.4,1696.64,2453.67,5041.21,0.0,505.2,1246.3,5810.0,40.16,529.63,260.0,112.0,394.605,10/01/2015 13:00,0.0,47.36,0.0,369.32
83.6,901,377.46,34.765,2376.0,535.0,194.0,1492.44,6885.25,1706.0,2526.68,5070.65,0.0,319.2,2004.4,5914.0,35.64,678.28,282.0,69.5,379.33,10/01/2015 14:00,0.0,34.765,0.0,377.46
74.2,1088,586.35,40.39,2049.0,637.0,474.0,1513.09,7026.53,1793.78,2741.91,5209.71,21.58,352.7,2394.4,6170.0,0.47,726.08,444.0,61.5,456.335,10/01/2015 15:00,21.58,40.39,4.316,586.35
23.5,1290,598.09,36.705,2520.0,846.0,887.0,1519.39,7163.11,1869.06,2850.13,5130.82,43.1,343.1,2215.8,6170.0,0.0,1131.08,818.0,106.5,614.815,10/01/2015 16:00,43.1,36.705,8.62,598.09
