InterconnectorLinks,ToNode,Period,MaxRawNotAdjustWithInitCap_in_MW
EastAnglia,Hornsea,1,0.0
EastAnglia,Hornsea,2,0.0
EastAnglia,Hornsea,3,0.0
EastAnglia,Hornsea,4,0.0
EastAnglia,Hornsea,5,0.0
EastAnglia,Hornsea,6,0.0
EastAnglia,Hornsea,7,0.0
EastAnglia,Hornsea,8,0.0
HelgolanderBucht,Hornsea,1,0.0
HelgolanderBucht,Hornsea,2,0.0
HelgolanderBucht,Hornsea,3,0.0
HelgolanderBucht,Hornsea,4,0.0
HelgolanderBucht,Hornsea,5,0.0
HelgolanderBucht,Hornsea,6,0.0
HelgolanderBucht,Hornsea,7,0.0
HelgolanderBucht,Hornsea,8,0.0
HollandseeKust,Hornsea,1,500000.0
HollandseeKust,Hornsea,2,500000.0
HollandseeKust,Hornsea,3,500000.0
HollandseeKust,Hornsea,4,500000.0
HollandseeKust,Hornsea,5,500000.0
HollandseeKust,Hornsea,6,500000.0
HollandseeKust,Hornsea,7,500000.0
HollandseeKust,Hornsea,8,500000.0
Nordsoen,Hornsea,1,0.0
Nordsoen,Hornsea,2,0.0
Nordsoen,Hornsea,3,0.0
Nordsoen,Hornsea,4,0.0
Nordsoen,Hornsea,5,0.0
Nordsoen,Hornsea,6,0.0
Nordsoen,Hornsea,7,0.0
Nordsoen,Hornsea,8,0.0
Norfolk,Hornsea,1,0.0
Norfolk,Hornsea,2,0.0
Norfolk,Hornsea,3,0.0
Norfolk,Hornsea,4,0.0
Norfolk,Hornsea,5,0.0
Norfolk,Hornsea,6,0.0
Norfolk,Hornsea,7,0.0
Norfolk,Hornsea,8,0.0
OuterDowsing,Hornsea,1,500000.0
OuterDowsing,Hornsea,2,500000.0
OuterDowsing,Hornsea,3,500000.0
OuterDowsing,Hornsea,4,500000.0
OuterDowsing,Hornsea,5,500000.0
OuterDowsing,Hornsea,6,500000.0
OuterDowsing,Hornsea,7,500000.0
OuterDowsing,Hornsea,8,500000.0
SorligeNordsjoI,Hornsea,1,0.0
SorligeNordsjoI,Hornsea,2,0.0
SorligeNordsjoI,Hornsea,3,0.0
SorligeNordsjoI,Hornsea,4,0.0
SorligeNordsjoI,Hornsea,5,0.0
SorligeNordsjoI,Hornsea,6,0.0
SorligeNordsjoI,Hornsea,7,0.0
SorligeNordsjoI,Hornsea,8,0.0
SorligeNordsjoII,Hornsea,1,0.0
SorligeNordsjoII,Hornsea,2,0.0
SorligeNordsjoII,Hornsea,3,0.0
SorligeNordsjoII,Hornsea,4,0.0
SorligeNordsjoII,Hornsea,5,0.0
SorligeNordsjoII,Hornsea,6,0.0
SorligeNordsjoII,Hornsea,7,0.0
SorligeNordsjoII,Hornsea,8,0.0
UtsiraNord,Hornsea,1,0.0
UtsiraNord,Hornsea,2,0.0
UtsiraNord,Hornsea,3,0.0
UtsiraNord,Hornsea,4,0.0
UtsiraNord,Hornsea,5,0.0
UtsiraNord,Hornsea,6,0.0
UtsiraNord,Hornsea,7,0.0
UtsiraNord,Hornsea,8,0.0
Borssele,MorayFirth,1,0.0
Borssele,MorayFirth,2,0.0
Borssele,MorayFirth,3,0.0
Borssele,MorayFirth,4,0.0
Borssele,MorayFirth,5,0.0
Borssele,MorayFirth,6,0.0
Borssele,MorayFirth,7,0.0
Borssele,MorayFirth,8,0.0
DoggerBank,MorayFirth,1,0.0
DoggerBank,MorayFirth,2,0.0
DoggerBank,MorayFirth,3,0.0
DoggerBank,MorayFirth,4,0.0
DoggerBank,MorayFirth,5,0.0
DoggerBank,MorayFirth,6,0.0
DoggerBank,MorayFirth,7,0.0
DoggerBank,MorayFirth,8,0.0
EastAnglia,MorayFirth,1,0.0
EastAnglia,MorayFirth,2,0.0
EastAnglia,MorayFirth,3,0.0
EastAnglia,MorayFirth,4,0.0
EastAnglia,MorayFirth,5,0.0
EastAnglia,MorayFirth,6,0.0
EastAnglia,MorayFirth,7,0.0
EastAnglia,MorayFirth,8,0.0
FirthofForth,MorayFirth,1,0.0
FirthofForth,MorayFirth,2,0.0
FirthofForth,MorayFirth,3,0.0
FirthofForth,MorayFirth,4,0.0
FirthofForth,MorayFirth,5,0.0
FirthofForth,MorayFirth,6,0.0
FirthofForth,MorayFirth,7,0.0
FirthofForth,MorayFirth,8,0.0
HelgolanderBucht,MorayFirth,1,0.0
HelgolanderBucht,MorayFirth,2,0.0
HelgolanderBucht,MorayFirth,3,0.0
HelgolanderBucht,MorayFirth,4,0.0
HelgolanderBucht,MorayFirth,5,0.0
HelgolanderBucht,MorayFirth,6,0.0
HelgolanderBucht,MorayFirth,7,0.0
HelgolanderBucht,MorayFirth,8,0.0
HollandseeKust,MorayFirth,1,0.0
HollandseeKust,MorayFirth,2,0.0
HollandseeKust,MorayFirth,3,0.0
HollandseeKust,MorayFirth,4,0.0
HollandseeKust,MorayFirth,5,0.0
HollandseeKust,MorayFirth,6,0.0
HollandseeKust,MorayFirth,7,0.0
HollandseeKust,MorayFirth,8,0.0
Hornsea,MorayFirth,1,0.0
Hornsea,MorayFirth,2,0.0
Hornsea,MorayFirth,3,0.0
Hornsea,MorayFirth,4,0.0
Hornsea,MorayFirth,5,0.0
Hornsea,MorayFirth,6,0.0
Hornsea,MorayFirth,7,0.0
Hornsea,MorayFirth,8,0.0
Nordsoen,MorayFirth,1,0.0
Nordsoen,MorayFirth,2,0.0
Nordsoen,MorayFirth,3,0.0
Nordsoen,MorayFirth,4,0.0
Nordsoen,MorayFirth,5,0.0
Nordsoen,MorayFirth,6,0.0
Nordsoen,MorayFirth,7,0.0
Nordsoen,MorayFirth,8,0.0
Norfolk,MorayFirth,1,0.0
Norfolk,MorayFirth,2,0.0
Norfolk,MorayFirth,3,0.0
Norfolk,MorayFirth,4,0.0
Norfolk,MorayFirth,5,0.0
Norfolk,MorayFirth,6,0.0
Norfolk,MorayFirth,7,0.0
Norfolk,MorayFirth,8,0.0
OuterDowsing,MorayFirth,1,0.0
OuterDowsing,MorayFirth,2,0.0
OuterDowsing,MorayFirth,3,0.0
OuterDowsing,MorayFirth,4,0.0
OuterDowsing,MorayFirth,5,0.0
OuterDowsing,MorayFirth,6,0.0
OuterDowsing,MorayFirth,7,0.0
OuterDowsing,MorayFirth,8,0.0
SorligeNordsjoI,MorayFirth,1,0.0
SorligeNordsjoI,MorayFirth,2,0.0
SorligeNordsjoI,MorayFirth,3,0.0
SorligeNordsjoI,MorayFirth,4,0.0
SorligeNordsjoI,MorayFirth,5,0.0
SorligeNordsjoI,MorayFirth,6,0.0
SorligeNordsjoI,MorayFirth,7,0.0
SorligeNordsjoI,MorayFirth,8,0.0
SorligeNordsjoII,MorayFirth,1,0.0
SorligeNordsjoII,MorayFirth,2,0.0
SorligeNordsjoII,MorayFirth,3,0.0
SorligeNordsjoII,MorayFirth,4,0.0
SorligeNordsjoII,MorayFirth,5,0.0
SorligeNordsjoII,MorayFirth,6,0.0
SorligeNordsjoII,MorayFirth,7,0.0
SorligeNordsjoII,MorayFirth,8,0.0
UtsiraNord,MorayFirth,1,500000.0
UtsiraNord,MorayFirth,2,500000.0
UtsiraNord,MorayFirth,3,500000.0
UtsiraNord,MorayFirth,4,500000.0
UtsiraNord,MorayFirth,5,500000.0
UtsiraNord,MorayFirth,6,500000.0
UtsiraNord,MorayFirth,7,500000.0
UtsiraNord,MorayFirth,8,500000.0
Borssele,Netherlands,1,50000.0
Borssele,Netherlands,2,50000.0
Borssele,Netherlands,3,50000.0
Borssele,Netherlands,4,50000.0
Borssele,Netherlands,5,50000.0
Borssele,Netherlands,6,50000.0
Borssele,Netherlands,7,50000.0
Borssele,Netherlands,8,50000.0
HelgolanderBucht,Netherlands,1,50000.0
HelgolanderBucht,Netherlands,2,50000.0
HelgolanderBucht,Netherlands,3,50000.0
HelgolanderBucht,Netherlands,4,50000.0
HelgolanderBucht,Netherlands,5,50000.0
HelgolanderBucht,Netherlands,6,50000.0
HelgolanderBucht,Netherlands,7,50000.0
HelgolanderBucht,Netherlands,8,50000.0
HollandseeKust,Netherlands,1,50000.0
HollandseeKust,Netherlands,2,50000.0
HollandseeKust,Netherlands,3,50000.0
HollandseeKust,Netherlands,4,50000.0
HollandseeKust,Netherlands,5,50000.0
HollandseeKust,Netherlands,6,50000.0
HollandseeKust,Netherlands,7,50000.0
HollandseeKust,Netherlands,8,50000.0
SorligeNordsjoI,NO2,1,50000.0
SorligeNordsjoI,NO2,2,50000.0
SorligeNordsjoI,NO2,3,50000.0
SorligeNordsjoI,NO2,4,50000.0
SorligeNordsjoI,NO2,5,50000.0
SorligeNordsjoI,NO2,6,50000.0
SorligeNordsjoI,NO2,7,50000.0
SorligeNordsjoI,NO2,8,50000.0
SorligeNordsjoII,NO2,1,50000.0
SorligeNordsjoII,NO2,2,50000.0
SorligeNordsjoII,NO2,3,50000.0
SorligeNordsjoII,NO2,4,50000.0
SorligeNordsjoII,NO2,5,50000.0
SorligeNordsjoII,NO2,6,50000.0
SorligeNordsjoII,NO2,7,50000.0
SorligeNordsjoII,NO2,8,50000.0
UtsiraNord,NO2,1,50000.0
UtsiraNord,NO2,2,50000.0
UtsiraNord,NO2,3,50000.0
UtsiraNord,NO2,4,50000.0
UtsiraNord,NO2,5,50000.0
UtsiraNord,NO2,6,50000.0
UtsiraNord,NO2,7,50000.0
UtsiraNord,NO2,8,50000.0
SorligeNordsjoI,Nordsoen,1,50000.0
SorligeNordsjoI,Nordsoen,2,50000.0
SorligeNordsjoI,Nordsoen,3,50000.0
SorligeNordsjoI,Nordsoen,4,50000.0
SorligeNordsjoI,Nordsoen,5,50000.0
SorligeNordsjoI,Nordsoen,6,50000.0
SorligeNordsjoI,Nordsoen,7,50000.0
SorligeNordsjoI,Nordsoen,8,50000.0
SorligeNordsjoII,Nordsoen,1,50000.0
SorligeNordsjoII,Nordsoen,2,50000.0
SorligeNordsjoII,Nordsoen,3,50000.0
SorligeNordsjoII,Nordsoen,4,50000.0
SorligeNordsjoII,Nordsoen,5,50000.0
SorligeNordsjoII,Nordsoen,6,50000.0
SorligeNordsjoII,Nordsoen,7,50000.0
SorligeNordsjoII,Nordsoen,8,50000.0
UtsiraNord,Nordsoen,1,50000.0
UtsiraNord,Nordsoen,2,50000.0
UtsiraNord,Nordsoen,3,50000.0
UtsiraNord,Nordsoen,4,50000.0
UtsiraNord,Nordsoen,5,50000.0
UtsiraNord,Nordsoen,6,50000.0
UtsiraNord,Nordsoen,7,50000.0
UtsiraNord,Nordsoen,8,50000.0
Borssele,Norfolk,1,500000.0
Borssele,Norfolk,2,500000.0
Borssele,Norfolk,3,500000.0
Borssele,Norfolk,4,500000.0
Borssele,Norfolk,5,500000.0
Borssele,Norfolk,6,500000.0
Borssele,Norfolk,7,500000.0
Borssele,Norfolk,8,500000.0
EastAnglia,Norfolk,1,0.0
EastAnglia,Norfolk,2,0.0
EastAnglia,Norfolk,3,0.0
EastAnglia,Norfolk,4,0.0
EastAnglia,Norfolk,5,0.0
EastAnglia,Norfolk,6,0.0
EastAnglia,Norfolk,7,0.0
EastAnglia,Norfolk,8,0.0
HelgolanderBucht,Norfolk,1,0.0
HelgolanderBucht,Norfolk,2,0.0
HelgolanderBucht,Norfolk,3,0.0
HelgolanderBucht,Norfolk,4,0.0
HelgolanderBucht,Norfolk,5,0.0
HelgolanderBucht,Norfolk,6,0.0
HelgolanderBucht,Norfolk,7,0.0
HelgolanderBucht,Norfolk,8,0.0
HollandseeKust,Norfolk,1,500000.0
HollandseeKust,Norfolk,2,500000.0
HollandseeKust,Norfolk,3,500000.0
HollandseeKust,Norfolk,4,500000.0
HollandseeKust,Norfolk,5,500000.0
HollandseeKust,Norfolk,6,500000.0
HollandseeKust,Norfolk,7,500000.0
HollandseeKust,Norfolk,8,500000.0
Nordsoen,Norfolk,1,0.0
Nordsoen,Norfolk,2,0.0
Nordsoen,Norfolk,3,0.0
Nordsoen,Norfolk,4,0.0
Nordsoen,Norfolk,5,0.0
Nordsoen,Norfolk,6,0.0
Nordsoen,Norfolk,7,0.0
Nordsoen,Norfolk,8,0.0
SorligeNordsjoI,Norfolk,1,0.0
SorligeNordsjoI,Norfolk,2,0.0
SorligeNordsjoI,Norfolk,3,0.0
SorligeNordsjoI,Norfolk,4,0.0
SorligeNordsjoI,Norfolk,5,0.0
SorligeNordsjoI,Norfolk,6,0.0
SorligeNordsjoI,Norfolk,7,0.0
SorligeNordsjoI,Norfolk,8,0.0
SorligeNordsjoII,Norfolk,1,0.0
SorligeNordsjoII,Norfolk,2,0.0
SorligeNordsjoII,Norfolk,3,0.0
SorligeNordsjoII,Norfolk,4,0.0
SorligeNordsjoII,Norfolk,5,0.0
SorligeNordsjoII,Norfolk,6,0.0
SorligeNordsjoII,Norfolk,7,0.0
SorligeNordsjoII,Norfolk,8,0.0
UtsiraNord,Norfolk,1,0.0
UtsiraNord,Norfolk,2,0.0
UtsiraNord,Norfolk,3,0.0
UtsiraNord,Norfolk,4,0.0
UtsiraNord,Norfolk,5,0.0
UtsiraNord,Norfolk,6,0.0
UtsiraNord,Norfolk,7,0.0
UtsiraNord,Norfolk,8,0.0
Borssele,OuterDowsing,1,0.0
Borssele,OuterDowsing,2,0.0
Borssele,OuterDowsing,3,0.0
Borssele,OuterDowsing,4,0.0
Borssele,OuterDowsing,5,0.0
Borssele,OuterDowsing,6,0.0
Borssele,OuterDowsing,7,0.0
Borssele,OuterDowsing,8,0.0
EastAnglia,OuterDowsing,1,0.0
EastAnglia,OuterDowsing,2,0.0
EastAnglia,OuterDowsing,3,0.0
EastAnglia,OuterDowsing,4,0.0
EastAnglia,OuterDowsing,5,0.0
EastAnglia,OuterDowsing,6,0.0
EastAnglia,OuterDowsing,7,0.0
EastAnglia,OuterDowsing,8,0.0
HelgolanderBucht,OuterDowsing,1,0.0
HelgolanderBucht,OuterDowsing,2,0.0
HelgolanderBucht,OuterDowsing,3,0.0
HelgolanderBucht,OuterDowsing,4,0.0
HelgolanderBucht,OuterDowsing,5,0.0
HelgolanderBucht,OuterDowsing,6,0.0
HelgolanderBucht,OuterDowsing,7,0.0
HelgolanderBucht,OuterDowsing,8,0.0
HollandseeKust,OuterDowsing,1,0.0
HollandseeKust,OuterDowsing,2,0.0
HollandseeKust,OuterDowsing,3,0.0
HollandseeKust,OuterDowsing,4,0.0
HollandseeKust,OuterDowsing,5,0.0
HollandseeKust,OuterDowsing,6,0.0
HollandseeKust,OuterDowsing,7,0.0
HollandseeKust,OuterDowsing,8,0.0
Nordsoen,OuterDowsing,1,0.0
Nordsoen,OuterDowsing,2,0.0
Nordsoen,OuterDowsing,3,0.0
Nordsoen,OuterDowsing,4,0.0
Nordsoen,OuterDowsing,5,0.0
Nordsoen,OuterDowsing,6,0.0
Nordsoen,OuterDowsing,7,0.0
Nordsoen,OuterDowsing,8,0.0
Norfolk,OuterDowsing,1,0.0
Norfolk,OuterDowsing,2,0.0
Norfolk,OuterDowsing,3,0.0
Norfolk,OuterDowsing,4,0.0
Norfolk,OuterDowsing,5,0.0
Norfolk,OuterDowsing,6,0.0
Norfolk,OuterDowsing,7,0.0
Norfolk,OuterDowsing,8,0.0
SorligeNordsjoI,OuterDowsing,1,0.0
SorligeNordsjoI,OuterDowsing,2,0.0
SorligeNordsjoI,OuterDowsing,3,0.0
SorligeNordsjoI,OuterDowsing,4,0.0
SorligeNordsjoI,OuterDowsing,5,0.0
SorligeNordsjoI,OuterDowsing,6,0.0
SorligeNordsjoI,OuterDowsing,7,0.0
SorligeNordsjoI,OuterDowsing,8,0.0
SorligeNordsjoII,OuterDowsing,1,0.0
SorligeNordsjoII,OuterDowsing,2,0.0
SorligeNordsjoII,OuterDowsing,3,0.0
SorligeNordsjoII,OuterDowsing,4,0.0
SorligeNordsjoII,OuterDowsing,5,0.0
SorligeNordsjoII,OuterDowsing,6,0.0
SorligeNordsjoII,OuterDowsing,7,0.0
SorligeNordsjoII,OuterDowsing,8,0.0
UtsiraNord,OuterDowsing,1,0.0
UtsiraNord,OuterDowsing,2,0.0
UtsiraNord,OuterDowsing,3,0.0
UtsiraNord,OuterDowsing,4,0.0
UtsiraNord,OuterDowsing,5,0.0
UtsiraNord,OuterDowsing,6,0.0
UtsiraNord,OuterDowsing,7,0.0
UtsiraNord,OuterDowsing,8,0.0
SorligeNordsjoII,SorligeNordsjoI,1,500000.0
SorligeNordsjoII,SorligeNordsjoI,2,500000.0
SorligeNordsjoII,SorligeNordsjoI,3,500000.0
SorligeNordsjoII,SorligeNordsjoI,4,500000.0
SorligeNordsjoII,SorligeNordsjoI,5,500000.0
SorligeNordsjoII,SorligeNordsjoI,6,500000.0
SorligeNordsjoII,SorligeNordsjoI,7,500000.0
SorligeNordsjoII,SorligeNordsjoI,8,500000.0
SorligeNordsjoI,UtsiraNord,1,500000.0
SorligeNordsjoI,UtsiraNord,2,500000.0
SorligeNordsjoI,UtsiraNord,3,500000.0
SorligeNordsjoI,UtsiraNord,4,500000.0
SorligeNordsjoI,UtsiraNord,5,500000.0
SorligeNordsjoI,UtsiraNord,6,500000.0
SorligeNordsjoI,UtsiraNord,7,500000.0
SorligeNordsjoI,UtsiraNord,8,500000.0
SorligeNordsjoII,UtsiraNord,1,500000.0
SorligeNordsjoII,UtsiraNord,2,500000.0
SorligeNordsjoII,UtsiraNord,3,500000.0
SorligeNordsjoII,UtsiraNord,4,500000.0
SorligeNordsjoII,UtsiraNord,5,500000.0
SorligeNordsjoII,UtsiraNord,6,500000.0
SorligeNordsjoII,UtsiraNord,7,500000.0
SorligeNordsjoII,UtsiraNord,8,500000.0
